,Year,Month,State,Beverage Type,Gallons,Ethanol,Population,PerCapita,PerCapita3yr,PctChange,index,positive,totalTestResults,Positivity Rate,Shutdown Length
1768,2020,5,Massachusetts,Spirits,1313240,539742,5862386,0.0921,0.092,0.0003,189.0,96965.0,749434.0,12.94,55
1769,2020,5,Missouri,Spirits,1217312,500315,5077875,0.0985,0.0943,0.0453,221.0,13147.0,183650.0,7.16,27
1770,2020,5,North Dakota,Spirits,171132,70335,617880,0.1138,0.1174,-0.0307,294.0,2576.0,92659.0,2.78,0
1771,2020,5,Texas,Spirits,3906776,1605685,23257363,0.069,0.06,0.1511,382.0,64287.0,951865.0,6.75,28
1772,2020,5,Virginia,Spirits,1193072,490353,7094962,0.0691,0.0594,0.1632,415.0,44607.0,353839.0,12.61,0
1773,2020,5,Wisconsin,Spirits,1199306,492915,4851640,0.1016,0.1044,-0.0269,441.0,20564.0,270667.0,7.6,49
1774,2020,5,Alaska,Wine,192257,24801,589481,0.0421,0.0495,-0.1506,11.0,434.0,51695.0,0.84,0
1775,2020,5,Arkansas,Wine,460357,59386,2476087,0.024,0.0196,0.2212,35.0,7253.0,129515.0,5.6,0
1776,2020,5,Colorado,Wine,1441100,185902,4789291,0.0388,0.0391,-0.0077,51.0,26098.0,205488.0,12.7,31
1777,2020,5,Florida,Wine,5465524,705053,18207522,0.0387,0.0425,-0.0898,83.0,56163.0,1021349.0,5.5,31
1778,2020,5,Illinois,Wine,3015029,388939,10512479,0.037000000000000005,0.0404,-0.085,123.0,120260.0,898259.0,13.39,70
1779,2020,5,Kentucky,Wine,594242,76657,3691561,0.0208,0.0185,0.1204,155.0,9704.0,221118.0,4.39,0
1780,2020,5,Louisiana,Wine,854269,110201,3799736,0.028999999999999998,0.028999999999999998,-0.0005,163.0,39916.0,375109.0,10.64,46
1781,2020,5,Massachusetts,Wine,2316822,298870,5862386,0.051,0.057,-0.1055,189.0,96965.0,749434.0,12.94,55
1782,2020,5,Missouri,Wine,1118837,144330,5077875,0.0284,0.034,-0.1635,221.0,13147.0,183650.0,7.16,27
1783,2020,5,North Dakota,Wine,114532,14775,617880,0.0239,0.0249,-0.0398,294.0,2576.0,92659.0,2.78,0
1784,2020,5,Oregon,Wine,1280473,165181,3547474,0.0466,0.0434,0.0734,326.0,4243.0,129201.0,3.28,0
1785,2020,5,Texas,Wine,5343889,689362,23257363,0.0296,0.0263,0.1284,382.0,64287.0,951865.0,6.75,28
1786,2020,5,Virginia,Wine,2516758,324662,7094962,0.0458,0.0434,0.0543,415.0,44607.0,353839.0,12.61,0
1787,2020,5,Wisconsin,Wine,1023082,131978,4851640,0.0272,0.0291,-0.0654,441.0,20564.0,270667.0,7.6,49
1788,2020,5,Alaska,Beer,1325679,59656,589481,0.1012,0.1119,-0.0958,11.0,434.0,51695.0,0.84,0
1789,2020,5,Arkansas,Beer,4560783,205235,2476087,0.0829,0.0758,0.0941,35.0,7253.0,129515.0,5.6,0
1790,2020,5,Colorado,Beer,11226400,505188,4789291,0.1055,0.106,-0.005,51.0,26098.0,205488.0,12.7,31
1791,2020,5,Florida,Beer,37372548,1681765,18207522,0.0924,0.0973,-0.0509,83.0,56163.0,1021349.0,5.5,31
1792,2020,5,Illinois,Beer,22023830,991072,10512479,0.0943,0.1096,-0.1395,123.0,120260.0,898259.0,13.39,70
1793,2020,5,Kansas,Beer,4789450,215525,2371396,0.0909,0.0833,0.0911,147.0,9719.0,94949.0,10.24,35
1794,2020,5,Kentucky,Beer,6523404,293553,3691561,0.0795,0.077,0.0322,155.0,9704.0,221118.0,4.39,0
1795,2020,5,Massachusetts,Beer,8093156,364192,5862386,0.0621,0.0935,-0.3358,189.0,96965.0,749434.0,12.94,55
1796,2020,5,Missouri,Beer,10412428,468559,5077875,0.0923,0.1048,-0.1193,221.0,13147.0,183650.0,7.16,27
1797,2020,5,North Dakota,Beer,1668102,75065,617880,0.1215,0.1492,-0.1855,294.0,2576.0,92659.0,2.78,0
1798,2020,5,Oregon,Beer,8139362,366271,3547474,0.1032,0.1037,-0.0047,326.0,4243.0,129201.0,3.28,0
1799,2020,5,Texas,Beer,52663183,2369843,23257363,0.1019,0.0999,0.0197,382.0,64287.0,951865.0,6.75,28
1800,2020,5,Virginia,Beer,13468290,606073,7094962,0.0854,0.0945,-0.0961,415.0,44607.0,353839.0,12.61,0
1801,2020,6,Alaska,Spirits,164974,67804,589481,0.115,0.1228,-0.0631,12.0,940.0,112185.0,0.84,0
1802,2020,6,Arkansas,Spirits,403284,165750,2476087,0.0669,0.0608,0.1015,36.0,20777.0,311203.0,6.68,0
1803,2020,6,Florida,Spirits,4817947,1980176,18207522,0.1088,0.1043,0.0425,84.0,152434.0,1944995.0,7.84,31
1804,2020,6,Illinois,Spirits,2138480,878915,10512479,0.0836,0.0911,-0.08199999999999999,124.0,144238.0,1604018.0,8.99,70
1805,2020,6,Kansas,Spirits,421672,173307,2371396,0.0731,0.0716,0.0211,148.0,14443.0,176725.0,8.17,35
1806,2020,6,Kentucky,Spirits,743544,305597,3691561,0.0828,0.0736,0.1245,156.0,15624.0,370400.0,4.22,0
1807,2020,6,Louisiana,Spirits,853285,350700,3799736,0.0923,0.0887,0.0402,164.0,58095.0,728511.0,7.97,46
1808,2020,6,Massachusetts,Spirits,2041665,839124,5862386,0.1431,0.1288,0.1114,190.0,108882.0,1103550.0,9.87,55
1809,2020,6,Missouri,Spirits,1511011,621026,5077875,0.1223,0.0962,0.2709,222.0,21551.0,424214.0,5.08,27
1810,2020,6,North Dakota,Spirits,233857,96115,617880,0.1556,0.1332,0.168,295.0,3574.0,178468.0,2.0,0
1811,2020,6,Texas,Spirits,4026484,1654885,23257363,0.0712,0.063,0.1286,383.0,159986.0,1869282.0,8.56,28
1812,2020,6,Virginia,Spirits,1122002,461143,7094962,0.065,0.057999999999999996,0.1201,416.0,62787.0,655404.0,9.58,0
1813,2020,6,Wisconsin,Spirits,1246502,512313,4851640,0.1056,0.1198,-0.1185,442.0,31662.0,571201.0,5.54,49
1814,2020,6,Alaska,Wine,216480,27926,589481,0.0474,0.0532,-0.11,12.0,940.0,112185.0,0.84,0
1815,2020,6,Arkansas,Wine,406776,52474,2476087,0.0212,0.0197,0.0746,36.0,20777.0,311203.0,6.68,0
1816,2020,6,Florida,Wine,5946248,767066,18207522,0.0421,0.0389,0.0823,84.0,152434.0,1944995.0,7.84,31
1817,2020,6,Illinois,Wine,3325383,428974,10512479,0.0408,0.0414,-0.0133,124.0,144238.0,1604018.0,8.99,70
1818,2020,6,Kentucky,Wine,579422,74745,3691561,0.0202,0.0193,0.0508,156.0,15624.0,370400.0,4.22,0
1819,2020,6,Louisiana,Wine,833160,107478,3799736,0.0283,0.0267,0.0586,164.0,58095.0,728511.0,7.97,46
1820,2020,6,Massachusetts,Wine,2962165,382119,5862386,0.0652,0.0697,-0.0644,190.0,108882.0,1103550.0,9.87,55
1821,2020,6,Missouri,Wine,1327277,171219,5077875,0.0337,0.0327,0.0327,222.0,21551.0,424214.0,5.08,27
1822,2020,6,North Dakota,Wine,143106,18461,617880,0.0299,0.0251,0.1911,295.0,3574.0,178468.0,2.0,0
1823,2020,6,Oregon,Wine,1201871,155041,3547474,0.0437,0.0407,0.0744,327.0,8656.0,237634.0,3.64,0
1824,2020,6,Texas,Wine,5518415,711876,23257363,0.0306,0.0289,0.0598,383.0,159986.0,1869282.0,8.56,28
1825,2020,6,Virginia,Wine,2475614,319354,7094962,0.045,0.0401,0.1213,416.0,62787.0,655404.0,9.58,0
1826,2020,6,Wisconsin,Wine,1309909,168978,4851640,0.0348,0.035,-0.0043,442.0,31662.0,571201.0,5.54,49
1827,2020,6,Alaska,Beer,1374767,61865,589481,0.1049,0.1183,-0.1131,12.0,940.0,112185.0,0.84,0
1828,2020,6,Arkansas,Beer,4295133,193281,2476087,0.0781,0.0861,-0.09300000000000001,36.0,20777.0,311203.0,6.68,0
1829,2020,6,Florida,Beer,38453648,1730414,18207522,0.095,0.0899,0.0574,84.0,152434.0,1944995.0,7.84,31
1830,2020,6,Illinois,Beer,25465636,1145954,10512479,0.109,0.1094,-0.0037,124.0,144238.0,1604018.0,8.99,70
1831,2020,6,Kansas,Beer,5635898,253615,2371396,0.1069,0.094,0.1383,148.0,14443.0,176725.0,8.17,35
1832,2020,6,Kentucky,Beer,6041900,271886,3691561,0.0737,0.0781,-0.0573,156.0,15624.0,370400.0,4.22,0
1833,2020,6,Massachusetts,Beer,10335283,465088,5862386,0.0793,0.0913,-0.1312,190.0,108882.0,1103550.0,9.87,55
1834,2020,6,Missouri,Beer,11099851,499493,5077875,0.0984,0.1056,-0.0682,222.0,21551.0,424214.0,5.08,27
1835,2020,6,North Dakota,Beer,2091390,94113,617880,0.1523,0.1664,-0.0844,295.0,3574.0,178468.0,2.0,0
1836,2020,6,Oregon,Beer,7969948,358648,3547474,0.1011,0.1135,-0.1092,327.0,8656.0,237634.0,3.64,0
1837,2020,6,Texas,Beer,62290399,2803068,23257363,0.1205,0.1216,-0.0085,383.0,159986.0,1869282.0,8.56,28
