State,date,Positive COVID Tests,Total COVID Tests,Month,Day,Year,COVID Positivity Rate
Montana,8/15/2020,5659.0,200936.0,08 Aug,15,2020,2.82
North Carolina,8/15/2020,143706.0,1903401.0,08 Aug,15,2020,7.55
North Dakota,8/15/2020,8439.0,379816.0,08 Aug,15,2020,2.22
Nebraska,8/15/2020,29988.0,317683.0,08 Aug,15,2020,9.44
New Hampshire,8/15/2020,6980.0,278912.0,08 Aug,15,2020,2.5
New Jersey,8/15/2020,187442.0,2461383.0,08 Aug,15,2020,7.62
New Mexico,8/15/2020,23160.0,659042.0,08 Aug,15,2020,3.51
Nevada,8/15/2020,60608.0,542850.0,08 Aug,15,2020,11.16
New York,8/15/2020,424901.0,6990504.0,08 Aug,15,2020,6.08
Ohio,8/15/2020,107674.0,1802350.0,08 Aug,15,2020,5.97
Oklahoma,8/15/2020,47798.0,754417.0,08 Aug,15,2020,6.34
Oregon,8/15/2020,23018.0,484879.0,08 Aug,15,2020,4.75
Pennsylvania,8/15/2020,123800.0,1443684.0,08 Aug,15,2020,8.58
Puerto Rico,8/15/2020,25695.0,331667.0,08 Aug,15,2020,7.75
Rhode Island,8/15/2020,20439.0,425315.0,08 Aug,15,2020,4.81
South Carolina,8/15/2020,105882.0,860400.0,08 Aug,15,2020,12.31
South Dakota,8/15/2020,10118.0,127449.0,08 Aug,15,2020,7.94
Tennesee,8/15/2020,131747.0,1829758.0,08 Aug,15,2020,7.2
Texas,8/15/2020,528838.0,4321676.0,08 Aug,15,2020,12.24
Utah,8/15/2020,46321.0,594901.0,08 Aug,15,2020,7.79
Virginia,8/15/2020,105750.0,1332938.0,08 Aug,15,2020,7.93
Virgin Islands,8/15/2020,734.0,12117.0,08 Aug,15,2020,6.06
Vermont,8/15/2020,1509.0,110297.0,08 Aug,15,2020,1.37
Washington,8/15/2020,68579.0,1292977.0,08 Aug,15,2020,5.3
Wisconsin,8/15/2020,69547.0,1124666.0,08 Aug,15,2020,6.18
West Virginia,8/15/2020,8457.0,350244.0,08 Aug,15,2020,2.41
Wyoming,8/15/2020,3227.0,60036.0,08 Aug,15,2020,5.38
Alaska,8/14/2020,4869.0,295929.0,08 Aug,14,2020,1.65
Alabama,8/14/2020,106309.0,820871.0,08 Aug,14,2020,12.95
Arkansas,8/14/2020,52392.0,588660.0,08 Aug,14,2020,8.9
American Samoa,8/14/2020,0.0,1396.0,08 Aug,14,2020,0.0
Arizona,8/14/2020,191721.0,1066146.0,08 Aug,14,2020,17.98
California,8/14/2020,601075.0,9556598.0,08 Aug,14,2020,6.29
Colorado,8/14/2020,52219.0,837290.0,08 Aug,14,2020,6.24
Connecticut,8/14/2020,50897.0,937690.0,08 Aug,14,2020,5.43
District of Columbia,8/14/2020,13118.0,236305.0,08 Aug,14,2020,5.55
Delaware,8/14/2020,16340.0,207475.0,08 Aug,14,2020,7.88
Florida,8/14/2020,563285.0,4160565.0,08 Aug,14,2020,13.54
Georgia,8/14/2020,231895.0,1970053.0,08 Aug,14,2020,11.77
Guam,8/14/2020,502.0,27096.0,08 Aug,14,2020,1.85
Hawaii,8/14/2020,4312.0,190131.0,08 Aug,14,2020,2.27
Iowa,8/14/2020,50932.0,540237.0,08 Aug,14,2020,9.43
Idaho,8/14/2020,26631.0,216473.0,08 Aug,14,2020,12.3
Illinois,8/14/2020,204023.0,3286680.0,08 Aug,14,2020,6.21
Indiana,8/14/2020,78632.0,886489.0,08 Aug,14,2020,8.87
Kansas,8/14/2020,33885.0,343043.0,08 Aug,14,2020,9.88
Kentucky,8/14/2020,38298.0,697909.0,08 Aug,14,2020,5.49
Louisiana,8/14/2020,136737.0,1637012.0,08 Aug,14,2020,8.35
Massachusetts,8/14/2020,122531.0,1853032.0,08 Aug,14,2020,6.61
Maryland,8/14/2020,98875.0,1110273.0,08 Aug,14,2020,8.91
Maine,8/14/2020,4115.0,205043.0,08 Aug,14,2020,2.01
Michigan,8/14/2020,100724.0,2261151.0,08 Aug,14,2020,4.45
Minnesota,8/14/2020,63723.0,1219816.0,08 Aug,14,2020,5.22
Missouri,8/14/2020,65270.0,1093970.0,08 Aug,14,2020,5.97
Northern Mariana Islands,8/14/2020,50.0,12302.0,08 Aug,14,2020,0.41
Mississippi,8/14/2020,70930.0,511042.0,08 Aug,14,2020,13.88
Montana,8/14/2020,5541.0,199861.0,08 Aug,14,2020,2.77
North Carolina,8/14/2020,142170.0,1877402.0,08 Aug,14,2020,7.57
North Dakota,8/14/2020,8316.0,373550.0,08 Aug,14,2020,2.23
Nebraska,8/14/2020,29660.0,314224.0,08 Aug,14,2020,9.44
New Hampshire,8/14/2020,6921.0,275503.0,08 Aug,14,2020,2.51
New Jersey,8/14/2020,187164.0,2429841.0,08 Aug,14,2020,7.7
New Mexico,8/14/2020,22987.0,650491.0,08 Aug,14,2020,3.53
Nevada,8/14/2020,59749.0,538204.0,08 Aug,14,2020,11.1
New York,8/14/2020,424167.0,6901836.0,08 Aug,14,2020,6.15
Ohio,8/14/2020,106557.0,1779409.0,08 Aug,14,2020,5.99
Oklahoma,8/14/2020,46897.0,743242.0,08 Aug,14,2020,6.31
Oregon,8/14/2020,22613.0,473107.0,08 Aug,14,2020,4.78
Pennsylvania,8/14/2020,122950.0,1427689.0,08 Aug,14,2020,8.61
Puerto Rico,8/14/2020,25128.0,331100.0,08 Aug,14,2020,7.59
Rhode Island,8/14/2020,20335.0,420733.0,08 Aug,14,2020,4.83
South Carolina,8/14/2020,104841.0,851784.0,08 Aug,14,2020,12.31
South Dakota,8/14/2020,10024.0,126014.0,08 Aug,14,2020,7.95
Tennesee,8/14/2020,130458.0,1812043.0,08 Aug,14,2020,7.2
Texas,8/14/2020,520593.0,4282041.0,08 Aug,14,2020,12.16
Utah,8/14/2020,45976.0,589817.0,08 Aug,14,2020,7.79
Virginia,8/14/2020,104838.0,1316037.0,08 Aug,14,2020,7.97
Virgin Islands,8/14/2020,704.0,11999.0,08 Aug,14,2020,5.87
Vermont,8/14/2020,1501.0,107417.0,08 Aug,14,2020,1.4
Washington,8/14/2020,68234.0,1284141.0,08 Aug,14,2020,5.31
Wisconsin,8/14/2020,68681.0,1113294.0,08 Aug,14,2020,6.17
West Virginia,8/14/2020,8274.0,344700.0,08 Aug,14,2020,2.4
Wyoming,8/14/2020,3183.0,59992.0,08 Aug,14,2020,5.31
Alaska,8/13/2020,4750.0,294053.0,08 Aug,13,2020,1.62
Alabama,8/13/2020,105557.0,798501.0,08 Aug,13,2020,13.22
Arkansas,8/13/2020,51766.0,583480.0,08 Aug,13,2020,8.87
American Samoa,8/13/2020,0.0,1396.0,08 Aug,13,2020,0.0
Arizona,8/13/2020,190794.0,1056770.0,08 Aug,13,2020,18.05
California,8/13/2020,593141.0,9445493.0,08 Aug,13,2020,6.28
Colorado,8/13/2020,51756.0,825062.0,08 Aug,13,2020,6.27
Connecticut,8/13/2020,50782.0,927335.0,08 Aug,13,2020,5.48
District of Columbia,8/13/2020,13024.0,229649.0,08 Aug,13,2020,5.67
Delaware,8/13/2020,15967.0,205628.0,08 Aug,13,2020,7.76
Florida,8/13/2020,557137.0,4122118.0,08 Aug,13,2020,13.52
Georgia,8/13/2020,228668.0,1942610.0,08 Aug,13,2020,11.77
Guam,8/13/2020,477.0,26680.0,08 Aug,13,2020,1.79
Hawaii,8/13/2020,4312.0,185482.0,08 Aug,13,2020,2.32
Iowa,8/13/2020,50336.0,534813.0,08 Aug,13,2020,9.41
Idaho,8/13/2020,26133.0,212898.0,08 Aug,13,2020,12.27
Illinois,8/13/2020,201727.0,3237107.0,08 Aug,13,2020,6.23
Indiana,8/13/2020,77565.0,877970.0,08 Aug,13,2020,8.83
Kansas,8/13/2020,32547.0,334563.0,08 Aug,13,2020,9.73
Kentucky,8/13/2020,37686.0,684970.0,08 Aug,13,2020,5.5
Louisiana,8/13/2020,135439.0,1615980.0,08 Aug,13,2020,8.38
Massachusetts,8/13/2020,122319.0,1821031.0,08 Aug,13,2020,6.72
Maryland,8/13/2020,98160.0,1095094.0,08 Aug,13,2020,8.96
Maine,8/13/2020,4089.0,202284.0,08 Aug,13,2020,2.02
Michigan,8/13/2020,99856.0,2222386.0,08 Aug,13,2020,4.49
Minnesota,8/13/2020,62993.0,1203559.0,08 Aug,13,2020,5.23
Missouri,8/13/2020,63797.0,1074461.0,08 Aug,13,2020,5.94
Northern Mariana Islands,8/13/2020,49.0,12301.0,08 Aug,13,2020,0.4
Mississippi,8/13/2020,69986.0,508426.0,08 Aug,13,2020,13.77
Montana,8/13/2020,5407.0,197820.0,08 Aug,13,2020,2.73
North Carolina,8/13/2020,140824.0,1850689.0,08 Aug,13,2020,7.61
North Dakota,8/13/2020,8164.0,368309.0,08 Aug,13,2020,2.22
Nebraska,8/13/2020,29244.0,309644.0,08 Aug,13,2020,9.44
New Hampshire,8/13/2020,6921.0,272051.0,08 Aug,13,2020,2.54
New Jersey,8/13/2020,186594.0,2403690.0,08 Aug,13,2020,7.76
New Mexico,8/13/2020,22816.0,644823.0,08 Aug,13,2020,3.54
Nevada,8/13/2020,58650.0,533144.0,08 Aug,13,2020,11.0
New York,8/13/2020,423440.0,6816381.0,08 Aug,13,2020,6.21
Ohio,8/13/2020,105426.0,1753307.0,08 Aug,13,2020,6.01
Oklahoma,8/13/2020,46103.0,731272.0,08 Aug,13,2020,6.3
Oregon,8/13/2020,22300.0,467263.0,08 Aug,13,2020,4.77
Pennsylvania,8/13/2020,122121.0,1410994.0,08 Aug,13,2020,8.65
Puerto Rico,8/13/2020,24446.0,330418.0,08 Aug,13,2020,7.4
Rhode Island,8/13/2020,20240.0,416203.0,08 Aug,13,2020,4.86
South Carolina,8/13/2020,103909.0,806028.0,08 Aug,13,2020,12.89
South Dakota,8/13/2020,9897.0,124770.0,08 Aug,13,2020,7.93
Tennesee,8/13/2020,128511.0,1787721.0,08 Aug,13,2020,7.19
Texas,8/13/2020,513575.0,4230763.0,08 Aug,13,2020,12.14
Utah,8/13/2020,45424.0,584656.0,08 Aug,13,2020,7.77
Virginia,8/13/2020,103622.0,1301909.0,08 Aug,13,2020,7.96
Virgin Islands,8/13/2020,682.0,11650.0,08 Aug,13,2020,5.85
Vermont,8/13/2020,1484.0,105907.0,08 Aug,13,2020,1.4
Washington,8/13/2020,67611.0,1269631.0,08 Aug,13,2020,5.33
Wisconsin,8/13/2020,67622.0,1102817.0,08 Aug,13,2020,6.13
West Virginia,8/13/2020,8151.0,339515.0,08 Aug,13,2020,2.4
Wyoming,8/13/2020,3119.0,59571.0,08 Aug,13,2020,5.24
Alaska,8/12/2020,4655.0,292582.0,08 Aug,12,2020,1.59
Alabama,8/12/2020,104786.0,791786.0,08 Aug,12,2020,13.23
Arkansas,8/12/2020,51114.0,572868.0,08 Aug,12,2020,8.92
American Samoa,8/12/2020,0.0,1396.0,08 Aug,12,2020,0.0
Arizona,8/12/2020,189443.0,1042838.0,08 Aug,12,2020,18.17
California,8/12/2020,586056.0,9303467.0,08 Aug,12,2020,6.3
Colorado,8/12/2020,51441.0,817422.0,08 Aug,12,2020,6.29
Connecticut,8/12/2020,50706.0,919283.0,08 Aug,12,2020,5.52
District of Columbia,8/12/2020,12959.0,226741.0,08 Aug,12,2020,5.72
Delaware,8/12/2020,15699.0,202200.0,08 Aug,12,2020,7.76
Florida,8/12/2020,550901.0,4087579.0,08 Aug,12,2020,13.48
Georgia,8/12/2020,226153.0,1916742.0,08 Aug,12,2020,11.8
Guam,8/12/2020,449.0,26236.0,08 Aug,12,2020,1.71
Hawaii,8/12/2020,3958.0,181834.0,08 Aug,12,2020,2.18
Iowa,8/12/2020,49806.0,528148.0,08 Aug,12,2020,9.43
Idaho,8/12/2020,25595.0,210599.0,08 Aug,12,2020,12.15
Illinois,8/12/2020,199893.0,3191101.0,08 Aug,12,2020,6.26
Indiana,8/12/2020,76522.0,866994.0,08 Aug,12,2020,8.83
Kansas,8/12/2020,32547.0,334563.0,08 Aug,12,2020,9.73
Kentucky,8/12/2020,36945.0,672245.0,08 Aug,12,2020,5.5
Louisiana,8/12/2020,134304.0,1598609.0,08 Aug,12,2020,8.4
Massachusetts,8/12/2020,122000.0,1781548.0,08 Aug,12,2020,6.85
Maryland,8/12/2020,97384.0,1078838.0,08 Aug,12,2020,9.03
Maine,8/12/2020,4070.0,199118.0,08 Aug,12,2020,2.04
Michigan,8/12/2020,98689.0,2181841.0,08 Aug,12,2020,4.52
Minnesota,8/12/2020,62303.0,1188288.0,08 Aug,12,2020,5.24
Missouri,8/12/2020,62530.0,1057708.0,08 Aug,12,2020,5.91
Northern Mariana Islands,8/12/2020,49.0,12301.0,08 Aug,12,2020,0.4
Mississippi,8/12/2020,69374.0,507814.0,08 Aug,12,2020,13.66
Montana,8/12/2020,5268.0,196036.0,08 Aug,12,2020,2.69
North Carolina,8/12/2020,139061.0,1823283.0,08 Aug,12,2020,7.63
North Dakota,8/12/2020,7964.0,361551.0,08 Aug,12,2020,2.2
Nebraska,8/12/2020,29030.0,308462.0,08 Aug,12,2020,9.41
New Hampshire,8/12/2020,6887.0,267620.0,08 Aug,12,2020,2.57
New Jersey,8/12/2020,185938.0,2376016.0,08 Aug,12,2020,7.83
New Mexico,8/12/2020,22643.0,640337.0,08 Aug,12,2020,3.54
Nevada,8/12/2020,58048.0,527535.0,08 Aug,12,2020,11.0
New York,8/12/2020,422703.0,6728481.0,08 Aug,12,2020,6.28
Ohio,8/12/2020,104248.0,1728380.0,08 Aug,12,2020,6.03
Oklahoma,8/12/2020,45398.0,722107.0,08 Aug,12,2020,6.29
Oregon,8/12/2020,22022.0,462542.0,08 Aug,12,2020,4.76
Pennsylvania,8/12/2020,121130.0,1393106.0,08 Aug,12,2020,8.69
Puerto Rico,8/12/2020,24074.0,330046.0,08 Aug,12,2020,7.29
Rhode Island,8/12/2020,20129.0,412049.0,08 Aug,12,2020,4.89
South Carolina,8/12/2020,102974.0,800089.0,08 Aug,12,2020,12.87
South Dakota,8/12/2020,9815.0,123628.0,08 Aug,12,2020,7.94
Tennesee,8/12/2020,126393.0,1759692.0,08 Aug,12,2020,7.18
Texas,8/12/2020,506820.0,4106360.0,08 Aug,12,2020,12.34
Utah,8/12/2020,45090.0,581209.0,08 Aug,12,2020,7.76
Virginia,8/12/2020,102521.0,1283409.0,08 Aug,12,2020,7.99
Virgin Islands,8/12/2020,639.0,11417.0,08 Aug,12,2020,5.6
Vermont,8/12/2020,1478.0,105073.0,08 Aug,12,2020,1.41
Washington,8/12/2020,67005.0,1254514.0,08 Aug,12,2020,5.34
Wisconsin,8/12/2020,66654.0,1090377.0,08 Aug,12,2020,6.11
West Virginia,8/12/2020,8008.0,335239.0,08 Aug,12,2020,2.39
Wyoming,8/12/2020,3086.0,59331.0,08 Aug,12,2020,5.2
Alaska,8/11/2020,4589.0,290744.0,08 Aug,11,2020,1.58
Alabama,8/11/2020,103851.0,779764.0,08 Aug,11,2020,13.32
Arkansas,8/11/2020,50411.0,572868.0,08 Aug,11,2020,8.8
American Samoa,8/11/2020,0.0,1396.0,08 Aug,11,2020,0.0
Arizona,8/11/2020,188737.0,1035900.0,08 Aug,11,2020,18.22
California,8/11/2020,574411.0,9186279.0,08 Aug,11,2020,6.25
Colorado,8/11/2020,51039.0,810276.0,08 Aug,11,2020,6.3
Connecticut,8/11/2020,50684.0,911299.0,08 Aug,11,2020,5.56
District of Columbia,8/11/2020,12896.0,224749.0,08 Aug,11,2020,5.74
Delaware,8/11/2020,15699.0,202200.0,08 Aug,11,2020,7.76
Florida,8/11/2020,542792.0,4049275.0,08 Aug,11,2020,13.4
Georgia,8/11/2020,222588.0,1895485.0,08 Aug,11,2020,11.74
Guam,8/11/2020,434.0,25616.0,08 Aug,11,2020,1.69
Hawaii,8/11/2020,3638.0,179422.0,08 Aug,11,2020,2.03
Iowa,8/11/2020,49329.0,523920.0,08 Aug,11,2020,9.42
Idaho,8/11/2020,25100.0,206830.0,08 Aug,11,2020,12.14
Illinois,8/11/2020,198248.0,3149003.0,08 Aug,11,2020,6.3
Indiana,8/11/2020,75862.0,861655.0,08 Aug,11,2020,8.8
Kansas,8/11/2020,31730.0,326669.0,08 Aug,11,2020,9.71
Kentucky,8/11/2020,35793.0,665941.0,08 Aug,11,2020,5.37
Louisiana,8/11/2020,133125.0,1568564.0,08 Aug,11,2020,8.49
Massachusetts,8/11/2020,121707.0,1781520.0,08 Aug,11,2020,6.83
Maryland,8/11/2020,96843.0,1067459.0,08 Aug,11,2020,9.07
Maine,8/11/2020,4050.0,192453.0,08 Aug,11,2020,2.1
Michigan,8/11/2020,98213.0,2146554.0,08 Aug,11,2020,4.58
Minnesota,8/11/2020,61839.0,1177935.0,08 Aug,11,2020,5.25
Missouri,8/11/2020,60935.0,1046810.0,08 Aug,11,2020,5.82
Northern Mariana Islands,8/11/2020,49.0,12301.0,08 Aug,11,2020,0.4
Mississippi,8/11/2020,68293.0,504404.0,08 Aug,11,2020,13.54
Montana,8/11/2020,5104.0,194412.0,08 Aug,11,2020,2.63
North Carolina,8/11/2020,137895.0,2017498.0,08 Aug,11,2020,6.83
North Dakota,8/11/2020,7877.0,357433.0,08 Aug,11,2020,2.2
Nebraska,8/11/2020,28696.0,305732.0,08 Aug,11,2020,9.39
New Hampshire,8/11/2020,6861.0,265028.0,08 Aug,11,2020,2.59
New Jersey,8/11/2020,185475.0,2350310.0,08 Aug,11,2020,7.89
New Mexico,8/11/2020,22444.0,632997.0,08 Aug,11,2020,3.55
Nevada,8/11/2020,57520.0,524749.0,08 Aug,11,2020,10.96
New York,8/11/2020,422003.0,6640705.0,08 Aug,11,2020,6.35
Ohio,8/11/2020,102826.0,1707770.0,08 Aug,11,2020,6.02
Oklahoma,8/11/2020,44728.0,714235.0,08 Aug,11,2020,6.26
Oregon,8/11/2020,21774.0,457088.0,08 Aug,11,2020,4.76
Pennsylvania,8/11/2020,120281.0,1375594.0,08 Aug,11,2020,8.74
Puerto Rico,8/11/2020,23403.0,329375.0,08 Aug,11,2020,7.11
Rhode Island,8/11/2020,20053.0,408074.0,08 Aug,11,2020,4.91
South Carolina,8/11/2020,102130.0,796351.0,08 Aug,11,2020,12.82
South Dakota,8/11/2020,9713.0,122409.0,08 Aug,11,2020,7.93
Tennesee,8/11/2020,124915.0,1740784.0,08 Aug,11,2020,7.18
Texas,8/11/2020,500620.0,4088863.0,08 Aug,11,2020,12.24
Utah,8/11/2020,44752.0,578549.0,08 Aug,11,2020,7.74
Virginia,8/11/2020,101745.0,1267512.0,08 Aug,11,2020,8.03
Virgin Islands,8/11/2020,576.0,11063.0,08 Aug,11,2020,5.21
Vermont,8/11/2020,1472.0,103957.0,08 Aug,11,2020,1.42
Washington,8/11/2020,66404.0,1237902.0,08 Aug,11,2020,5.36
Wisconsin,8/11/2020,66123.0,1080400.0,08 Aug,11,2020,6.12
West Virginia,8/11/2020,7875.0,330609.0,08 Aug,11,2020,2.38
Wyoming,8/11/2020,3073.0,58852.0,08 Aug,11,2020,5.22
Alaska,8/10/2020,4539.0,280343.0,08 Aug,10,2020,1.62
Alabama,8/10/2020,103020.0,776937.0,08 Aug,10,2020,13.26
Arkansas,8/10/2020,50028.0,569320.0,08 Aug,10,2020,8.79
American Samoa,8/10/2020,0.0,1396.0,08 Aug,10,2020,0.0
Arizona,8/10/2020,187523.0,1026888.0,08 Aug,10,2020,18.26
California,8/10/2020,561911.0,8998353.0,08 Aug,10,2020,6.24
Colorado,8/10/2020,50660.0,801739.0,08 Aug,10,2020,6.32
Connecticut,8/10/2020,50567.0,902957.0,08 Aug,10,2020,5.6
District of Columbia,8/10/2020,12807.0,220391.0,08 Aug,10,2020,5.81
Delaware,8/10/2020,15634.0,200672.0,08 Aug,10,2020,7.79
Florida,8/10/2020,536961.0,4013857.0,08 Aug,10,2020,13.38
Georgia,8/10/2020,219025.0,1861962.0,08 Aug,10,2020,11.76
Guam,8/10/2020,418.0,25076.0,08 Aug,10,2020,1.67
Hawaii,8/10/2020,3498.0,176980.0,08 Aug,10,2020,1.98
Iowa,8/10/2020,49071.0,521387.0,08 Aug,10,2020,9.41
Idaho,8/10/2020,24671.0,204928.0,08 Aug,10,2020,12.04
Illinois,8/10/2020,196699.0,3107641.0,08 Aug,10,2020,6.33
Indiana,8/10/2020,74992.0,852111.0,08 Aug,10,2020,8.8
Kansas,8/10/2020,31730.0,326669.0,08 Aug,10,2020,9.71
Kentucky,8/10/2020,35254.0,655494.0,08 Aug,10,2020,5.38
Louisiana,8/10/2020,131961.0,1547933.0,08 Aug,10,2020,8.52
Massachusetts,8/10/2020,121315.0,1778102.0,08 Aug,10,2020,6.82
Maryland,8/10/2020,96258.0,1056810.0,08 Aug,10,2020,9.11
Maine,8/10/2020,4049.0,190906.0,08 Aug,10,2020,2.12
Michigan,8/10/2020,97306.0,2122589.0,08 Aug,10,2020,4.58
Minnesota,8/10/2020,61516.0,1172118.0,08 Aug,10,2020,5.25
Missouri,8/10/2020,59954.0,1028968.0,08 Aug,10,2020,5.83
Northern Mariana Islands,8/10/2020,49.0,12301.0,08 Aug,10,2020,0.4
Mississippi,8/10/2020,67649.0,494593.0,08 Aug,10,2020,13.68
Montana,8/10/2020,5017.0,193405.0,08 Aug,10,2020,2.59
North Carolina,8/10/2020,136844.0,2001919.0,08 Aug,10,2020,6.84
North Dakota,8/10/2020,7706.0,351979.0,08 Aug,10,2020,2.19
Nebraska,8/10/2020,28432.0,302635.0,08 Aug,10,2020,9.39
New Hampshire,8/10/2020,6840.0,262950.0,08 Aug,10,2020,2.6
New Jersey,8/10/2020,185031.0,2324046.0,08 Aug,10,2020,7.96
New Mexico,8/10/2020,22315.0,627627.0,08 Aug,10,2020,3.56
Nevada,8/10/2020,56972.0,522192.0,08 Aug,10,2020,10.91
New York,8/10/2020,421336.0,6563646.0,08 Aug,10,2020,6.42
Ohio,8/10/2020,101731.0,1687644.0,08 Aug,10,2020,6.03
Oklahoma,8/10/2020,43963.0,694448.0,08 Aug,10,2020,6.33
Oregon,8/10/2020,21488.0,450732.0,08 Aug,10,2020,4.77
Pennsylvania,8/10/2020,119453.0,1360283.0,08 Aug,10,2020,8.78
Puerto Rico,8/10/2020,22821.0,328793.0,08 Aug,10,2020,6.94
Rhode Island,8/10/2020,19934.0,403932.0,08 Aug,10,2020,4.93
South Carolina,8/10/2020,101159.0,791630.0,08 Aug,10,2020,12.78
South Dakota,8/10/2020,9663.0,121477.0,08 Aug,10,2020,7.95
Tennesee,8/10/2020,123914.0,1727907.0,08 Aug,10,2020,7.17
Texas,8/10/2020,490817.0,4073661.0,08 Aug,10,2020,12.05
Utah,8/10/2020,44390.0,574560.0,08 Aug,10,2020,7.73
Virginia,8/10/2020,100749.0,1257605.0,08 Aug,10,2020,8.01
Virgin Islands,8/10/2020,547.0,10904.0,08 Aug,10,2020,5.02
Vermont,8/10/2020,1462.0,103353.0,08 Aug,10,2020,1.41
Washington,8/10/2020,65721.0,1221951.0,08 Aug,10,2020,5.38
Wisconsin,8/10/2020,65356.0,1066758.0,08 Aug,10,2020,6.13
West Virginia,8/10/2020,7754.0,327044.0,08 Aug,10,2020,2.37
Wyoming,8/10/2020,3042.0,57682.0,08 Aug,10,2020,5.27
Alaska,8/9/2020,4473.0,277919.0,08 Aug,9,2020,1.61
Alabama,8/9/2020,101334.0,758852.0,08 Aug,9,2020,13.35
Arkansas,8/9/2020,49383.0,563831.0,08 Aug,9,2020,8.76
American Samoa,8/9/2020,0.0,1396.0,08 Aug,9,2020,0.0
Arizona,8/9/2020,186923.0,1021233.0,08 Aug,9,2020,18.3
California,8/9/2020,554160.0,8826119.0,08 Aug,9,2020,6.28
Colorado,8/9/2020,50324.0,791022.0,08 Aug,9,2020,6.36
Connecticut,8/9/2020,50320.0,864633.0,08 Aug,9,2020,5.82
District of Columbia,8/9/2020,12753.0,217942.0,08 Aug,9,2020,5.85
Delaware,8/9/2020,15575.0,198119.0,08 Aug,9,2020,7.86
Florida,8/9/2020,532806.0,3985663.0,08 Aug,9,2020,13.37
Georgia,8/9/2020,216596.0,1835048.0,08 Aug,9,2020,11.8
Guam,8/9/2020,412.0,24529.0,08 Aug,9,2020,1.68
Hawaii,8/9/2020,3346.0,174234.0,08 Aug,9,2020,1.92
Iowa,8/9/2020,48789.0,518810.0,08 Aug,9,2020,9.4
Idaho,8/9/2020,24495.0,203289.0,08 Aug,9,2020,12.05
Illinois,8/9/2020,195380.0,3075288.0,08 Aug,9,2020,6.35
Indiana,8/9/2020,74328.0,841125.0,08 Aug,9,2020,8.84
Kansas,8/9/2020,30638.0,316512.0,08 Aug,9,2020,9.68
Kentucky,8/9/2020,34982.0,646187.0,08 Aug,9,2020,5.41
Louisiana,8/9/2020,131399.0,1540571.0,08 Aug,9,2020,8.53
Massachusetts,8/9/2020,121040.0,1763161.0,08 Aug,9,2020,6.86
Maryland,8/9/2020,95503.0,1039345.0,08 Aug,9,2020,9.19
Maine,8/9/2020,4042.0,188986.0,08 Aug,9,2020,2.14
Michigan,8/9/2020,96726.0,2101332.0,08 Aug,9,2020,4.6
Minnesota,8/9/2020,60898.0,1159139.0,08 Aug,9,2020,5.25
Missouri,8/9/2020,57379.0,996617.0,08 Aug,9,2020,5.76
Northern Mariana Islands,8/9/2020,48.0,12301.0,08 Aug,9,2020,0.39
Mississippi,8/9/2020,67173.0,494117.0,08 Aug,9,2020,13.59
Montana,8/9/2020,4952.0,189946.0,08 Aug,9,2020,2.61
North Carolina,8/9/2020,136218.0,1986548.0,08 Aug,9,2020,6.86
North Dakota,8/9/2020,7589.0,347516.0,08 Aug,9,2020,2.18
Nebraska,8/9/2020,28245.0,299674.0,08 Aug,9,2020,9.43
New Hampshire,8/9/2020,6831.0,260008.0,08 Aug,9,2020,2.63
New Jersey,8/9/2020,184773.0,2301852.0,08 Aug,9,2020,8.03
New Mexico,8/9/2020,22115.0,620128.0,08 Aug,9,2020,3.57
Nevada,8/9/2020,56230.0,517604.0,08 Aug,9,2020,10.86
New York,8/9/2020,420860.0,6509644.0,08 Aug,9,2020,6.47
Ohio,8/9/2020,100848.0,1668548.0,08 Aug,9,2020,6.04
Oklahoma,8/9/2020,43566.0,694051.0,08 Aug,9,2020,6.28
Oregon,8/9/2020,21272.0,447037.0,08 Aug,9,2020,4.76
Pennsylvania,8/9/2020,118852.0,1347210.0,08 Aug,9,2020,8.82
Puerto Rico,8/9/2020,22121.0,328093.0,08 Aug,9,2020,6.74
Rhode Island,8/9/2020,19906.0,402375.0,08 Aug,9,2020,4.95
South Carolina,8/9/2020,100435.0,785984.0,08 Aug,9,2020,12.78
South Dakota,8/9/2020,9605.0,120897.0,08 Aug,9,2020,7.94
Tennesee,8/9/2020,122712.0,1713120.0,08 Aug,9,2020,7.16
Texas,8/9/2020,486362.0,4025864.0,08 Aug,9,2020,12.08
Utah,8/9/2020,44127.0,570613.0,08 Aug,9,2020,7.73
Virginia,8/9/2020,100086.0,1240339.0,08 Aug,9,2020,8.07
Virgin Islands,8/9/2020,547.0,10879.0,08 Aug,9,2020,5.03
Vermont,8/9/2020,1459.0,102691.0,08 Aug,9,2020,1.42
Washington,8/9/2020,64918.0,1202997.0,08 Aug,9,2020,5.4
Wisconsin,8/9/2020,64835.0,1058577.0,08 Aug,9,2020,6.12
West Virginia,8/9/2020,7694.0,323072.0,08 Aug,9,2020,2.38
Wyoming,8/9/2020,3050.0,56675.0,08 Aug,9,2020,5.38
Alaska,8/8/2020,4373.0,273593.0,08 Aug,8,2020,1.6
Alabama,8/8/2020,98387.0,745942.0,08 Aug,8,2020,13.19
Arkansas,8/8/2020,48039.0,551523.0,08 Aug,8,2020,8.71
American Samoa,8/8/2020,0.0,1396.0,08 Aug,8,2020,0.0
Arizona,8/8/2020,186107.0,1015218.0,08 Aug,8,2020,18.33
