State,date,Positive COVID Tests,Total COVID Tests,Month,Day,Year,COVID Positivity Rate
American Samoa,7/14/2020,0.0,816.0,07 Jul,14,2020,0.0
Arizona,7/14/2020,128097.0,721191.0,07 Jul,14,2020,17.76
California,7/14/2020,336508.0,5674955.0,07 Jul,14,2020,5.93
Colorado,7/14/2020,37242.0,498831.0,07 Jul,14,2020,7.47
Connecticut,7/14/2020,47530.0,604123.0,07 Jul,14,2020,7.87
District of Columbia,7/14/2020,10946.0,133916.0,07 Jul,14,2020,8.17
Delaware,7/14/2020,12969.0,141600.0,07 Jul,14,2020,9.16
Florida,7/14/2020,291629.0,2685243.0,07 Jul,14,2020,10.86
Georgia,7/14/2020,123963.0,1131034.0,07 Jul,14,2020,10.96
Guam,7/14/2020,312.0,17537.0,07 Jul,14,2020,1.78
Hawaii,7/14/2020,1243.0,113501.0,07 Jul,14,2020,1.1
Iowa,7/14/2020,35849.0,380408.0,07 Jul,14,2020,9.42
Idaho,7/14/2020,11402.0,129540.0,07 Jul,14,2020,8.8
Illinois,7/14/2020,156638.0,2042572.0,07 Jul,14,2020,7.67
Indiana,7/14/2020,52685.0,578409.0,07 Jul,14,2020,9.11
Kansas,7/14/2020,20058.0,231175.0,07 Jul,14,2020,8.68
Kentucky,7/14/2020,20223.0,454682.0,07 Jul,14,2020,4.45
Louisiana,7/14/2020,82042.0,976455.0,07 Jul,14,2020,8.4
Massachusetts,7/14/2020,112130.0,1301642.0,07 Jul,14,2020,8.61
Maryland,7/14/2020,74260.0,666069.0,07 Jul,14,2020,11.15
Maine,7/14/2020,3566.0,125475.0,07 Jul,14,2020,2.84
Michigan,7/14/2020,77864.0,1333786.0,07 Jul,14,2020,5.84
Minnesota,7/14/2020,43170.0,777614.0,07 Jul,14,2020,5.55
Missouri,7/14/2020,28826.0,633226.0,07 Jul,14,2020,4.55
Northern Mariana Islands,7/14/2020,33.0,10697.0,07 Jul,14,2020,0.31
Mississippi,7/14/2020,37542.0,350213.0,07 Jul,14,2020,10.72
Montana,7/14/2020,1952.0,121396.0,07 Jul,14,2020,1.61
North Carolina,7/14/2020,89484.0,1254846.0,07 Jul,14,2020,7.13
North Dakota,7/14/2020,4487.0,229925.0,07 Jul,14,2020,1.95
Nebraska,7/14/2020,21399.0,216235.0,07 Jul,14,2020,9.9
New Hampshire,7/14/2020,6068.0,185226.0,07 Jul,14,2020,3.28
New Jersey,7/14/2020,175915.0,1721231.0,07 Jul,14,2020,10.22
New Mexico,7/14/2020,15291.0,424355.0,07 Jul,14,2020,3.6
Nevada,7/14/2020,29619.0,360180.0,07 Jul,14,2020,8.22
New York,7/14/2020,403175.0,4784927.0,07 Jul,14,2020,8.43
Ohio,7/14/2020,67995.0,1043749.0,07 Jul,14,2020,6.51
Oklahoma,7/14/2020,21738.0,441294.0,07 Jul,14,2020,4.93
Oregon,7/14/2020,12805.0,305456.0,07 Jul,14,2020,4.19
Pennsylvania,7/14/2020,96671.0,947283.0,07 Jul,14,2020,10.21
Puerto Rico,7/14/2020,10123.0,265889.0,07 Jul,14,2020,3.81
Rhode Island,7/14/2020,17588.0,297749.0,07 Jul,14,2020,5.91
South Carolina,7/14/2020,60389.0,517481.0,07 Jul,14,2020,11.67
South Dakota,7/14/2020,7572.0,92164.0,07 Jul,14,2020,8.22
Tennesee,7/14/2020,66788.0,1071888.0,07 Jul,14,2020,6.23
Texas,7/14/2020,275058.0,2598680.0,07 Jul,14,2020,10.58
Utah,7/14/2020,30478.0,424521.0,07 Jul,14,2020,7.18
Virginia,7/14/2020,72443.0,840502.0,07 Jul,14,2020,8.62
Virgin Islands,7/14/2020,206.0,4290.0,07 Jul,14,2020,4.8
Vermont,7/14/2020,1305.0,77624.0,07 Jul,14,2020,1.68
Washington,7/14/2020,46693.0,859975.0,07 Jul,14,2020,5.43
Wisconsin,7/14/2020,41349.0,714544.0,07 Jul,14,2020,5.79
West Virginia,7/14/2020,4407.0,214012.0,07 Jul,14,2020,2.06
Wyoming,7/14/2020,1951.0,40028.0,07 Jul,14,2020,4.87
Alaska,7/13/2020,1539.0,146590.0,07 Jul,13,2020,1.05
Alabama,7/13/2020,55545.0,518827.0,07 Jul,13,2020,10.71
Arkansas,7/13/2020,28939.0,382402.0,07 Jul,13,2020,7.57
American Samoa,7/13/2020,0.0,816.0,07 Jul,13,2020,0.0
Arizona,7/13/2020,123824.0,701703.0,07 Jul,13,2020,17.65
California,7/13/2020,329162.0,5544365.0,07 Jul,13,2020,5.94
Colorado,7/13/2020,36913.0,490677.0,07 Jul,13,2020,7.52
Connecticut,7/13/2020,47510.0,591980.0,07 Jul,13,2020,8.03
District of Columbia,7/13/2020,10906.0,130220.0,07 Jul,13,2020,8.38
Delaware,7/13/2020,12879.0,139363.0,07 Jul,13,2020,9.24
Florida,7/13/2020,282435.0,2639574.0,07 Jul,13,2020,10.7
Georgia,7/13/2020,120569.0,1107967.0,07 Jul,13,2020,10.88
Guam,7/13/2020,312.0,17342.0,07 Jul,13,2020,1.8
Hawaii,7/13/2020,1220.0,112301.0,07 Jul,13,2020,1.09
Iowa,7/13/2020,35529.0,376716.0,07 Jul,13,2020,9.43
Idaho,7/13/2020,10902.0,126393.0,07 Jul,13,2020,8.63
Illinois,7/13/2020,155931.0,2014126.0,07 Jul,13,2020,7.74
Indiana,7/13/2020,52037.0,570409.0,07 Jul,13,2020,9.12
Kansas,7/13/2020,20058.0,231175.0,07 Jul,13,2020,8.68
Kentucky,7/13/2020,19653.0,441056.0,07 Jul,13,2020,4.46
Louisiana,7/13/2020,79827.0,953426.0,07 Jul,13,2020,8.37
Massachusetts,7/13/2020,111827.0,1280742.0,07 Jul,13,2020,8.73
Maryland,7/13/2020,73527.0,651957.0,07 Jul,13,2020,11.28
Maine,7/13/2020,3558.0,123962.0,07 Jul,13,2020,2.87
Michigan,7/13/2020,77198.0,1313427.0,07 Jul,13,2020,5.88
Minnesota,7/13/2020,42772.0,768989.0,07 Jul,13,2020,5.56
Missouri,7/13/2020,27890.0,621043.0,07 Jul,13,2020,4.49
Northern Mariana Islands,7/13/2020,33.0,10767.0,07 Jul,13,2020,0.31
Mississippi,7/13/2020,36680.0,343415.0,07 Jul,13,2020,10.68
Montana,7/13/2020,1843.0,118695.0,07 Jul,13,2020,1.55
North Carolina,7/13/2020,87528.0,1220486.0,07 Jul,13,2020,7.17
North Dakota,7/13/2020,4433.0,227543.0,07 Jul,13,2020,1.95
Nebraska,7/13/2020,21172.0,211659.0,07 Jul,13,2020,10.0
New Hampshire,7/13/2020,6054.0,183598.0,07 Jul,13,2020,3.3
New Jersey,7/13/2020,175522.0,1700385.0,07 Jul,13,2020,10.32
New Mexico,7/13/2020,15028.0,418357.0,07 Jul,13,2020,3.59
Nevada,7/13/2020,28515.0,353193.0,07 Jul,13,2020,8.07
New York,7/13/2020,402263.0,4724882.0,07 Jul,13,2020,8.51
Ohio,7/13/2020,66853.0,1024751.0,07 Jul,13,2020,6.52
Oklahoma,7/13/2020,20745.0,420782.0,07 Jul,13,2020,4.93
Oregon,7/13/2020,12438.0,300712.0,07 Jul,13,2020,4.14
Pennsylvania,7/13/2020,95742.0,931474.0,07 Jul,13,2020,10.28
Puerto Rico,7/13/2020,10010.0,265776.0,07 Jul,13,2020,3.77
Rhode Island,7/13/2020,17487.0,294527.0,07 Jul,13,2020,5.94
South Carolina,7/13/2020,58168.0,507101.0,07 Jul,13,2020,11.47
South Dakota,7/13/2020,7524.0,91378.0,07 Jul,13,2020,8.23
Tennesee,7/13/2020,65274.0,1053961.0,07 Jul,13,2020,6.19
Texas,7/13/2020,264313.0,2540125.0,07 Jul,13,2020,10.41
Utah,7/13/2020,30030.0,418335.0,07 Jul,13,2020,7.18
Virginia,7/13/2020,71642.0,826461.0,07 Jul,13,2020,8.67
Virgin Islands,7/13/2020,206.0,4290.0,07 Jul,13,2020,4.8
Vermont,7/13/2020,1301.0,76581.0,07 Jul,13,2020,1.7
Washington,7/13/2020,45745.0,842062.0,07 Jul,13,2020,5.43
Wisconsin,7/13/2020,40382.0,699861.0,07 Jul,13,2020,5.77
West Virginia,7/13/2020,4259.0,208225.0,07 Jul,13,2020,2.05
Wyoming,7/13/2020,1904.0,39981.0,07 Jul,13,2020,4.76
Alaska,7/12/2020,1479.0,145475.0,07 Jul,12,2020,1.02
Alabama,7/12/2020,53587.0,510827.0,07 Jul,12,2020,10.49
Arkansas,7/12/2020,28367.0,382402.0,07 Jul,12,2020,7.42
American Samoa,7/12/2020,0.0,816.0,07 Jul,12,2020,0.0
Arizona,7/12/2020,122467.0,695463.0,07 Jul,12,2020,17.61
California,7/12/2020,320804.0,5406599.0,07 Jul,12,2020,5.93
Colorado,7/12/2020,36591.0,481350.0,07 Jul,12,2020,7.6
Connecticut,7/12/2020,47287.0,589394.0,07 Jul,12,2020,8.02
District of Columbia,7/12/2020,10847.0,126883.0,07 Jul,12,2020,8.55
Delaware,7/12/2020,12804.0,137409.0,07 Jul,12,2020,9.32
Florida,7/12/2020,269811.0,2574007.0,07 Jul,12,2020,10.48
Georgia,7/12/2020,116926.0,1083416.0,07 Jul,12,2020,10.79
Guam,7/12/2020,312.0,16979.0,07 Jul,12,2020,1.84
Hawaii,7/12/2020,1200.0,110405.0,07 Jul,12,2020,1.09
Iowa,7/12/2020,35071.0,374413.0,07 Jul,12,2020,9.37
Idaho,7/12/2020,10505.0,124531.0,07 Jul,12,2020,8.44
Illinois,7/12/2020,155048.0,1984114.0,07 Jul,12,2020,7.81
Indiana,7/12/2020,51612.0,564647.0,07 Jul,12,2020,9.14
Kansas,7/12/2020,18611.0,217779.0,07 Jul,12,2020,8.55
Kentucky,7/12/2020,19389.0,437088.0,07 Jul,12,2020,4.44
Louisiana,7/12/2020,78122.0,934995.0,07 Jul,12,2020,8.36
Massachusetts,7/12/2020,111597.0,1260707.0,07 Jul,12,2020,8.85
Maryland,7/12/2020,73109.0,643391.0,07 Jul,12,2020,11.36
Maine,7/12/2020,3539.0,122314.0,07 Jul,12,2020,2.89
Michigan,7/12/2020,76776.0,1296155.0,07 Jul,12,2020,5.92
Minnesota,7/12/2020,42281.0,755052.0,07 Jul,12,2020,5.6
Missouri,7/12/2020,27443.0,605046.0,07 Jul,12,2020,4.54
Northern Mariana Islands,7/12/2020,33.0,10767.0,07 Jul,12,2020,0.31
Mississippi,7/12/2020,36287.0,335211.0,07 Jul,12,2020,10.83
Montana,7/12/2020,1758.0,114661.0,07 Jul,12,2020,1.53
North Carolina,7/12/2020,85701.0,1199575.0,07 Jul,12,2020,7.14
North Dakota,7/12/2020,4331.0,223258.0,07 Jul,12,2020,1.94
Nebraska,7/12/2020,20998.0,208103.0,07 Jul,12,2020,10.09
New Hampshire,7/12/2020,6024.0,181329.0,07 Jul,12,2020,3.32
New Jersey,7/12/2020,175298.0,1685604.0,07 Jul,12,2020,10.4
New Mexico,7/12/2020,14773.0,410754.0,07 Jul,12,2020,3.6
Nevada,7/12/2020,27683.0,347556.0,07 Jul,12,2020,7.97
New York,7/12/2020,401706.0,4673195.0,07 Jul,12,2020,8.6
Ohio,7/12/2020,65592.0,1006386.0,07 Jul,12,2020,6.52
Oklahoma,7/12/2020,20235.0,420272.0,07 Jul,12,2020,4.81
Oregon,7/12/2020,12170.0,296172.0,07 Jul,12,2020,4.11
Pennsylvania,7/12/2020,95266.0,924284.0,07 Jul,12,2020,10.31
Puerto Rico,7/12/2020,9654.0,265420.0,07 Jul,12,2020,3.64
Rhode Island,7/12/2020,17312.0,292723.0,07 Jul,12,2020,5.91
South Carolina,7/12/2020,56648.0,492508.0,07 Jul,12,2020,11.5
South Dakota,7/12/2020,7499.0,90608.0,07 Jul,12,2020,8.28
Tennesee,7/12/2020,61960.0,1018015.0,07 Jul,12,2020,6.09
Texas,7/12/2020,258658.0,2492754.0,07 Jul,12,2020,10.38
Utah,7/12/2020,29484.0,413058.0,07 Jul,12,2020,7.14
Virginia,7/12/2020,70670.0,813923.0,07 Jul,12,2020,8.68
Virgin Islands,7/12/2020,181.0,4089.0,07 Jul,12,2020,4.43
Vermont,7/12/2020,1296.0,75851.0,07 Jul,12,2020,1.71
Washington,7/12/2020,44675.0,823502.0,07 Jul,12,2020,5.43
Wisconsin,7/12/2020,39877.0,693229.0,07 Jul,12,2020,5.75
West Virginia,7/12/2020,4207.0,207036.0,07 Jul,12,2020,2.03
Wyoming,7/12/2020,1862.0,39939.0,07 Jul,12,2020,4.66
Alaska,7/11/2020,1385.0,143376.0,07 Jul,11,2020,0.97
Alabama,7/11/2020,51947.0,501367.0,07 Jul,11,2020,10.36
Arkansas,7/11/2020,26803.0,369649.0,07 Jul,11,2020,7.25
American Samoa,7/11/2020,0.0,816.0,07 Jul,11,2020,0.0
Arizona,7/11/2020,119930.0,683293.0,07 Jul,11,2020,17.55
California,7/11/2020,312344.0,5275695.0,07 Jul,11,2020,5.92
Colorado,7/11/2020,36191.0,472300.0,07 Jul,11,2020,7.66
Connecticut,7/11/2020,47287.0,558388.0,07 Jul,11,2020,8.47
District of Columbia,7/11/2020,10801.0,124050.0,07 Jul,11,2020,8.71
Delaware,7/11/2020,12743.0,134115.0,07 Jul,11,2020,9.5
Florida,7/11/2020,254511.0,2475299.0,07 Jul,11,2020,10.28
Georgia,7/11/2020,114401.0,1064873.0,07 Jul,11,2020,10.74
Guam,7/11/2020,312.0,16979.0,07 Jul,11,2020,1.84
Hawaii,7/11/2020,1158.0,108406.0,07 Jul,11,2020,1.07
Iowa,7/11/2020,34647.0,368361.0,07 Jul,11,2020,9.41
Idaho,7/11/2020,9928.0,121640.0,07 Jul,11,2020,8.16
Illinois,7/11/2020,154094.0,1945220.0,07 Jul,11,2020,7.92
Indiana,7/11/2020,51079.0,558146.0,07 Jul,11,2020,9.15
Kansas,7/11/2020,18611.0,217779.0,07 Jul,11,2020,8.55
Kentucky,7/11/2020,19121.0,437088.0,07 Jul,11,2020,4.37
Louisiana,7/11/2020,76803.0,924447.0,07 Jul,11,2020,8.31
Massachusetts,7/11/2020,111398.0,1253667.0,07 Jul,11,2020,8.89
Maryland,7/11/2020,72467.0,629277.0,07 Jul,11,2020,11.52
Maine,7/11/2020,3520.0,119890.0,07 Jul,11,2020,2.94
Michigan,7/11/2020,76370.0,1274122.0,07 Jul,11,2020,5.99
Minnesota,7/11/2020,41571.0,742095.0,07 Jul,11,2020,5.6
Missouri,7/11/2020,27133.0,590426.0,07 Jul,11,2020,4.6
Northern Mariana Islands,7/11/2020,31.0,10765.0,07 Jul,11,2020,0.29
Mississippi,7/11/2020,35419.0,334343.0,07 Jul,11,2020,10.59
Montana,7/11/2020,1677.0,113359.0,07 Jul,11,2020,1.48
North Carolina,7/11/2020,83793.0,1176058.0,07 Jul,11,2020,7.12
North Dakota,7/11/2020,4240.0,218947.0,07 Jul,11,2020,1.94
Nebraska,7/11/2020,20777.0,203854.0,07 Jul,11,2020,10.19
New Hampshire,7/11/2020,5991.0,177819.0,07 Jul,11,2020,3.37
New Jersey,7/11/2020,174959.0,1661284.0,07 Jul,11,2020,10.53
New Mexico,7/11/2020,14549.0,403581.0,07 Jul,11,2020,3.6
Nevada,7/11/2020,26838.0,341233.0,07 Jul,11,2020,7.87
New York,7/11/2020,401029.0,4610777.0,07 Jul,11,2020,8.7
Ohio,7/11/2020,64214.0,983035.0,07 Jul,11,2020,6.53
Oklahoma,7/11/2020,19779.0,419816.0,07 Jul,11,2020,4.71
Oregon,7/11/2020,11851.0,292183.0,07 Jul,11,2020,4.06
Pennsylvania,7/11/2020,94689.0,912323.0,07 Jul,11,2020,10.38
Puerto Rico,7/11/2020,9366.0,265132.0,07 Jul,11,2020,3.53
Rhode Island,7/11/2020,17312.0,289789.0,07 Jul,11,2020,5.97
South Carolina,7/11/2020,54699.0,488090.0,07 Jul,11,2020,11.21
South Dakota,7/11/2020,7454.0,89606.0,07 Jul,11,2020,8.32
Tennesee,7/11/2020,61006.0,1007114.0,07 Jul,11,2020,6.06
Texas,7/11/2020,250462.0,2429624.0,07 Jul,11,2020,10.31
Utah,7/11/2020,28855.0,405352.0,07 Jul,11,2020,7.12
Virginia,7/11/2020,69782.0,797916.0,07 Jul,11,2020,8.75
Virgin Islands,7/11/2020,167.0,3807.0,07 Jul,11,2020,4.39
Vermont,7/11/2020,1283.0,75032.0,07 Jul,11,2020,1.71
Washington,7/11/2020,44341.0,818120.0,07 Jul,11,2020,5.42
Wisconsin,7/11/2020,39080.0,685584.0,07 Jul,11,2020,5.7
West Virginia,7/11/2020,4074.0,203823.0,07 Jul,11,2020,2.0
Wyoming,7/11/2020,1839.0,39916.0,07 Jul,11,2020,4.61
Alaska,7/10/2020,1323.0,141931.0,07 Jul,10,2020,0.93
Alabama,7/10/2020,50508.0,491600.0,07 Jul,10,2020,10.27
Arkansas,7/10/2020,26803.0,364661.0,07 Jul,10,2020,7.35
American Samoa,7/10/2020,0.0,816.0,07 Jul,10,2020,0.0
Arizona,7/10/2020,116892.0,668528.0,07 Jul,10,2020,17.48
California,7/10/2020,304297.0,5175737.0,07 Jul,10,2020,5.88
Colorado,7/10/2020,35525.0,460925.0,07 Jul,10,2020,7.71
Connecticut,7/10/2020,47287.0,558461.0,07 Jul,10,2020,8.47
District of Columbia,7/10/2020,10743.0,120884.0,07 Jul,10,2020,8.89
Delaware,7/10/2020,12652.0,132708.0,07 Jul,10,2020,9.53
Florida,7/10/2020,244151.0,2421627.0,07 Jul,10,2020,10.08
Georgia,7/10/2020,111211.0,1046348.0,07 Jul,10,2020,10.63
Guam,7/10/2020,310.0,16866.0,07 Jul,10,2020,1.84
Hawaii,7/10/2020,1130.0,106431.0,07 Jul,10,2020,1.06
Iowa,7/10/2020,33984.0,362248.0,07 Jul,10,2020,9.38
Idaho,7/10/2020,9428.0,117390.0,07 Jul,10,2020,8.03
Illinois,7/10/2020,152899.0,1912875.0,07 Jul,10,2020,7.99
Indiana,7/10/2020,50300.0,550562.0,07 Jul,10,2020,9.14
Kansas,7/10/2020,18611.0,217779.0,07 Jul,10,2020,8.55
Kentucky,7/10/2020,18670.0,431910.0,07 Jul,10,2020,4.32
Louisiana,7/10/2020,74636.0,905248.0,07 Jul,10,2020,8.24
Massachusetts,7/10/2020,111110.0,1243451.0,07 Jul,10,2020,8.94
Maryland,7/10/2020,71910.0,621063.0,07 Jul,10,2020,11.58
Maine,7/10/2020,3499.0,118406.0,07 Jul,10,2020,2.96
Michigan,7/10/2020,75685.0,1246805.0,07 Jul,10,2020,6.07
Minnesota,7/10/2020,40767.0,725825.0,07 Jul,10,2020,5.62
Missouri,7/10/2020,25999.0,576537.0,07 Jul,10,2020,4.51
Northern Mariana Islands,7/10/2020,31.0,10765.0,07 Jul,10,2020,0.29
Mississippi,7/10/2020,34622.0,330312.0,07 Jul,10,2020,10.48
Montana,7/10/2020,1593.0,112178.0,07 Jul,10,2020,1.42
North Carolina,7/10/2020,81331.0,1150612.0,07 Jul,10,2020,7.07
North Dakota,7/10/2020,4152.0,214889.0,07 Jul,10,2020,1.93
Nebraska,7/10/2020,20623.0,201014.0,07 Jul,10,2020,10.26
New Hampshire,7/10/2020,5973.0,175092.0,07 Jul,10,2020,3.41
New Jersey,7/10/2020,174628.0,1623158.0,07 Jul,10,2020,10.76
New Mexico,7/10/2020,14251.0,395881.0,07 Jul,10,2020,3.6
Nevada,7/10/2020,25908.0,335491.0,07 Jul,10,2020,7.72
New York,7/10/2020,400299.0,4541574.0,07 Jul,10,2020,8.81
Ohio,7/10/2020,62856.0,959553.0,07 Jul,10,2020,6.55
Oklahoma,7/10/2020,19092.0,411074.0,07 Jul,10,2020,4.64
Oregon,7/10/2020,11454.0,286770.0,07 Jul,10,2020,3.99
Pennsylvania,7/10/2020,93876.0,898640.0,07 Jul,10,2020,10.45
Puerto Rico,7/10/2020,9137.0,264903.0,07 Jul,10,2020,3.45
Rhode Island,7/10/2020,17312.0,285282.0,07 Jul,10,2020,6.07
South Carolina,7/10/2020,52419.0,475235.0,07 Jul,10,2020,11.03
South Dakota,7/10/2020,7401.0,88542.0,07 Jul,10,2020,8.36
Tennesee,7/10/2020,59546.0,994575.0,07 Jul,10,2020,5.99
Texas,7/10/2020,240111.0,2389789.0,07 Jul,10,2020,10.05
Utah,7/10/2020,28223.0,395974.0,07 Jul,10,2020,7.13
Virginia,7/10/2020,68931.0,781377.0,07 Jul,10,2020,8.82
Virgin Islands,7/10/2020,153.0,3626.0,07 Jul,10,2020,4.22
Vermont,7/10/2020,1277.0,74098.0,07 Jul,10,2020,1.72
Washington,7/10/2020,43815.0,807777.0,07 Jul,10,2020,5.42
Wisconsin,7/10/2020,38099.0,673510.0,07 Jul,10,2020,5.66
West Virginia,7/10/2020,3983.0,201203.0,07 Jul,10,2020,1.98
Wyoming,7/10/2020,1790.0,39867.0,07 Jul,10,2020,4.49
Alaska,7/9/2020,1272.0,135744.0,07 Jul,9,2020,0.94
Alabama,7/9/2020,49174.0,467754.0,07 Jul,9,2020,10.51
Arkansas,7/9/2020,26052.0,364661.0,07 Jul,9,2020,7.14
American Samoa,7/9/2020,0.0,816.0,07 Jul,9,2020,0.0
Arizona,7/9/2020,112671.0,652418.0,07 Jul,9,2020,17.27
California,7/9/2020,296499.0,5078434.0,07 Jul,9,2020,5.84
Colorado,7/9/2020,35116.0,451593.0,07 Jul,9,2020,7.78
Connecticut,7/9/2020,47209.0,558442.0,07 Jul,9,2020,8.45
District of Columbia,7/9/2020,10679.0,115923.0,07 Jul,9,2020,9.21
Delaware,7/9/2020,12531.0,130205.0,07 Jul,9,2020,9.62
Florida,7/9/2020,232718.0,2357398.0,07 Jul,9,2020,9.87
Georgia,7/9/2020,106727.0,1019422.0,07 Jul,9,2020,10.47
Guam,7/9/2020,309.0,16532.0,07 Jul,9,2020,1.87
Hawaii,7/9/2020,1094.0,104186.0,07 Jul,9,2020,1.05
Iowa,7/9/2020,33240.0,354659.0,07 Jul,9,2020,9.37
Idaho,7/9/2020,8969.0,113958.0,07 Jul,9,2020,7.87
Illinois,7/9/2020,151572.0,1879878.0,07 Jul,9,2020,8.06
Indiana,7/9/2020,49575.0,542292.0,07 Jul,9,2020,9.14
Kansas,7/9/2020,17618.0,208482.0,07 Jul,9,2020,8.45
Kentucky,7/9/2020,18245.0,423259.0,07 Jul,9,2020,4.31
Louisiana,7/9/2020,71994.0,880140.0,07 Jul,9,2020,8.18
Massachusetts,7/9/2020,110897.0,1225191.0,07 Jul,9,2020,9.05
Maryland,7/9/2020,71447.0,612581.0,07 Jul,9,2020,11.66
Maine,7/9/2020,3486.0,115758.0,07 Jul,9,2020,3.01
Michigan,7/9/2020,75063.0,1223553.0,07 Jul,9,2020,6.13
Minnesota,7/9/2020,40163.0,705440.0,07 Jul,9,2020,5.69
Missouri,7/9/2020,25999.0,563325.0,07 Jul,9,2020,4.62
Northern Mariana Islands,7/9/2020,31.0,10765.0,07 Jul,9,2020,0.29
Mississippi,7/9/2020,33591.0,324804.0,07 Jul,9,2020,10.34
Montana,7/9/2020,1466.0,108765.0,07 Jul,9,2020,1.35
North Carolina,7/9/2020,79349.0,1121811.0,07 Jul,9,2020,7.07
North Dakota,7/9/2020,4068.0,209551.0,07 Jul,9,2020,1.94
Nebraska,7/9/2020,20425.0,197835.0,07 Jul,9,2020,10.32
New Hampshire,7/9/2020,5952.0,172485.0,07 Jul,9,2020,3.45
New Jersey,7/9/2020,174240.0,1599417.0,07 Jul,9,2020,10.89
New Mexico,7/9/2020,14017.0,389687.0,07 Jul,9,2020,3.6
Nevada,7/9/2020,24904.0,329778.0,07 Jul,9,2020,7.55
New York,7/9/2020,399513.0,4468016.0,07 Jul,9,2020,8.94
Ohio,7/9/2020,61331.0,916402.0,07 Jul,9,2020,6.69
Oklahoma,7/9/2020,18496.0,401754.0,07 Jul,9,2020,4.6
Oregon,7/9/2020,11188.0,282075.0,07 Jul,9,2020,3.97
Pennsylvania,7/9/2020,92867.0,880023.0,07 Jul,9,2020,10.55
Puerto Rico,7/9/2020,8862.0,264628.0,07 Jul,9,2020,3.35
Rhode Island,7/9/2020,17243.0,281535.0,07 Jul,9,2020,6.12
South Carolina,7/9/2020,50691.0,463765.0,07 Jul,9,2020,10.93
South Dakota,7/9/2020,7336.0,87310.0,07 Jul,9,2020,8.4
Tennesee,7/9/2020,57591.0,972714.0,07 Jul,9,2020,5.92
Texas,7/9/2020,230346.0,2313212.0,07 Jul,9,2020,9.96
Utah,7/9/2020,27356.0,388733.0,07 Jul,9,2020,7.04
Virginia,7/9/2020,67988.0,767920.0,07 Jul,9,2020,8.85
Virgin Islands,7/9/2020,144.0,3514.0,07 Jul,9,2020,4.1
Vermont,7/9/2020,1272.0,72749.0,07 Jul,9,2020,1.75
Washington,7/9/2020,42974.0,793550.0,07 Jul,9,2020,5.42
Wisconsin,7/9/2020,37210.0,660764.0,07 Jul,9,2020,5.63
West Virginia,7/9/2020,3826.0,197189.0,07 Jul,9,2020,1.94
Wyoming,7/9/2020,1774.0,39045.0,07 Jul,9,2020,4.54
Alaska,7/8/2020,1226.0,133401.0,07 Jul,8,2020,0.92
Alabama,7/8/2020,46962.0,467754.0,07 Jul,8,2020,10.04
Arkansas,7/8/2020,24512.0,353272.0,07 Jul,8,2020,6.94
American Samoa,7/8/2020,0.0,816.0,07 Jul,8,2020,0.0
Arizona,7/8/2020,108614.0,640487.0,07 Jul,8,2020,16.96
California,7/8/2020,289468.0,4996175.0,07 Jul,8,2020,5.79
Colorado,7/8/2020,34664.0,444462.0,07 Jul,8,2020,7.8
Connecticut,7/8/2020,47108.0,546003.0,07 Jul,8,2020,8.63
District of Columbia,7/8/2020,10642.0,114289.0,07 Jul,8,2020,9.31
Delaware,7/8/2020,12462.0,129034.0,07 Jul,8,2020,9.66
Florida,7/8/2020,223783.0,2320207.0,07 Jul,8,2020,9.64
Georgia,7/8/2020,103890.0,1000409.0,07 Jul,8,2020,10.38
Guam,7/8/2020,307.0,16140.0,07 Jul,8,2020,1.9
Hawaii,7/8/2020,1071.0,102118.0,07 Jul,8,2020,1.05
Iowa,7/8/2020,32509.0,346351.0,07 Jul,8,2020,9.39
Idaho,7/8/2020,8539.0,110676.0,07 Jul,8,2020,7.72
Illinois,7/8/2020,150554.0,1843698.0,07 Jul,8,2020,8.17
Indiana,7/8/2020,49063.0,535857.0,07 Jul,8,2020,9.16
Kansas,7/8/2020,17618.0,208482.0,07 Jul,8,2020,8.45
Kentucky,7/8/2020,17919.0,415204.0,07 Jul,8,2020,4.32
Louisiana,7/8/2020,70151.0,865737.0,07 Jul,8,2020,8.1
Massachusetts,7/8/2020,110602.0,1207451.0,07 Jul,8,2020,9.16
Maryland,7/8/2020,70861.0,603108.0,07 Jul,8,2020,11.75
Maine,7/8/2020,3460.0,112938.0,07 Jul,8,2020,3.06
Michigan,7/8/2020,74551.0,1200003.0,07 Jul,8,2020,6.21
Minnesota,7/8/2020,39589.0,692970.0,07 Jul,8,2020,5.71
Missouri,7/8/2020,25204.0,547352.0,07 Jul,8,2020,4.6
Northern Mariana Islands,7/8/2020,31.0,10765.0,07 Jul,8,2020,0.29
Mississippi,7/8/2020,32888.0,316319.0,07 Jul,8,2020,10.4
Montana,7/8/2020,1371.0,106421.0,07 Jul,8,2020,1.29
North Carolina,7/8/2020,77310.0,1096682.0,07 Jul,8,2020,7.05
North Dakota,7/8/2020,3969.0,203745.0,07 Jul,8,2020,1.95
Nebraska,7/8/2020,20201.0,195048.0,07 Jul,8,2020,10.36
New Hampshire,7/8/2020,5932.0,170463.0,07 Jul,8,2020,3.48
New Jersey,7/8/2020,174039.0,1577848.0,07 Jul,8,2020,11.03
New Mexico,7/8/2020,13727.0,385242.0,07 Jul,8,2020,3.56
Nevada,7/8/2020,24301.0,323653.0,07 Jul,8,2020,7.51
