Year,Month,FIPS,Beverage,Gallons,Ethanol,Population,PerCapita,PerCapita3yr,PctChange
2018,12,2,3,970535,43674,590760,0.0739,,
2018,12,5,3,3625796,163161,2465297,0.0662,,
2018,12,8,3,9212772,414575,4715895,0.0879,,
2018,12,9,3,4321888,194485,3019150,0.0644,,
2018,12,12,3,35582602,1601217,17980787,0.0891,,
2018,12,17,3,20727202,932724,10533371,0.0885,,
2018,12,20,3,3609092,162409,2364319,0.0687,,
2018,12,21,3,8900807,400536,3681254,0.1088,,
2018,12,25,3,8298399,373428,5844357,0.0639,,
2018,12,29,3,8842900,397930,5056750,0.0787,,
2018,12,38,3,1500258,67512,615077,0.1098,,
2018,12,41,3,6662312,299804,3509161,0.0854,,
2018,12,48,3,50219365,2259871,22899863,0.0987,,
2018,12,51,3,11578500,521033,7056421,0.0738,,
2019,1,2,1,112835,46375,589481,0.0787,,
2019,1,5,1,349681,143719,2476087,0.058,,
2019,1,8,1,889500,365585,4789291,0.0763,,
2019,1,9,1,614817,252690,3019188,0.0837,,
2019,1,12,1,3281500,1348697,18207522,0.0741,,
2019,1,17,1,1121828,461071,10512479,0.0439,,
2019,1,20,1,404282,166160,2371396,0.0701,,
2019,1,21,1,1113109,457488,3691561,0.1239,,
2019,1,22,1,583408,239780,3799736,0.0631,,
2019,1,25,1,715974,294265,5862386,0.0502,,
2019,1,29,1,835196,343266,5077875,0.0676,,
2019,1,38,1,129706,53309,617880,0.0863,,
2019,1,48,1,4322857,1776694,23257363,0.0764,,
2019,1,51,1,871692,358265,7094962,0.0505,,
2019,1,55,1,1479955,608262,4851640,0.1254,,
2019,1,2,2,147783,19064,589481,0.0323,,
2019,1,5,2,361037,46574,2476087,0.0188,,
2019,1,8,2,1265000,163185,4789291,0.0341,,
2019,1,9,2,1331032,171703,3019188,0.0569,,
2019,1,12,2,6351964,819403,18207522,0.045,,
2019,1,17,2,2116018,272966,10512479,0.026,,
2019,1,21,2,956386,123374,3691561,0.0334,,
2019,1,22,2,649340,83765,3799736,0.022,,
2019,1,25,2,1417057,182800,5862386,0.0312,,
2019,1,29,2,1291658,166624,5077875,0.0328,,
2019,1,38,2,96440,12441,617880,0.0201,,
2019,1,41,2,1517931,195813,3547474,0.0552,,
2019,1,48,2,5959540,768781,23257363,0.0331,,
2019,1,51,2,2096768,270483,7094962,0.0381,,
2019,1,55,2,1249855,161231,4851640,0.0332,,
2019,1,2,3,873240,39296,589481,0.0667,,
2019,1,5,3,2588267,116472,2476087,0.047,,
2019,1,8,3,9870200,444159,4789291,0.0927,,
2019,1,9,3,4321888,194485,3019188,0.0644,,
2019,1,12,3,32535327,1464090,18207522,0.0804,,
2019,1,17,3,15650982,704294,10512479,0.067,,
2019,1,20,3,3645000,164025,2371396,0.0692,,
2019,1,21,3,4951258,222807,3691561,0.0604,,
2019,1,25,3,8561962,385288,5862386,0.0657,,
2019,1,29,3,8527874,383754,5077875,0.0756,,
2019,1,38,3,1589363,71521,617880,0.1158,,
2019,1,41,3,6810339,306465,3547474,0.0864,,
2019,1,48,3,51497846,2317403,23257363,0.0996,,
2019,1,51,3,10844087,487984,7094962,0.0688,,
2019,2,2,1,121494,49934,589481,0.0847,,
2019,2,5,1,294517,121047,2476087,0.0489,,
2019,2,8,1,994500,408740,4789291,0.0853,,
2019,2,9,1,613008,251946,3019188,0.0834,,
2019,2,12,1,3487661,1433429,18207522,0.0787,,
2019,2,17,1,1543757,634484,10512479,0.0604,,
2019,2,20,1,374496,153918,2371396,0.0649,,
2019,2,21,1,482628,198360,3691561,0.0537,,
2019,2,22,1,627077,257729,3799736,0.0678,,
2019,2,25,1,853131,350637,5862386,0.0598,,
2019,2,29,1,913500,375449,5077875,0.0739,,
2019,2,38,1,152591,62715,617880,0.1015,,
2019,2,48,1,3337450,1371692,23257363,0.059,,
2019,2,51,1,880730,361980,7094962,0.051,,
2019,2,55,1,993360,408271,4851640,0.0842,,
2019,2,2,2,167047,21549,589481,0.0366,,
2019,2,5,2,423041,54572,2476087,0.022,,
2019,2,8,2,1509800,194764,4789291,0.0407,,
2019,2,9,2,969487,125064,3019188,0.0414,,
2019,2,12,2,6352335,819451,18207522,0.045,,
2019,2,17,2,2752402,355060,10512479,0.0338,,
2019,2,21,2,434416,56040,3691561,0.0152,,
2019,2,22,2,736633,95026,3799736,0.025,,
2019,2,25,2,1856566,239497,5862386,0.0409,,
2019,2,29,2,1103098,142300,5077875,0.028,,
2019,2,38,2,102301,13197,617880,0.0214,,
2019,2,41,2,1148370,148140,3547474,0.0418,,
2019,2,48,2,4511379,581968,23257363,0.025,,
2019,2,51,2,1997558,257685,7094962,0.0363,,
2019,2,55,2,1193185,153921,4851640,0.0317,,
2019,2,2,3,798394,35928,589481,0.0609,,
2019,2,5,3,3766917,169511,2476087,0.0685,,
2019,2,8,3,7869800,354141,4789291,0.0739,,
2019,2,9,3,3254323,146445,3019188,0.0485,,
2019,2,12,3,31784765,1430314,18207522,0.0786,,
2019,2,17,3,16252766,731374,10512479,0.0696,,
2019,2,20,3,4040178,181808,2371396,0.0767,,
2019,2,21,3,2539880,114295,3691561,0.031,,
2019,2,25,3,7562374,340307,5862386,0.058,,
2019,2,29,3,3866220,173980,5077875,0.0343,,
2019,2,38,3,1246883,56110,617880,0.0908,,
2019,2,41,3,6489936,292047,3547474,0.0823,,
2019,2,48,3,43688468,1965981,23257363,0.0845,,
2019,2,51,3,9654010,434430,7094962,0.0612,,
2019,3,2,1,148174,60900,589481,0.1033,,
2019,3,5,1,346312,142334,2476087,0.0575,,
2019,3,8,1,1179300,484692,4789291,0.1012,,
2019,3,9,1,559154,229812,3019188,0.0761,,
2019,3,12,1,4563359,1875541,18207522,0.103,,
2019,3,17,1,1740171,715210,10512479,0.068,,
2019,3,20,1,347835,142960,2371396,0.0603,,
2019,3,21,1,525623,216031,3691561,0.0585,,
2019,3,22,1,642012,263867,3799736,0.0694,,
2019,3,25,1,1097400,451031,5862386,0.0769,,
2019,3,29,1,1066996,438535,5077875,0.0864,,
2019,3,38,1,154488,63494,617880,0.1028,,
2019,3,48,1,2996012,1231361,23257363,0.0529,,
2019,3,51,1,1005870,413413,7094962,0.0583,,
2019,3,55,1,1096995,450865,4851640,0.0929,,
2019,3,2,2,181054,23356,589481,0.0396,,
2019,3,5,2,355692,45884,2476087,0.0185,,
2019,3,8,2,1457600,188030,4789291,0.0393,,
2019,3,9,2,1110380,143239,3019188,0.0474,,
2019,3,12,2,6401271,825764,18207522,0.0454,,
2019,3,17,2,2739196,353356,10512479,0.0336,,
2019,3,21,2,468460,60431,3691561,0.0164,,
2019,3,22,2,665549,85856,3799736,0.0226,,
2019,3,25,2,1972242,254419,5862386,0.0434,,
2019,3,29,2,1218399,157173,5077875,0.031,,
2019,3,38,2,114188,14730,617880,0.0238,,
2019,3,41,2,804219,103744,3547474,0.0292,,
2019,3,48,2,4587127,591739,23257363,0.0254,,
2019,3,51,2,2024890,261211,7094962,0.0368,,
2019,3,55,2,903526,116555,4851640,0.024,,
2019,3,2,3,991958,44638,589481,0.0757,,
2019,3,5,3,3351550,150820,2476087,0.0609,,
2019,3,8,3,9144200,411489,4789291,0.0859,,
2019,3,9,3,3908561,175885,3019188,0.0583,,
2019,3,12,3,38337662,1725195,18207522,0.0948,,
2019,3,17,3,18470241,831161,10512479,0.0791,,
2019,3,20,3,3191237,143606,2371396,0.0606,,
2019,3,21,3,5416692,243751,3691561,0.066,,
2019,3,25,3,9188115,413465,5862386,0.0705,,
2019,3,29,3,15450133,695256,5077875,0.1369,,
2019,3,38,3,1648439,74180,617880,0.1201,,
2019,3,41,3,6513284,293098,3547474,0.0826,,
2019,3,48,3,40882717,1839722,23257363,0.0791,,
2019,3,51,3,11077218,498475,7094962,0.0703,,
2019,4,2,1,134471,55268,589481,0.0938,,
2019,4,5,1,390798,160618,2476087,0.0649,,
2019,4,8,1,1080000,443880,4789291,0.0927,,
2019,4,9,1,619710,254701,3019188,0.0844,,
2019,4,12,1,3980684,1636061,18207522,0.0899,,
2019,4,17,1,1764328,725139,10512479,0.069,,
2019,4,20,1,382075,157033,2371396,0.0662,,
2019,4,21,1,646427,265682,3691561,0.072,,
2019,4,22,1,797989,327974,3799736,0.0863,,
2019,4,25,1,1081744,444597,5862386,0.0758,,
2019,4,29,1,1176041,483353,5077875,0.0952,,
2019,4,38,1,163271,67105,617880,0.1086,,
2019,4,48,1,3101987,1274917,23257363,0.0548,,
2019,4,51,1,958907,394111,7094962,0.0555,,
2019,4,55,1,961913,395346,4851640,0.0815,,
2019,4,2,2,183087,23618,589481,0.0401,,
2019,4,5,2,410107,52904,2476087,0.0214,,
2019,4,8,2,1419600,183128,4789291,0.0382,,
2019,4,9,2,1092889,140983,3019188,0.0467,,
2019,4,12,2,6401102,825742,18207522,0.0454,,
2019,4,17,2,3009230,388191,10512479,0.0369,,
2019,4,21,2,443966,57272,3691561,0.0155,,
2019,4,22,2,829070,106950,3799736,0.0281,,
2019,4,25,2,2190469,282571,5862386,0.0482,,
2019,4,29,2,1144905,147693,5077875,0.0291,,
2019,4,38,2,178574,23036,617880,0.0373,,
2019,4,41,2,1799126,232087,3547474,0.0654,,
2019,4,48,2,4682710,604070,23257363,0.026,,
2019,4,51,2,2273268,293252,7094962,0.0413,,
2019,4,55,2,1170384,150979,4851640,0.0311,,
2019,4,2,3,1138078,51214,589481,0.0869,,
2019,4,5,3,3927721,176747,2476087,0.0714,,
2019,4,8,3,10324100,464585,4789291,0.097,,
2019,4,9,3,4317652,194294,3019188,0.0644,,
2019,4,12,3,36512011,1643040,18207522,0.0902,,
2019,4,17,3,20426985,919214,10512479,0.0874,,
2019,4,20,3,4790644,215579,2371396,0.0909,,
2019,4,21,3,6625345,298141,3691561,0.0808,,
2019,4,25,3,10644205,478989,5862386,0.0817,,
2019,4,29,3,10784167,485288,5077875,0.0956,,
2019,4,38,3,1866974,84014,617880,0.136,,
2019,4,41,3,7332998,329985,3547474,0.093,,
2019,4,48,3,49698799,2236446,23257363,0.0962,,
2019,4,51,3,12688000,570960,7094962,0.0805,,
2019,5,2,1,186968,76844,589481,0.1304,,
2019,5,5,1,318704,130988,2476087,0.0529,,
2019,5,8,1,692800,284741,4789291,0.0595,,
2019,5,9,1,682914,280678,3019188,0.093,,
2019,5,12,1,3975197,1633806,18207522,0.0897,,
2019,5,17,1,2019330,829945,10512479,0.0789,,
2019,5,20,1,433048,177983,2371396,0.0751,,
2019,5,21,1,688345,282910,3691561,0.0766,,
2019,5,22,1,870697,357857,3799736,0.0942,,
2019,5,25,1,1411975,580322,5862386,0.099,,
2019,5,29,1,1242466,510654,5077875,0.1006,,
2019,5,38,1,170688,70153,617880,0.1135,,
2019,5,48,1,3706135,1523221,23257363,0.0655,,
2019,5,51,1,1077971,443046,7094962,0.0624,,
2019,5,55,1,1202094,494061,4851640,0.1018,,
2019,5,2,2,228113,29427,589481,0.0499,,
2019,5,5,2,417464,53853,2476087,0.0217,,
2019,5,8,2,1132500,146093,4789291,0.0305,,
2019,5,9,2,1167169,150565,3019188,0.0499,,
2019,5,12,2,5852070,754917,18207522,0.0415,,
2019,5,17,2,3267160,421464,10512479,0.0401,,
2019,5,21,2,547324,70605,3691561,0.0191,,
2019,5,22,2,873486,112680,3799736,0.0297,,
2019,5,25,2,2598757,335240,5862386,0.0572,,
2019,5,29,2,1367710,176435,5077875,0.0347,,
2019,5,38,2,115579,14910,617880,0.0241,,
2019,5,41,2,1282560,165450,3547474,0.0466,,
2019,5,48,2,4936914,636862,23257363,0.0274,,
2019,5,51,2,2442422,315072,7094962,0.0444,,
2019,5,55,2,956820,123430,4851640,0.0254,,
2019,5,2,3,1482135,66696,589481,0.1131,,
2019,5,5,3,3893292,175198,2476087,0.0708,,
2019,5,8,3,11237100,505670,4789291,0.1056,,
2019,5,9,3,5137575,231191,3019188,0.0766,,
2019,5,12,3,39902901,1795631,18207522,0.0986,,
2019,5,17,3,24737971,1113209,10512479,0.1059,,
2019,5,20,3,4674086,210334,2371396,0.0887,,
2019,5,21,3,6846437,308090,3691561,0.0835,,
2019,5,25,3,12279204,552564,5862386,0.0943,,
2019,5,29,3,11836554,532645,5077875,0.1049,,
2019,5,38,3,2000065,90003,617880,0.1457,,
2019,5,41,3,8753450,393905,3547474,0.111,,
2019,5,48,3,53565686,2410456,23257363,0.1036,,
2019,5,51,3,14901691,670576,7094962,0.0945,,
2019,6,2,1,170403,70036,589481,0.1188,,
2019,6,5,1,409138,168156,2476087,0.0679,,
2019,6,8,1,1459200,599731,4789291,0.1252,,
2019,6,9,1,689069,283207,3019188,0.0938,,
2019,6,12,1,4520675,1857997,18207522,0.102,,
2019,6,17,1,2343799,963302,10512479,0.0916,,
2019,6,20,1,446707,183597,2371396,0.0774,,
2019,6,21,1,658565,270670,3691561,0.0733,,
2019,6,22,1,776186,319012,3799736,0.084,,
2019,6,25,1,1719934,706893,5862386,0.1206,,
2019,6,29,1,1253821,515320,5077875,0.1015,,
2019,6,38,1,199057,81812,617880,0.1324,,
2019,6,48,1,3896258,1601362,23257363,0.0689,,
2019,6,51,1,1021410,419800,7094962,0.0592,,
2019,6,55,1,1452495,596975,4851640,0.123,,
2019,6,2,2,240789,31062,589481,0.0527,,
2019,6,5,2,414683,53494,2476087,0.0216,,
2019,6,8,2,1537000,198273,4789291,0.0414,,
2019,6,9,2,1186273,153029,3019188,0.0507,,
2019,6,12,2,5269979,679827,18207522,0.0373,,
2019,6,17,2,3333476,430018,10512479,0.0409,,
2019,6,21,2,524308,67636,3691561,0.0183,,
2019,6,22,2,732886,94542,3799736,0.0249,,
2019,6,25,2,3001352,387174,5862386,0.066,,
2019,6,29,2,1185466,152925,5077875,0.0301,,
2019,6,38,2,120438,15537,617880,0.0251,,
2019,6,41,2,821343,105953,3547474,0.0299,,
2019,6,48,2,5108334,658975,23257363,0.0283,,
2019,6,51,2,2072070,267297,7094962,0.0377,,
2019,6,55,2,1282114,165393,4851640,0.0341,,
2019,6,2,3,1504534,67704,589481,0.1149,,
2019,6,5,3,4912813,221077,2476087,0.0893,,
2019,6,8,3,11682200,525699,4789291,0.1098,,
2019,6,9,3,5049966,227248,3019188,0.0753,,
2019,6,12,3,34822192,1566999,18207522,0.0861,,
2019,6,17,3,23549692,1059736,10512479,0.1008,,
2019,6,20,3,5146443,231590,2371396,0.0977,,
2019,6,21,3,5289084,238009,3691561,0.0645,,
2019,6,25,3,11349284,510718,5862386,0.0871,,
2019,6,29,3,11054300,497443,5077875,0.098,,
2019,6,38,3,2078521,93533,617880,0.1514,,
2019,6,41,3,8757701,394097,3547474,0.1111,,
2019,6,48,3,59972713,2698772,23257363,0.116,,
2019,6,51,3,13128229,590770,7094962,0.0833,,
2019,7,2,1,189167,77748,589481,0.1319,,
2019,7,5,1,315356,129611,2476087,0.0523,,
2019,7,8,1,1143600,470020,4789291,0.0981,,
2019,7,9,1,664130,272957,3019188,0.0904,,
2019,7,12,1,3280308,1348207,18207522,0.074,,
2019,7,17,1,1586093,651884,10512479,0.062,,
2019,7,20,1,318593,130942,2371396,0.0552,,
2019,7,21,1,768342,315789,3691561,0.0855,,
2019,7,22,1,759542,312172,3799736,0.0822,,
2019,7,25,1,1064889,437669,5862386,0.0747,,
2019,7,29,1,1081891,444657,5077875,0.0876,,
2019,7,38,1,173564,71335,617880,0.1155,,
2019,7,48,1,3217798,1322515,23257363,0.0569,,
2019,7,51,1,1030230,423424,7094962,0.0597,,
2019,7,55,1,1566315,643755,4851640,0.1327,,
2019,7,2,2,247820,31969,589481,0.0542,,
2019,7,5,2,379941,49012,2476087,0.0198,,
2019,7,8,2,1568800,202375,4789291,0.0423,,
2019,7,9,2,1111330,143362,3019188,0.0475,,
2019,7,12,2,4977809,642137,18207522,0.0353,,
2019,7,17,2,2879248,371423,10512479,0.0353,,
2019,7,21,2,558378,72031,3691561,0.0195,,
2019,7,22,2,789809,101885,3799736,0.0268,,
2019,7,25,2,1932807,249332,5862386,0.0425,,
2019,7,29,2,1074698,138636,5077875,0.0273,,
2019,7,38,2,116333,15007,617880,0.0243,,
2019,7,41,2,1498017,193244,3547474,0.0545,,
2019,7,48,2,4875374,628923,23257363,0.027,,
2019,7,51,2,2184457,281795,7094962,0.0397,,
2019,7,55,2,1306225,168503,4851640,0.0347,,
2019,7,2,3,1706457,76791,589481,0.1303,,
2019,7,5,3,4238546,190735,2476087,0.077,,
2019,7,8,3,11989100,539510,4789291,0.1126,,
2019,7,9,3,5605057,252228,3019188,0.0835,,
2019,7,12,3,35820962,1611943,18207522,0.0885,,
2019,7,17,3,25046919,1127111,10512479,0.1072,,
2019,7,20,3,5029650,226334,2371396,0.0954,,
2019,7,21,3,8267316,372029,3691561,0.1008,,
2019,7,25,3,12022585,541016,5862386,0.0923,,
2019,7,29,3,10850607,488277,5077875,0.0962,,
2019,7,38,3,2077113,93470,617880,0.1513,,
2019,7,41,3,8976955,403963,3547474,0.1139,,
2019,7,48,3,54824255,2467091,23257363,0.1061,,
2019,7,51,3,14141290,636358,7094962,0.0897,,
2019,8,2,1,170517,70082,589481,0.1189,,
2019,8,5,1,296477,121852,2476087,0.0492,,
2019,8,8,1,1259200,517531,4789291,0.1081,,
2019,8,9,1,576747,237043,3019188,0.0785,,
2019,8,12,1,3481109,1430736,18207522,0.0786,,
2019,8,17,1,1816467,746568,10512479,0.071,,
2019,8,20,1,340292,139860,2371396,0.059,,
2019,8,21,1,618356,254144,3691561,0.0688,,
2019,8,22,1,788021,323877,3799736,0.0852,,
2019,8,25,1,1230577,505767,5862386,0.0863,,
2019,8,29,1,1020151,419282,5077875,0.0826,,
2019,8,38,1,176413,72506,617880,0.1173,,
2019,8,48,1,3675961,1510820,23257363,0.065,,
2019,8,51,1,1068028,438959,7094962,0.0619,,
2019,8,55,1,1143042,469790,4851640,0.0968,,
2019,8,2,2,242007,31219,589481,0.053,,
2019,8,5,2,329855,42551,2476087,0.0172,,
2019,8,8,2,1539200,198557,4789291,0.0415,,
2019,8,9,2,1027047,132489,3019188,0.0439,,
2019,8,12,2,5450339,703094,18207522,0.0386,,
2019,8,17,2,2990235,385740,10512479,0.0367,,
2019,8,21,2,413778,53377,3691561,0.0145,,
2019,8,22,2,799035,103076,3799736,0.0271,,
2019,8,25,2,2270800,292933,5862386,0.05,,
2019,8,29,2,1106918,142792,5077875,0.0281,,
2019,8,38,2,109461,14120,617880,0.0229,,
2019,8,41,2,1529991,197369,3547474,0.0556,,
2019,8,48,2,4859768,626910,23257363,0.027,,
2019,8,51,2,2220196,286405,7094962,0.0404,,
2019,8,55,2,1350790,174252,4851640,0.0359,,
2019,8,2,3,1567534,70539,589481,0.1197,,
2019,8,5,3,4382154,197197,2476087,0.0796,,
2019,8,8,3,12581500,566168,4789291,0.1182,,
2019,8,9,3,5355822,241012,3019188,0.0798,,
2019,8,12,3,37629575,1693331,18207522,0.093,,
2019,8,17,3,25737407,1158183,10512479,0.1102,,
2019,8,20,3,4969956,223648,2371396,0.0943,,
2019,8,21,3,6898182,310418,3691561,0.0841,,
2019,8,25,3,12110737,544983,5862386,0.093,,
2019,8,29,3,11429358,514321,5077875,0.1013,,
2019,8,38,3,1810137,81456,617880,0.1318,,
2019,8,41,3,7189488,323527,3547474,0.0912,,
2019,8,48,3,56899320,2560469,23257363,0.1101,,
2019,8,51,3,14327950,644758,7094962,0.0909,,
2019,9,2,1,143787,59096,589481,0.1003,,
2019,9,5,1,309084,127033,2476087,0.0513,,
2019,9,8,1,1105700,454443,4789291,0.0949,,
2019,9,9,1,625783,257197,3019188,0.0852,,
2019,9,12,1,3269153,1343622,18207522,0.0738,,
2019,9,17,1,1760771,723677,10512479,0.0688,,
2019,9,20,1,362549,149008,2371396,0.0628,,
2019,9,21,1,343686,141255,3691561,0.0383,,
2019,9,22,1,701163,288178,3799736,0.0758,,
2019,9,25,1,1121543,460954,5862386,0.0786,,
2019,9,29,1,1193157,490388,5077875,0.0966,,
2019,9,38,1,173603,71351,617880,0.1155,,
2019,9,48,1,3204162,1316911,23257363,0.0566,,
2019,9,51,1,955443,392687,7094962,0.0553,,
2019,9,55,1,1200377,493355,4851640,0.1017,,
2019,9,2,2,182852,23588,589481,0.04,,
2019,9,5,2,319281,41187,2476087,0.0166,,
2019,9,8,2,1329400,171493,4789291,0.0358,,
2019,9,9,2,948079,122302,3019188,0.0405,,
2019,9,12,2,4782798,616981,18207522,0.0339,,
2019,9,17,2,2818018,363524,10512479,0.0346,,
2019,9,21,2,332586,42904,3691561,0.0116,,
2019,9,22,2,718027,92625,3799736,0.0244,,
2019,9,25,2,2173289,280354,5862386,0.0478,,
2019,9,29,2,1134079,146296,5077875,0.0288,,
2019,9,38,2,110647,14273,617880,0.0231,,
2019,9,41,2,1402974,180984,3547474,0.051,,
2019,9,48,2,4988884,643566,23257363,0.0277,,
2019,9,51,2,2072158,267308,7094962,0.0377,,
2019,9,55,2,1179182,152114,4851640,0.0314,,
2019,9,2,3,1066398,47988,589481,0.0814,,
2019,9,5,3,4432396,199458,2476087,0.0806,,
2019,9,8,3,10574700,475862,4789291,0.0994,,
2019,9,9,3,4179183,188063,3019188,0.0623,,
2019,9,12,3,30129493,1355827,18207522,0.0745,,
2019,9,17,3,19692667,886170,10512479,0.0843,,
2019,9,20,3,5543744,249469,2371396,0.1052,,
2019,9,21,3,4856448,218540,3691561,0.0592,,
2019,9,25,3,9172676,412770,5862386,0.0704,,
2019,9,29,3,10384234,467291,5077875,0.092,,
2019,9,38,3,1594504,71753,617880,0.1161,,
2019,9,41,3,9603374,432152,3547474,0.1218,,
2019,9,48,3,59852479,2693362,23257363,0.1158,,
2019,9,51,3,12159643,547184,7094962,0.0771,,
2019,10,2,1,151302,62185,589481,0.1055,,
2019,10,5,1,346958,142600,2476087,0.0576,,
2019,10,8,1,1265800,520244,4789291,0.1086,,
2019,10,9,1,768063,315674,3019188,0.1046,,
2019,10,12,1,4397862,1807521,18207522,0.0993,,
2019,10,17,1,2073333,852140,10512479,0.0811,,
2019,10,20,1,437660,179878,2371396,0.0759,,
2019,10,21,1,960122,394610,3691561,0.1069,,
2019,10,22,1,921046,378550,3799736,0.0996,,
2019,10,25,1,1576362,647885,5862386,0.1105,,
2019,10,29,1,1150842,472996,5077875,0.0931,,
2019,10,38,1,185505,76242,617880,0.1234,,
2019,10,48,1,3046515,1252118,23257363,0.0538,,
2019,10,51,1,1037498,426412,7094962,0.0601,,
2019,10,55,1,1409532,579318,4851640,0.1194,,
2019,10,2,2,190634,24592,589481,0.0417,,
2019,10,5,2,314465,40566,2476087,0.0164,,
2019,10,8,2,1723700,222357,4789291,0.0464,,
2019,10,9,2,1368519,176539,3019188,0.0585,,
2019,10,12,2,6678468,861522,18207522,0.0473,,
2019,10,17,2,3614716,466298,10512479,0.0444,,
2019,10,21,2,682956,88101,3691561,0.0239,,
2019,10,22,2,912246,117680,3799736,0.031,,
2019,10,25,2,2654180,342389,5862386,0.0584,,
2019,10,29,2,1427504,184148,5077875,0.0363,,
2019,10,38,2,141512,18255,617880,0.0295,,
2019,10,41,2,1414643,182489,3547474,0.0514,,
2019,10,48,2,4286491,552957,23257363,0.0238,,
2019,10,51,2,2456544,316894,7094962,0.0447,,
2019,10,55,2,1339557,172803,4851640,0.0356,,
2019,10,2,3,1062313,47804,589481,0.0811,,
2019,10,5,3,4573038,205787,2476087,0.0831,,
2019,10,8,3,10362600,466317,4789291,0.0974,,
2019,10,9,3,4346478,195592,3019188,0.0648,,
2019,10,12,3,36773108,1654790,18207522,0.0909,,
2019,10,17,3,20850816,938287,10512479,0.0893,,
2019,10,20,3,4305972,193769,2371396,0.0817,,
2019,10,21,3,6973140,313791,3691561,0.085,,
2019,10,25,3,8007589,360341,5862386,0.0615,,
2019,10,29,3,10168542,457584,5077875,0.0901,,
2019,10,38,3,1385239,62336,617880,0.1009,,
2019,10,41,3,7510612,337978,3547474,0.0953,,
2019,10,48,3,49106851,2209808,23257363,0.095,,
2019,10,51,3,13038180,586718,7094962,0.0827,,
2019,11,2,1,136281,56012,589481,0.095,,
2019,11,5,1,446508,183515,2476087,0.0741,,
2019,11,8,1,1066200,438208,4789291,0.0915,,
2019,11,9,1,723486,297353,3019188,0.0985,,
2019,11,12,1,4236520,1741210,18207522,0.0956,,
2019,11,17,1,1916479,787673,10512479,0.0749,,
2019,11,20,1,467782,192258,2371396,0.0811,,
2019,11,21,1,738921,303697,3691561,0.0823,,
2019,11,22,1,841629,345909,3799736,0.091,,
2019,11,25,1,1166837,479570,5862386,0.0818,,
2019,11,29,1,1305799,536684,5077875,0.1057,,
2019,11,38,1,152896,62840,617880,0.1017,,
2019,11,48,1,3694694,1518519,23257363,0.0653,,
2019,11,51,1,1171109,481326,7094962,0.0678,,
2019,11,55,1,1474343,605955,4851640,0.1249,,
2019,11,2,2,195845,25264,589481,0.0429,,
2019,11,5,2,415568,53608,2476087,0.0217,,
2019,11,8,2,1593000,205497,4789291,0.0429,,
2019,11,9,2,1374744,177342,3019188,0.0587,,
2019,11,12,2,7381488,952212,18207522,0.0523,,
2019,11,17,2,3378000,435762,10512479,0.0415,,
2019,11,21,2,580560,74892,3691561,0.0203,,
2019,11,22,2,940350,121305,3799736,0.0319,,
2019,11,25,2,2421445,312366,5862386,0.0533,,
2019,11,29,2,1300527,167768,5077875,0.033,,
2019,11,38,2,168722,21765,617880,0.0352,,
2019,11,41,2,1164342,150200,3547474,0.0423,,
2019,11,48,2,5089297,656519,23257363,0.0282,,
2019,11,51,2,2479875,319904,7094962,0.0451,,
2019,11,55,2,1463107,188741,4851640,0.0389,,
2019,11,2,3,952581,42866,589481,0.0727,,
2019,11,5,3,4269175,192113,2476087,0.0776,,
2019,11,8,3,9326600,419697,4789291,0.0876,,
2019,11,9,3,4067124,183021,3019188,0.0606,,
2019,11,12,3,34606811,1557307,18207522,0.0855,,
2019,11,17,3,19092456,859161,10512479,0.0817,,
2019,11,20,3,4486528,201894,2371396,0.0851,,
2019,11,21,3,7778669,350040,3691561,0.0948,,
2019,11,25,3,8521130,383451,5862386,0.0654,,
2019,11,29,3,9354295,420943,5077875,0.0829,,
2019,11,38,3,1516723,68253,617880,0.1105,,
2019,11,41,3,6932482,311962,3547474,0.0879,,
2019,11,48,3,55166861,2482509,23257363,0.1067,,
2019,11,51,3,11525317,518639,7094962,0.0731,,
2019,12,2,1,161523,66386,589481,0.1126,,
2019,12,5,1,409395,168261,2476087,0.068,,
2019,12,8,1,1177900,484117,4789291,0.1011,,
2019,12,9,1,693863,285178,3019188,0.0945,,
2019,12,12,1,5825463,2394265,18207522,0.1315,,
2019,12,17,1,2694110,1107279,10512479,0.1053,,
2019,12,20,1,410284,168627,2371396,0.0711,,
2019,12,21,1,668262,274656,3691561,0.0744,,
2019,12,22,1,1031522,423955,3799736,0.1116,,
2019,12,25,1,1832448,753136,5862386,0.1285,,
2019,12,29,1,1251898,514530,5077875,0.1013,,
2019,12,38,1,227198,93379,617880,0.1511,,
2019,12,48,1,3765449,1547600,23257363,0.0665,,
2019,12,51,1,1336932,549479,7094962,0.0774,,
2019,12,55,1,1263487,519293,4851640,0.107,,
2019,12,2,2,212680,27436,589481,0.0465,,
2019,12,5,2,385233,49695,2476087,0.0201,,
2019,12,8,2,1497100,193126,4789291,0.0403,,
2019,12,9,2,1331113,171714,3019188,0.0569,,
2019,12,12,2,7425007,957826,18207522,0.0526,,
2019,12,17,2,4276754,551701,10512479,0.0525,,
2019,12,21,2,562860,72609,3691561,0.0197,,
2019,12,22,2,1099610,141850,3799736,0.0373,,
2019,12,25,2,3414250,440438,5862386,0.0751,,
2019,12,29,2,1355424,174850,5077875,0.0344,,
2019,12,38,2,211461,27278,617880,0.0441,,
2019,12,41,2,1354573,174740,3547474,0.0493,,
