Year,Month,FIPS,Beverage,Gallons,Ethanol,Population,PerCapita,PerCapita3yr,PctChange
2017,12,9,3,4334193,195039,3015481,0.0647,,
2017,12,12,3,36252995,1631385,17722275,0.0921,,
2017,12,17,3,20681226,930655,10556100,0.0882,,
2017,12,20,3,4454594,200457,2356231,0.0851,,
2017,12,21,3,5807974,261359,3670568,0.0712,,
2017,12,25,3,9076318,408434,5815595,0.0702,,
2017,12,29,3,8623704,388067,5037634,0.077,,
2017,12,38,3,1249997,56250,613251,0.0917,,
2017,12,41,3,6864559,308905,3468412,0.0891,,
2017,12,48,3,61463877,2765874,22572383,0.1225,,
2017,12,51,3,11761998,529290,7015247,0.0754,,
2018,1,2,1,98477,40474,590760,0.0685,,
2018,1,5,1,324055,133187,2465297,0.054,,
2018,1,8,1,817826,336126,4715895,0.0713,,
2018,1,9,1,450195,185030,3019150,0.0613,,
2018,1,12,1,3030298,1245453,17980787,0.0693,,
2018,1,17,1,1127188,463274,10533371,0.044,,
2018,1,20,1,308550,126814,2364319,0.0536,,
2018,1,21,1,764728,314303,3681254,0.0854,,
2018,1,22,1,706151,290228,3803169,0.0763,,
2018,1,25,1,637339,261946,5844357,0.0448,,
2018,1,29,1,678966,279055,5056750,0.0552,,
2018,1,38,1,132079,54285,615077,0.0883,,
2018,1,48,1,3923754,1612663,22899863,0.0704,,
2018,1,51,1,827043,339915,7056421,0.0482,,
2018,1,55,1,1360739,559264,4829270,0.1158,,
2018,1,2,2,142634,18400,590760,0.0311,,
2018,1,5,2,461603,59547,2465297,0.0242,,
2018,1,8,2,1209841,156069,4715895,0.0331,,
2018,1,9,2,877249,113165,3019150,0.0375,,
2018,1,12,2,6086247,785126,17980787,0.0437,,
2018,1,17,2,2276536,293673,10533371,0.0279,,
2018,1,21,2,737988,95200,3681254,0.0259,,
2018,1,22,2,756882,97638,3803169,0.0257,,
2018,1,25,2,1455782,187796,5844357,0.0321,,
2018,1,29,2,1104595,142493,5056750,0.0282,,
2018,1,38,2,92191,11893,615077,0.0193,,
2018,1,41,2,1308405,168784,3509161,0.0481,,
2018,1,48,2,5824195,751321,22899863,0.0328,,
2018,1,51,2,1979290,255328,7056421,0.0362,,
2018,1,55,2,1247042,160868,4829270,0.0333,,
2018,1,2,3,853471,38406,590760,0.065,,
2018,1,5,3,3432858,154479,2465297,0.0627,,
2018,1,8,3,8221948,369988,4715895,0.0785,,
2018,1,9,3,3475487,156397,3019150,0.0518,,
2018,1,12,3,30856769,1388555,17980787,0.0772,,
2018,1,17,3,16291882,733135,10533371,0.0696,,
2018,1,20,3,3487456,156936,2364319,0.0664,,
2018,1,21,3,5219706,234887,3681254,0.0638,,
2018,1,25,3,8571266,385707,5844357,0.066,,
2018,1,29,3,8635242,388586,5056750,0.0768,,
2018,1,38,3,1600740,72033,615077,0.1171,,
2018,1,41,3,5961485,268267,3509161,0.0764,,
2018,1,48,3,49917251,2246276,22899863,0.0981,,
2018,1,51,3,10337992,465210,7056421,0.0659,,
2018,2,2,1,115497,47469,590760,0.0804,,
2018,2,5,1,263526,108309,2465297,0.0439,,
2018,2,8,1,945955,388788,4715895,0.0824,,
2018,2,9,1,582425,239377,3019150,0.0793,,
2018,2,12,1,3363052,1382215,17980787,0.0769,,
2018,2,17,1,1453104,597226,10533371,0.0567,,
2018,2,20,1,314081,129087,2364319,0.0546,,
2018,2,21,1,464229,190798,3681254,0.0518,,
2018,2,22,1,707773,290895,3803169,0.0765,,
2018,2,25,1,836547,343821,5844357,0.0588,,
2018,2,29,1,905544,372179,5056750,0.0736,,
2018,2,38,1,145183,59670,615077,0.097,,
2018,2,48,1,3087678,1269036,22899863,0.0554,,
2018,2,51,1,845134,347350,7056421,0.0492,,
2018,2,55,1,691741,284305,4829270,0.0589,,
2018,2,2,2,172662,22273,590760,0.0377,,
2018,2,5,2,405821,52351,2465297,0.0212,,
2018,2,8,2,1488187,191976,4715895,0.0407,,
2018,2,9,2,1085931,140085,3019150,0.0464,,
2018,2,12,2,6222581,802713,17980787,0.0446,,
2018,2,17,2,2699222,348200,10533371,0.0331,,
2018,2,21,2,429116,55356,3681254,0.015,,
2018,2,22,2,766577,98888,3803169,0.026,,
2018,2,25,2,1977273,255068,5844357,0.0436,,
2018,2,29,2,1065291,137422,5056750,0.0272,,
2018,2,38,2,109512,14127,615077,0.023,,
2018,2,41,2,1194997,154155,3509161,0.0439,,
2018,2,48,2,4573227,589946,22899863,0.0258,,
2018,2,51,2,1956567,252397,7056421,0.0358,,
2018,2,55,2,1087536,140292,4829270,0.0291,,
2018,2,2,3,800332,36015,590760,0.061,,
2018,2,5,3,2966671,133500,2465297,0.0542,,
2018,2,8,3,7637602,343692,4715895,0.0729,,
2018,2,9,3,3477474,156486,3019150,0.0518,,
2018,2,12,3,32061208,1442754,17980787,0.0802,,
2018,2,17,3,15846820,713107,10533371,0.0677,,
2018,2,20,3,3920856,176439,2364319,0.0746,,
2018,2,21,3,4276289,192433,3681254,0.0523,,
2018,2,25,3,7851774,353330,5844357,0.0605,,
2018,2,29,3,8880706,399632,5056750,0.079,,
2018,2,38,3,1321458,59466,615077,0.0967,,
2018,2,41,3,7174470,322851,3509161,0.092,,
2018,2,48,3,40212532,1809564,22899863,0.079,,
2018,2,51,3,9846875,443109,7056421,0.0628,,
2018,3,2,1,146482,60204,590760,0.1019,,
2018,3,5,1,309671,127275,2465297,0.0516,,
2018,3,8,1,1127897,463566,4715895,0.0983,,
2018,3,9,1,581199,238873,3019150,0.0791,,
2018,3,12,1,4248314,1746057,17980787,0.0971,,
2018,3,17,1,1744864,717139,10533371,0.0681,,
2018,3,20,1,324393,133325,2364319,0.0564,,
2018,3,21,1,501503,206118,3681254,0.056,,
2018,3,22,1,725856,298327,3803169,0.0784,,
2018,3,25,1,1177042,483764,5844357,0.0828,,
2018,3,29,1,1059605,435498,5056750,0.0861,,
2018,3,38,1,145176,59667,615077,0.097,,
2018,3,48,1,2786463,1145236,22899863,0.05,,
2018,3,51,1,1003337,412371,7056421,0.0584,,
2018,3,55,1,1364602,560851,4829270,0.1161,,
2018,3,2,2,174287,22483,590760,0.0381,,
2018,3,5,2,273980,35343,2465297,0.0143,,
2018,3,8,2,1462188,188622,4715895,0.04,,
2018,3,9,2,1173642,151400,3019150,0.0501,,
2018,3,12,2,6672199,860714,17980787,0.0479,,
2018,3,17,2,2841758,366587,10533371,0.0348,,
2018,3,21,2,436126,56260,3681254,0.0153,,
2018,3,22,2,817949,105515,3803169,0.0277,,
2018,3,25,2,2298401,296494,5844357,0.0507,,
2018,3,29,2,1229069,158550,5056750,0.0314,,
2018,3,38,2,133114,17172,615077,0.0279,,
2018,3,41,2,989711,127673,3509161,0.0364,,
2018,3,48,2,4687214,604651,22899863,0.0264,,
2018,3,51,2,2157825,278359,7056421,0.0394,,
2018,3,55,2,1031066,133008,4829270,0.0275,,
2018,3,2,3,1043925,46977,590760,0.0795,,
2018,3,5,3,3826933,172212,2465297,0.0699,,
2018,3,8,3,9076780,408455,4715895,0.0866,,
2018,3,9,3,4052383,182357,3019150,0.0604,,
2018,3,12,3,39961633,1798273,17980787,0.1,,
2018,3,17,3,20238181,910718,10533371,0.0865,,
2018,3,20,3,3273628,147313,2364319,0.0623,,
2018,3,21,3,6053717,272417,3681254,0.074,,
2018,3,25,3,9268952,417103,5844357,0.0714,,
2018,3,29,3,10165038,457427,5056750,0.0905,,
2018,3,38,3,1611119,72500,615077,0.1179,,
2018,3,41,3,5836436,262640,3509161,0.0748,,
2018,3,48,3,41103841,1849673,22899863,0.0808,,
2018,3,51,3,11680290,525613,7056421,0.0745,,
2018,4,2,1,130423,53604,590760,0.0907,,
2018,4,5,1,349578,143676,2465297,0.0583,,
2018,4,8,1,983583,404253,4715895,0.0857,,
2018,4,9,1,577703,237436,3019150,0.0786,,
2018,4,12,1,3202792,1316347,17980787,0.0732,,
2018,4,17,1,1567726,644336,10533371,0.0612,,
2018,4,20,1,355618,146159,2364319,0.0618,,
2018,4,21,1,658357,270585,3681254,0.0735,,
2018,4,22,1,763637,313855,3803169,0.0825,,
2018,4,25,1,1130526,464646,5844357,0.0795,,
2018,4,29,1,1094243,449734,5056750,0.0889,,
2018,4,38,1,149221,61330,615077,0.0997,,
2018,4,48,1,3441133,1414306,22899863,0.0618,,
2018,4,51,1,896245,368357,7056421,0.0522,,
2018,4,55,1,828298,340431,4829270,0.0705,,
2018,4,2,2,172554,22259,590760,0.0377,,
2018,4,5,2,388767,50151,2465297,0.0203,,
2018,4,8,2,1366953,176337,4715895,0.0374,,
2018,4,9,2,1046670,135020,3019150,0.0447,,
2018,4,12,2,5864658,756541,17980787,0.0421,,
2018,4,17,2,2742556,353790,10533371,0.0336,,
2018,4,21,2,501400,64681,3681254,0.0176,,
2018,4,22,2,803821,103693,3803169,0.0273,,
2018,4,25,2,2122841,273846,5844357,0.0469,,
2018,4,29,2,1150705,148441,5056750,0.0294,,
2018,4,38,2,165481,21347,615077,0.0347,,
2018,4,41,2,1354141,174684,3509161,0.0498,,
2018,4,48,2,5100960,658024,22899863,0.0287,,
2018,4,51,2,2119923,273470,7056421,0.0388,,
2018,4,55,2,1232836,159036,4829270,0.0329,,
2018,4,2,3,1055553,47500,590760,0.0804,,
2018,4,5,3,4278354,192526,2465297,0.0781,,
2018,4,8,3,9283901,417776,4715895,0.0886,,
2018,4,9,3,4089022,184006,3019150,0.0609,,
2018,4,12,3,34197933,1538907,17980787,0.0856,,
2018,4,17,3,18619331,837870,10533371,0.0795,,
2018,4,20,3,4589267,206517,2364319,0.0873,,
2018,4,21,3,6536486,294142,3681254,0.0799,,
2018,4,25,3,9990808,449586,5844357,0.0769,,
2018,4,29,3,10513356,473101,5056750,0.0936,,
2018,4,38,3,1790521,80573,615077,0.131,,
2018,4,41,3,6715475,302196,3509161,0.0861,,
2018,4,48,3,55511953,2498038,22899863,0.1091,,
2018,4,51,3,11825435,532145,7056421,0.0754,,
2018,5,2,1,170517,70082,590760,0.1186,,
2018,5,5,1,345357,141942,2465297,0.0576,,
2018,5,8,1,1280263,526188,4715895,0.1116,,
2018,5,9,1,651780,267882,3019150,0.0887,,
2018,5,12,1,4438432,1824195,17980787,0.1015,,
2018,5,17,1,2106508,865775,10533371,0.0822,,
2018,5,20,1,381561,156821,2364319,0.0663,,
2018,5,21,1,634085,260609,3681254,0.0708,,
2018,5,22,1,866494,356129,3803169,0.0936,,
2018,5,25,1,1243967,511271,5844357,0.0875,,
2018,5,29,1,1150294,472771,5056750,0.0935,,
2018,5,38,1,178910,73532,615077,0.1195,,
2018,5,48,1,3066434,1260304,22899863,0.055,,
2018,5,51,1,1007599,414123,7056421,0.0587,,
2018,5,55,1,1411063,579947,4829270,0.1201,,
2018,5,2,2,227382,29332,590760,0.0497,,
2018,5,5,2,386407,49846,2465297,0.0202,,
2018,5,8,2,1619821,208957,4715895,0.0443,,
2018,5,9,2,1218370,157170,3019150,0.0521,,
2018,5,12,2,6269549,808772,17980787,0.045,,
2018,5,17,2,3436581,443319,10533371,0.0421,,
2018,5,21,2,543216,70075,3681254,0.019,,
2018,5,22,2,866099,111727,3803169,0.0294,,
2018,5,25,2,2608430,336487,5844357,0.0576,,
2018,5,29,2,1437551,185444,5056750,0.0367,,
2018,5,38,2,118802,15325,615077,0.0249,,
2018,5,41,2,1144124,147592,3509161,0.0421,,
2018,5,48,2,4493748,579693,22899863,0.0253,,
2018,5,51,2,2402391,309908,7056421,0.0439,,
2018,5,55,2,1233138,159075,4829270,0.0329,,
2018,5,2,3,1471144,66201,590760,0.1121,,
2018,5,5,3,4168817,187597,2465297,0.0761,,
2018,5,8,3,11391585,512621,4715895,0.1087,,
2018,5,9,3,5292315,238154,3019150,0.0789,,
2018,5,12,3,38204836,1719218,17980787,0.0956,,
2018,5,17,3,27076451,1218440,10533371,0.1157,,
2018,5,20,3,4229828,190342,2364319,0.0805,,
2018,5,21,3,6077525,273489,3681254,0.0743,,
2018,5,25,3,11980166,539107,5844357,0.0922,,
2018,5,29,3,11351765,510829,5056750,0.101,,
2018,5,38,3,2002751,90124,615077,0.1465,,
2018,5,41,3,8317656,374295,3509161,0.1067,,
2018,5,48,3,49532983,2228984,22899863,0.0973,,
2018,5,51,3,14932272,671952,7056421,0.0952,,
2018,6,2,1,178321,73290,590760,0.1241,,
2018,6,5,1,356892,146683,2465297,0.0595,,
2018,6,8,1,1443123,593124,4715895,0.1258,,
2018,6,9,1,725985,298380,3019150,0.0988,,
2018,6,12,1,4556683,1872797,17980787,0.1042,,
2018,6,17,1,2300859,945653,10533371,0.0898,,
2018,6,20,1,410545,168734,2364319,0.0714,,
2018,6,21,1,669299,275082,3681254,0.0747,,
2018,6,22,1,817489,335988,3803169,0.0883,,
2018,6,25,1,1886511,775356,5844357,0.1327,,
2018,6,29,1,1105612,454407,5056750,0.0899,,
2018,6,38,1,198113,81424,615077,0.1324,,
2018,6,48,1,3430558,1409959,22899863,0.0616,,
2018,6,51,1,1000336,411138,7056421,0.0583,,
2018,6,55,1,1353176,556155,4829270,0.1152,,
2018,6,2,2,238895,30818,590760,0.0522,,
2018,6,5,2,386132,49811,2465297,0.0202,,
2018,6,8,2,1648142,212610,4715895,0.0451,,
2018,6,9,2,1225289,158062,3019150,0.0524,,
2018,6,12,2,5287887,682137,17980787,0.0379,,
2018,6,17,2,3310542,427060,10533371,0.0405,,
2018,6,21,2,594336,76669,3681254,0.0208,,
2018,6,22,2,773656,99802,3803169,0.0262,,
2018,6,25,2,3188854,411362,5844357,0.0704,,
2018,6,29,2,1232223,158957,5056750,0.0314,,
2018,6,38,2,115738,14930,615077,0.0243,,
2018,6,41,2,1226729,158248,3509161,0.0451,,
2018,6,48,2,5265589,679261,22899863,0.0297,,
2018,6,51,2,2210286,285127,7056421,0.0404,,
2018,6,55,2,1349861,174132,4829270,0.0361,,
2018,6,2,3,1530573,68876,590760,0.1166,,
2018,6,5,3,4358800,196146,2465297,0.0796,,
2018,6,8,3,12141166,546352,4715895,0.1159,,
2018,6,9,3,5525896,248665,3019150,0.0824,,
2018,6,12,3,36300447,1633520,17980787,0.0908,,
2018,6,17,3,25327016,1139716,10533371,0.1082,,
2018,6,20,3,5032461,226461,2364319,0.0958,,
2018,6,21,3,6706676,301800,3681254,0.082,,
2018,6,25,3,11500753,517534,5844357,0.0886,,
2018,6,29,3,12407177,558323,5056750,0.1104,,
2018,6,38,3,2482170,111698,615077,0.1816,,
2018,6,41,3,8865811,398961,3509161,0.1137,,
2018,6,48,3,63190179,2843558,22899863,0.1242,,
2018,6,51,3,14031257,631407,7056421,0.0895,,
2018,7,2,1,177449,72932,590760,0.1235,,
2018,7,5,1,321088,131967,2465297,0.0535,,
2018,7,8,1,1081737,444594,4715895,0.0943,,
2018,7,9,1,641849,263800,3019150,0.0874,,
2018,7,12,1,2981875,1225551,17980787,0.0682,,
2018,7,17,1,1543075,634204,10533371,0.0602,,
2018,7,20,1,437930,179989,2364319,0.0761,,
2018,7,21,1,728707,299499,3681254,0.0814,,
2018,7,22,1,715762,294178,3803169,0.0774,,
2018,7,25,1,894598,367680,5844357,0.0629,,
2018,7,29,1,933718,383758,5056750,0.0759,,
2018,7,38,1,160418,65932,615077,0.1072,,
2018,7,48,1,3204869,1317201,22899863,0.0575,,
2018,7,51,1,965704,396904,7056421,0.0562,,
2018,7,55,1,1229870,505476,4829270,0.1047,,
2018,7,2,2,221210,28536,590760,0.0483,,
2018,7,5,2,409359,52807,2465297,0.0214,,
2018,7,8,2,1457177,187976,4715895,0.0399,,
2018,7,9,2,1140290,147097,3019150,0.0487,,
2018,7,12,2,5098826,657749,17980787,0.0366,,
2018,7,17,2,2787479,359585,10533371,0.0341,,
2018,7,21,2,508052,65539,3681254,0.0178,,
2018,7,22,2,751299,96918,3803169,0.0255,,
2018,7,25,2,1867570,240917,5844357,0.0412,,
2018,7,29,2,986304,127233,5056750,0.0252,,
2018,7,38,2,120686,15568,615077,0.0253,,
2018,7,41,2,1467037,189248,3509161,0.0539,,
2018,7,48,2,5000171,645022,22899863,0.0282,,
2018,7,51,2,2155913,278113,7056421,0.0394,,
2018,7,55,2,1240215,159988,4829270,0.0331,,
2018,7,2,3,1564383,70397,590760,0.1192,,
2018,7,5,3,4509213,202915,2465297,0.0823,,
2018,7,8,3,11300509,508523,4715895,0.1078,,
2018,7,9,3,5135462,231096,3019150,0.0765,,
2018,7,12,3,33631333,1513410,17980787,0.0842,,
2018,7,17,3,22907899,1030855,10533371,0.0979,,
2018,7,20,3,5449396,245223,2364319,0.1037,,
2018,7,21,3,7159735,322188,3681254,0.0875,,
2018,7,25,3,11339456,510276,5844357,0.0873,,
2018,7,29,3,11774784,529865,5056750,0.1048,,
2018,7,38,3,1916998,86265,615077,0.1403,,
2018,7,41,3,10570110,475655,3509161,0.1355,,
2018,7,48,3,57209042,2574407,22899863,0.1124,,
2018,7,51,3,13257385,596582,7056421,0.0845,,
2018,8,2,1,178962,73554,590760,0.1245,,
2018,8,5,1,252668,103846,2465297,0.0421,,
2018,8,8,1,1265508,520124,4715895,0.1103,,
2018,8,9,1,550712,226343,3019150,0.075,,
2018,8,12,1,3397861,1396521,17980787,0.0777,,
2018,8,17,1,1853401,761748,10533371,0.0723,,
2018,8,20,1,331830,136382,2364319,0.0577,,
2018,8,21,1,527068,216625,3681254,0.0588,,
2018,8,22,1,771335,317019,3803169,0.0834,,
2018,8,25,1,1094063,449660,5844357,0.0769,,
2018,8,29,1,1162436,477761,5056750,0.0945,,
2018,8,38,1,171044,70299,615077,0.1143,,
2018,8,48,1,3405226,1399548,22899863,0.0611,,
2018,8,51,1,1007129,413930,7056421,0.0587,,
2018,8,55,1,1374781,565035,4829270,0.117,,
2018,8,2,2,255902,33011,590760,0.0559,,
2018,8,5,2,297001,38313,2465297,0.0155,,
2018,8,8,2,1821044,234915,4715895,0.0498,,
2018,8,9,2,1060886,136854,3019150,0.0453,,
2018,8,12,2,5791934,747160,17980787,0.0416,,
2018,8,17,2,3261365,420716,10533371,0.0399,,
2018,8,21,2,444822,57382,3681254,0.0156,,
2018,8,22,2,853196,110062,3803169,0.0289,,
2018,8,25,2,2384862,307647,5844357,0.0526,,
2018,8,29,2,1403879,181100,5056750,0.0358,,
2018,8,38,2,116317,15005,615077,0.0244,,
2018,8,41,2,1280991,165248,3509161,0.0471,,
2018,8,48,2,4830993,623198,22899863,0.0272,,
2018,8,51,2,2382440,307335,7056421,0.0436,,
2018,8,55,2,1178451,152020,4829270,0.0315,,
2018,8,2,3,1580226,71110,590760,0.1204,,
2018,8,5,3,4990779,224585,2465297,0.0911,,
2018,8,8,3,12419993,558900,4715895,0.1185,,
2018,8,9,3,5597356,251881,3019150,0.0834,,
2018,8,12,3,38107995,1714860,17980787,0.0954,,
2018,8,17,3,26933183,1211993,10533371,0.1151,,
2018,8,20,3,5094179,229238,2364319,0.097,,
2018,8,21,3,6870753,309184,3681254,0.084,,
2018,8,25,3,12539400,564273,5844357,0.0966,,
2018,8,29,3,11894850,535268,5056750,0.1059,,
2018,8,38,3,1774825,79867,615077,0.1298,,
2018,8,41,3,9652658,434370,3509161,0.1238,,
2018,8,48,3,53723559,2417560,22899863,0.1056,,
2018,8,51,3,14673216,660295,7056421,0.0936,,
2018,9,2,1,135865,55841,590760,0.0945,,
2018,9,5,1,345806,142126,2465297,0.0577,,
2018,9,8,1,1049497,431343,4715895,0.0915,,
2018,9,9,1,536113,220342,3019150,0.073,,
2018,9,12,1,2986978,1227648,17980787,0.0683,,
2018,9,17,1,1553666,638557,10533371,0.0606,,
2018,9,20,1,380519,156393,2364319,0.0661,,
2018,9,21,1,652752,268281,3681254,0.0729,,
2018,9,22,1,637871,262165,3803169,0.0689,,
2018,9,25,1,1194699,491021,5844357,0.084,,
2018,9,29,1,1113731,457744,5056750,0.0905,,
2018,9,38,1,149943,61627,615077,0.1002,,
2018,9,48,1,3018084,1240433,22899863,0.0542,,
2018,9,51,1,1095807,450377,7056421,0.0638,,
2018,9,55,1,1376080,565569,4829270,0.1171,,
2018,9,2,2,189359,24427,590760,0.0413,,
2018,9,5,2,347540,44833,2465297,0.0182,,
2018,9,8,2,1348294,173930,4715895,0.0369,,
2018,9,9,2,1014429,130861,3019150,0.0433,,
2018,9,12,2,4627145,596902,17980787,0.0332,,
2018,9,17,2,2544066,328185,10533371,0.0312,,
2018,9,21,2,586232,75624,3681254,0.0205,,
2018,9,22,2,697201,89939,3803169,0.0236,,
2018,9,25,2,2320564,299353,5844357,0.0512,,
2018,9,29,2,1071190,138183,5056750,0.0273,,
2018,9,38,2,101273,13064,615077,0.0212,,
2018,9,41,2,1696347,218829,3509161,0.0624,,
2018,9,48,2,5200953,670923,22899863,0.0293,,
2018,9,51,2,1946289,251071,7056421,0.0356,,
2018,9,55,2,1218091,157134,4829270,0.0325,,
2018,9,2,3,1087937,48957,590760,0.0829,,
2018,9,5,3,4784104,215285,2465297,0.0873,,
2018,9,8,3,9899956,445498,4715895,0.0945,,
2018,9,9,3,4258036,191612,3019150,0.0635,,
2018,9,12,3,30145019,1356526,17980787,0.0754,,
2018,9,17,3,19971793,898731,10533371,0.0853,,
2018,9,20,3,5259712,236687,2364319,0.1001,,
2018,9,21,3,7615460,342696,3681254,0.0931,,
2018,9,25,3,9612033,432541,5844357,0.074,,
2018,9,29,3,10298927,463452,5056750,0.0917,,
2018,9,38,3,1506137,67776,615077,0.1102,,
2018,9,41,3,9229971,415349,3509161,0.1184,,
2018,9,48,3,59952237,2697851,22899863,0.1178,,
2018,9,51,3,11619707,522887,7056421,0.0741,,
2018,10,2,1,152529,62690,590760,0.1061,,
2018,10,5,1,298046,122497,2465297,0.0497,,
2018,10,8,1,1204850,495193,4715895,0.105,,
2018,10,9,1,802490,329823,3019150,0.1092,,
2018,10,12,1,4060049,1668680,17980787,0.0928,,
2018,10,17,1,2039356,838175,10533371,0.0796,,
2018,10,20,1,376956,154929,2364319,0.0655,,
2018,10,21,1,574674,236191,3681254,0.0642,,
2018,10,22,1,859410,353217,3803169,0.0929,,
2018,10,25,1,1248965,513324,5844357,0.0878,,
2018,10,29,1,1151634,473321,5056750,0.0936,,
2018,10,38,1,176413,72506,615077,0.1179,,
2018,10,48,1,2848891,1170894,22899863,0.0511,,
2018,10,51,1,967868,397794,7056421,0.0564,,
2018,10,55,1,1208789,496812,4829270,0.1029,,
2018,10,2,2,202789,26160,590760,0.0443,,
2018,10,5,2,356229,45954,2465297,0.0186,,
2018,10,8,2,1662984,214525,4715895,0.0455,,
2018,10,9,2,1377574,177707,3019150,0.0589,,
2018,10,12,2,6577915,848551,17980787,0.0472,,
2018,10,17,2,3508190,452557,10533371,0.043,,
2018,10,21,2,463856,59837,3681254,0.0163,,
2018,10,22,2,899561,116043,3803169,0.0305,,
2018,10,25,2,2479417,319845,5844357,0.0547,,
2018,10,29,2,1568832,202379,5056750,0.04,,
2018,10,38,2,146938,18955,615077,0.0308,,
2018,10,41,2,1267905,163560,3509161,0.0466,,
2018,10,48,2,4354187,561690,22899863,0.0245,,
2018,10,51,2,2341136,302007,7056421,0.0428,,
2018,10,55,2,1101436,142085,4829270,0.0294,,
2018,10,2,3,1086298,48883,590760,0.0827,,
2018,10,5,3,4004104,180185,2465297,0.0731,,
2018,10,8,3,9395392,422793,4715895,0.0897,,
2018,10,9,3,4223248,190046,3019150,0.0629,,
2018,10,12,3,34407126,1548321,17980787,0.0861,,
2018,10,17,3,19630493,883372,10533371,0.0839,,
2018,10,20,3,3561319,160259,2364319,0.0678,,
2018,10,21,3,5697986,256409,3681254,0.0697,,
2018,10,25,3,9798419,440929,5844357,0.0754,,
2018,10,29,3,10317572,464291,5056750,0.0918,,
2018,10,38,3,1595451,71795,615077,0.1167,,
2018,10,41,3,8020923,360942,3509161,0.1029,,
2018,10,48,3,46822891,2107030,22899863,0.092,,
2018,10,51,3,12496152,562327,7056421,0.0797,,
2018,11,2,1,155097,63745,590760,0.1079,,
2018,11,5,1,358428,147314,2465297,0.0598,,
2018,11,8,1,1250496,513954,4715895,0.109,,
2018,11,9,1,715012,293870,3019150,0.0973,,
2018,11,12,1,4070137,1672826,17980787,0.093,,
2018,11,17,1,1936351,795840,10533371,0.0756,,
2018,11,20,1,449291,184658,2364319,0.0781,,
2018,11,21,1,716661,294548,3681254,0.08,,
2018,11,22,1,847895,348485,3803169,0.0916,,
2018,11,25,1,1266495,520530,5844357,0.0891,,
2018,11,29,1,1201414,493781,5056750,0.0976,,
2018,11,38,1,166521,68440,615077,0.1113,,
2018,11,48,1,3531685,1451523,22899863,0.0634,,
2018,11,51,1,1095807,450377,7056421,0.0638,,
2018,11,55,1,1484312,610052,4829270,0.1263,,
2018,11,2,2,215188,27759,590760,0.047,,
2018,11,5,2,359949,46433,2465297,0.0188,,
2018,11,8,2,1806804,233078,4715895,0.0494,,
2018,11,9,2,1390996,179438,3019150,0.0594,,
2018,11,12,2,7002575,903332,17980787,0.0502,,
2018,11,17,2,3578774,461662,10533371,0.0438,,
2018,11,21,2,569180,73424,3681254,0.0199,,
2018,11,22,2,957216,123481,3803169,0.0325,,
2018,11,25,2,2773591,357793,5844357,0.0612,,
2018,11,29,2,1342537,173187,5056750,0.0342,,
2018,11,38,2,182788,23580,615077,0.0383,,
2018,11,41,2,1368206,176499,3509161,0.0503,,
2018,11,48,2,5323180,686690,22899863,0.03,,
2018,11,51,2,2655317,342536,7056421,0.0485,,
2018,11,55,2,1422139,183456,4829270,0.038,,
2018,11,2,3,973567,43811,590760,0.0742,,
2018,11,5,3,4380433,197120,2465297,0.08,,
2018,11,8,3,9287564,417940,4715895,0.0886,,
2018,11,9,3,4060576,182726,3019150,0.0605,,
2018,11,12,3,36681679,1650676,17980787,0.0918,,
2018,11,17,3,19827031,892216,10533371,0.0847,,
2018,11,20,3,4254687,191461,2364319,0.081,,
2018,11,21,3,5061122,227750,3681254,0.0619,,
2018,11,25,3,7966432,358489,5844357,0.0613,,
2018,11,29,3,9289531,418029,5056750,0.0827,,
2018,11,38,3,1465749,65959,615077,0.1072,,
2018,11,41,3,7385184,332333,3509161,0.0947,,
2018,11,48,3,50724282,2282593,22899863,0.0997,,
2018,11,51,3,12059464,542676,7056421,0.0769,,
2018,12,2,1,165742,68120,590760,0.1153,,
2018,12,5,1,344947,141773,2465297,0.0575,,
2018,12,8,1,1622016,666649,4715895,0.1414,,
2018,12,9,1,614817,252690,3019150,0.0837,,
2018,12,12,1,5432807,2232884,17980787,0.1242,,
2018,12,17,1,2655303,1091330,10533371,0.1036,,
2018,12,20,1,493104,202666,2364319,0.0857,,
2018,12,21,1,371157,152546,3681254,0.0414,,
2018,12,22,1,744776,306103,3803169,0.0805,,
2018,12,25,1,1718026,706108,5844357,0.1208,,
2018,12,29,1,1043505,428880,5056750,0.0848,,
2018,12,38,1,217572,89422,615077,0.1454,,
2018,12,48,1,3724451,1530749,22899863,0.0668,,
2018,12,51,1,1309657,538269,7056421,0.0763,,
2018,12,55,1,1021550,419857,4829270,0.0869,,
2018,12,2,2,225254,29058,590760,0.0492,,
2018,12,5,2,418345,53967,2465297,0.0219,,
2018,12,8,2,1988749,256549,4715895,0.0544,,
2018,12,9,2,1331032,171703,3019150,0.0569,,
2018,12,12,2,7167080,924553,17980787,0.0514,,
2018,12,17,2,3994377,515275,10533371,0.0489,,
2018,12,21,2,340984,43987,3681254,0.0119,,
2018,12,22,2,942114,121533,3803169,0.032,,
2018,12,25,2,3380994,436148,5844357,0.0746,,
2018,12,29,2,1310524,169058,5056750,0.0334,,
2018,12,38,2,207604,26781,615077,0.0435,,
2018,12,41,2,1447897,186779,3509161,0.0532,,
2018,12,48,2,5636307,727084,22899863,0.0318,,
2018,12,51,2,2642822,340924,7056421,0.0483,,
2018,12,55,2,1309617,168941,4829270,0.035,,
