State,Month,Year,Beverage,Ethanol,PerCapita,,,,,,,,
Connecticut,8,2019,Spirits,237043,7.85,,,,,,,,
Connecticut,8,2019,Wine,132489,4.39,,,,,,,,
Connecticut,8,2019,Beer,241012,7.98,,,,,,,,
Connecticut,9,2019,Spirits,257197,8.52,,,,,,,,
Connecticut,9,2019,Wine,122302,4.05,,,,,,,,
Connecticut,9,2019,Beer,188063,6.23,,,,,,,,
Connecticut,10,2019,Spirits,315674,10.46,,,,,,,,
Connecticut,10,2019,Wine,176539,5.85,,,,,,,,
Connecticut,10,2019,Beer,195592,6.48,,,,,,,,
Connecticut,11,2019,Spirits,297353,9.85,,,,,,,,
Connecticut,11,2019,Wine,177342,5.87,,,,,,,,
Connecticut,11,2019,Beer,183021,6.06,,,,,,,,
Connecticut,12,2019,Spirits,285178,9.45,,,,,,,,
Connecticut,12,2019,Wine,171714,5.69,,,,,,,,
Connecticut,12,2019,Beer,202486,6.71,,,,,,,,
Connecticut,1,2020,Spirits,269886,8.94,,,,,,,,
Connecticut,1,2020,Wine,171461,5.68,,,,,,,,
Connecticut,1,2020,Beer,193117,6.4,,,,,,,,
Connecticut,2,2020,Spirits,255098,8.45,,,,,,,,
Connecticut,2,2020,Wine,117996,3.91,,,,,,,,
Connecticut,2,2020,Beer,148211,4.91,,,,,,,,
Connecticut,3,2020,Spirits,259184,8.58,,,,,,,,
Connecticut,3,2020,Wine,162915,5.4,,,,,,,,
Connecticut,3,2020,Beer,182565,6.05,,,,,,,,
Connecticut,4,2020,Spirits,221183,7.33,,,,,,,,
Connecticut,4,2020,Wine,128637,4.26,,,,,,,,
Connecticut,4,2020,Beer,164406,5.45,,,,,,,,
Florida,1,2017,Spirits,1138752,6.43,,,,,,,,
Florida,1,2017,Wine,736068,4.15,,,,,,,,
Florida,1,2017,Beer,1359914,7.67,,,,,,,,
Florida,2,2017,Spirits,1407178,7.94,,,,,,,,
Florida,2,2017,Wine,820461,4.63,,,,,,,,
Florida,2,2017,Beer,1428161,8.06,,,,,,,,
Florida,3,2017,Spirits,1733278,9.78,,,,,,,,
Florida,3,2017,Wine,929590,5.25,,,,,,,,
Florida,3,2017,Beer,1819369,10.27,,,,,,,,
Florida,4,2017,Spirits,1323471,7.47,,,,,,,,
Florida,4,2017,Wine,769871,4.34,,,,,,,,
Florida,4,2017,Beer,1612246,9.1,,,,,,,,
Florida,5,2017,Spirits,1611285,9.09,,,,,,,,
Florida,5,2017,Wine,729941,4.12,,,,,,,,
Florida,5,2017,Beer,1732001,9.77,,,,,,,,
Florida,6,2017,Spirits,1891872,10.68,,,,,,,,
Florida,6,2017,Wine,735562,4.15,,,,,,,,
Florida,6,2017,Beer,1643452,9.27,,,,,,,,
Florida,7,2017,Spirits,1116694,6.3,,,,,,,,
Florida,7,2017,Wine,568624,3.21,,,,,,,,
Florida,7,2017,Beer,1457466,8.22,,,,,,,,
Florida,8,2017,Spirits,1394408,7.87,,,,,,,,
Florida,8,2017,Wine,754895,4.26,,,,,,,,
Florida,8,2017,Beer,1712901,9.67,,,,,,,,
Florida,9,2017,Spirits,1153296,6.51,,,,,,,,
Florida,9,2017,Wine,569997,3.22,,,,,,,,
Florida,9,2017,Beer,1462187,8.25,,,,,,,,
Florida,10,2017,Spirits,1644048,9.28,,,,,,,,
Florida,10,2017,Wine,843762,4.76,,,,,,,,
Florida,10,2017,Beer,1522546,8.59,,,,,,,,
Florida,11,2017,Spirits,1644497,9.28,,,,,,,,
Florida,11,2017,Wine,938838,5.3,,,,,,,,
Florida,11,2017,Beer,1591777,8.98,,,,,,,,
Florida,12,2017,Spirits,2326231,13.13,,,,,,,,
Florida,12,2017,Wine,904268,5.1,,,,,,,,
Florida,12,2017,Beer,1631385,9.21,,,,,,,,
Florida,1,2018,Spirits,1245453,6.93,,,,,,,,
Florida,1,2018,Wine,785126,4.37,,,,,,,,
Florida,1,2018,Beer,1388555,7.72,,,,,,,,
Florida,2,2018,Spirits,1382215,7.69,,,,,,,,
Florida,2,2018,Wine,802713,4.46,,,,,,,,
Florida,2,2018,Beer,1442754,8.02,,,,,,,,
Florida,3,2018,Spirits,1746057,9.71,,,,,,,,
Florida,3,2018,Wine,860714,4.79,,,,,,,,
Florida,3,2018,Beer,1798273,10,,,,,,,,
Florida,4,2018,Spirits,1316347,7.32,,,,,,,,
Florida,4,2018,Wine,756541,4.21,,,,,,,,
Florida,4,2018,Beer,1538907,8.56,,,,,,,,
Florida,5,2018,Spirits,1824195,10.15,,,,,,,,
Florida,5,2018,Wine,808772,4.5,,,,,,,,
Florida,5,2018,Beer,1719218,9.56,,,,,,,,
Florida,6,2018,Spirits,1872797,10.42,,,,,,,,
Florida,6,2018,Wine,682137,3.79,,,,,,,,
Florida,6,2018,Beer,1633520,9.08,,,,,,,,
Florida,7,2018,Spirits,1225551,6.82,,,,,,,,
Florida,7,2018,Wine,657749,3.66,,,,,,,,
Florida,7,2018,Beer,1513410,8.42,,,,,,,,
Florida,8,2018,Spirits,1396521,7.77,,,,,,,,
Florida,8,2018,Wine,747160,4.16,,,,,,,,
Florida,8,2018,Beer,1714860,9.54,,,,,,,,
Florida,9,2018,Spirits,1227648,6.83,,,,,,,,
Florida,9,2018,Wine,596902,3.32,,,,,,,,
Florida,9,2018,Beer,1356526,7.54,,,,,,,,
Florida,10,2018,Spirits,1668680,9.28,,,,,,,,
Florida,10,2018,Wine,848551,4.72,,,,,,,,
Florida,10,2018,Beer,1548321,8.61,,,,,,,,
Florida,11,2018,Spirits,1672826,9.3,,,,,,,,
Florida,11,2018,Wine,903332,5.02,,,,,,,,
Florida,11,2018,Beer,1650676,9.18,,,,,,,,
Florida,12,2018,Spirits,2232884,12.42,,,,,,,,
Florida,12,2018,Wine,924553,5.14,,,,,,,,
Florida,12,2018,Beer,1601217,8.91,,,,,,,,
Florida,1,2019,Spirits,1348697,7.41,,,,,,,,
Florida,1,2019,Wine,819403,4.5,,,,,,,,
Florida,1,2019,Beer,1464090,8.04,,,,,,,,
Florida,2,2019,Spirits,1433429,7.87,,,,,,,,
Florida,2,2019,Wine,819451,4.5,,,,,,,,
Florida,2,2019,Beer,1430314,7.86,,,,,,,,
Florida,3,2019,Spirits,1875541,10.3,,,,,,,,
Florida,3,2019,Wine,825764,4.54,,,,,,,,
Florida,3,2019,Beer,1725195,9.48,,,,,,,,
Florida,4,2019,Spirits,1636061,8.99,,,,,,,,
Florida,4,2019,Wine,825742,4.54,,,,,,,,
Florida,4,2019,Beer,1643040,9.02,,,,,,,,
Florida,5,2019,Spirits,1633806,8.97,,,,,,,,
Florida,5,2019,Wine,754917,4.15,,,,,,,,
Florida,5,2019,Beer,1795631,9.86,,,,,,,,
Florida,6,2019,Spirits,1857997,10.2,,,,,,,,
Florida,6,2019,Wine,679827,3.73,,,,,,,,
Florida,6,2019,Beer,1566999,8.61,,,,,,,,
Florida,7,2019,Spirits,1348207,7.4,,,,,,,,
Florida,7,2019,Wine,642137,3.53,,,,,,,,
Florida,7,2019,Beer,1611943,8.85,,,,,,,,
Florida,8,2019,Spirits,1430736,7.86,,,,,,,,
Florida,8,2019,Wine,703094,3.86,,,,,,,,
Florida,8,2019,Beer,1693331,9.3,,,,,,,,
Florida,9,2019,Spirits,1343622,7.38,,,,,,,,
Florida,9,2019,Wine,616981,3.39,,,,,,,,
Florida,9,2019,Beer,1355827,7.45,,,,,,,,
Florida,10,2019,Spirits,1807521,9.93,,,,,,,,
Florida,10,2019,Wine,861522,4.73,,,,,,,,
Florida,10,2019,Beer,1654790,9.09,,,,,,,,
Florida,11,2019,Spirits,1741210,9.56,,,,,,,,
Florida,11,2019,Wine,952212,5.23,,,,,,,,
Florida,11,2019,Beer,1557307,8.55,,,,,,,,
Florida,12,2019,Spirits,2394265,13.15,,,,,,,,
Florida,12,2019,Wine,957826,5.26,,,,,,,,
Florida,12,2019,Beer,1673678,9.19,,,,,,,,
Florida,1,2020,Spirits,1423536,7.82,,,,,,,,
Florida,1,2020,Wine,774290,4.25,,,,,,,,
Florida,1,2020,Beer,1541712,8.47,,,,,,,,
Florida,2,2020,Spirits,1531115,8.41,,,,,,,,
Florida,2,2020,Wine,898518,4.93,,,,,,,,
Florida,2,2020,Beer,1397338,7.67,,,,,,,,
Florida,3,2020,Spirits,2146372,11.79,,,,,,,,
Florida,3,2020,Wine,938888,5.16,,,,,,,,
Florida,3,2020,Beer,1753257,9.63,,,,,,,,
Florida,4,2020,Spirits,1438027,7.9,,,,,,,,
Florida,4,2020,Wine,755172,4.15,,,,,,,,
Florida,4,2020,Beer,1429488,7.85,,,,,,,,
Florida,5,2020,Spirits,1545339,8.49,,,,,,,,
Florida,5,2020,Wine,705053,3.87,,,,,,,,
Florida,5,2020,Beer,1681765,9.24,,,,,,,,
Florida,6,2020,Spirits,1980176,10.88,,,,,,,,
Florida,6,2020,Wine,767066,4.21,,,,,,,,
Florida,6,2020,Beer,1730414,9.5,,,,,,,,
Illinois,1,2017,Spirits,429348,4.07,,,,,,,,
Illinois,1,2017,Wine,272698,2.58,,,,,,,,
Illinois,1,2017,Beer,716525,6.79,,,,,,,,
Illinois,2,2017,Spirits,583291,5.53,,,,,,,,
Illinois,2,2017,Wine,333649,3.16,,,,,,,,
Illinois,2,2017,Beer,756099,7.16,,,,,,,,
Illinois,3,2017,Spirits,726247,6.88,,,,,,,,
Illinois,3,2017,Wine,387984,3.68,,,,,,,,
Illinois,3,2017,Beer,946462,8.97,,,,,,,,
Illinois,4,2017,Spirits,610879,5.79,,,,,,,,
Illinois,4,2017,Wine,348096,3.3,,,,,,,,
Illinois,4,2017,Beer,914762,8.67,,,,,,,,
Illinois,5,2017,Spirits,839733,7.95,,,,,,,,
Illinois,5,2017,Wine,412985,3.91,,,,,,,,
Illinois,5,2017,Beer,1130691,10.71,,,,,,,,
Illinois,6,2017,Spirits,969247,9.18,,,,,,,,
Illinois,6,2017,Wine,449843,4.26,,,,,,,,
Illinois,6,2017,Beer,1258559,11.92,,,,,,,,
Illinois,7,2017,Spirits,511665,4.85,,,,,,,,
Illinois,7,2017,Wine,313436,2.97,,,,,,,,
Illinois,7,2017,Beer,962817,9.12,,,,,,,,
Illinois,8,2017,Spirits,752971,7.13,,,,,,,,
Illinois,8,2017,Wine,435978,4.13,,,,,,,,
Illinois,8,2017,Beer,1201127,11.38,,,,,,,,
Illinois,9,2017,Spirits,666299,6.31,,,,,,,,
Illinois,9,2017,Wine,347116,3.29,,,,,,,,
Illinois,9,2017,Beer,963893,9.13,,,,,,,,
Illinois,10,2017,Spirits,779086,7.38,,,,,,,,
Illinois,10,2017,Wine,422007,4,,,,,,,,
Illinois,10,2017,Beer,916924,8.69,,,,,,,,
Illinois,11,2017,Spirits,831533,7.88,,,,,,,,
Illinois,11,2017,Wine,478465,4.53,,,,,,,,
Illinois,11,2017,Beer,904517,8.57,,,,,,,,
Illinois,12,2017,Spirits,1094431,10.37,,,,,,,,
Illinois,12,2017,Wine,538400,5.1,,,,,,,,
Illinois,12,2017,Beer,930655,8.82,,,,,,,,
Illinois,1,2018,Spirits,463274,4.4,,,,,,,,
Illinois,1,2018,Wine,293673,2.79,,,,,,,,
Illinois,1,2018,Beer,733135,6.96,,,,,,,,
Illinois,2,2018,Spirits,597226,5.67,,,,,,,,
Illinois,2,2018,Wine,348200,3.31,,,,,,,,
Illinois,2,2018,Beer,713107,6.77,,,,,,,,
Illinois,3,2018,Spirits,717139,6.81,,,,,,,,
Illinois,3,2018,Wine,366587,3.48,,,,,,,,
Illinois,3,2018,Beer,910718,8.65,,,,,,,,
Illinois,4,2018,Spirits,644336,6.12,,,,,,,,
Illinois,4,2018,Wine,353790,3.36,,,,,,,,
Illinois,4,2018,Beer,837870,7.95,,,,,,,,
Illinois,5,2018,Spirits,865775,8.22,,,,,,,,
Illinois,5,2018,Wine,443319,4.21,,,,,,,,
Illinois,5,2018,Beer,1218440,11.57,,,,,,,,
Illinois,6,2018,Spirits,945653,8.98,,,,,,,,
Illinois,6,2018,Wine,427060,4.05,,,,,,,,
Illinois,6,2018,Beer,1139716,10.82,,,,,,,,
Illinois,7,2018,Spirits,634204,6.02,,,,,,,,
Illinois,7,2018,Wine,359585,3.41,,,,,,,,
Illinois,7,2018,Beer,1030855,9.79,,,,,,,,
Illinois,8,2018,Spirits,761748,7.23,,,,,,,,
Illinois,8,2018,Wine,420716,3.99,,,,,,,,
Illinois,8,2018,Beer,1211993,11.51,,,,,,,,
Illinois,9,2018,Spirits,638557,6.06,,,,,,,,
Illinois,9,2018,Wine,328185,3.12,,,,,,,,
Illinois,9,2018,Beer,898731,8.53,,,,,,,,
Illinois,10,2018,Spirits,838175,7.96,,,,,,,,
Illinois,10,2018,Wine,452557,4.3,,,,,,,,
Illinois,10,2018,Beer,883372,8.39,,,,,,,,
Illinois,11,2018,Spirits,795840,7.56,,,,,,,,
Illinois,11,2018,Wine,461662,4.38,,,,,,,,
Illinois,11,2018,Beer,892216,8.47,,,,,,,,
Illinois,12,2018,Spirits,1091330,10.36,,,,,,,,
Illinois,12,2018,Wine,515275,4.89,,,,,,,,
Illinois,12,2018,Beer,932724,8.85,,,,,,,,
Illinois,1,2019,Spirits,461071,4.39,,,,,,,,
Illinois,1,2019,Wine,272966,2.6,,,,,,,,
Illinois,1,2019,Beer,704294,6.7,,,,,,,,
Illinois,2,2019,Spirits,634484,6.04,,,,,,,,
Illinois,2,2019,Wine,355060,3.38,,,,,,,,
Illinois,2,2019,Beer,731374,6.96,,,,,,,,
Illinois,3,2019,Spirits,715210,6.8,,,,,,,,
Illinois,3,2019,Wine,353356,3.36,,,,,,,,
Illinois,3,2019,Beer,831161,7.91,,,,,,,,
Illinois,4,2019,Spirits,725139,6.9,,,,,,,,
Illinois,4,2019,Wine,388191,3.69,,,,,,,,
Illinois,4,2019,Beer,919214,8.74,,,,,,,,
Illinois,5,2019,Spirits,829945,7.89,,,,,,,,
Illinois,5,2019,Wine,421464,4.01,,,,,,,,
Illinois,5,2019,Beer,1113209,10.59,,,,,,,,
Illinois,6,2019,Spirits,963302,9.16,,,,,,,,
Illinois,6,2019,Wine,430018,4.09,,,,,,,,
Illinois,6,2019,Beer,1059736,10.08,,,,,,,,
Illinois,7,2019,Spirits,651884,6.2,,,,,,,,
Illinois,7,2019,Wine,371423,3.53,,,,,,,,
Illinois,7,2019,Beer,1127111,10.72,,,,,,,,
Illinois,8,2019,Spirits,746568,7.1,,,,,,,,
Illinois,8,2019,Wine,385740,3.67,,,,,,,,
Illinois,8,2019,Beer,1158183,11.02,,,,,,,,
Illinois,9,2019,Spirits,723677,6.88,,,,,,,,
Illinois,9,2019,Wine,363524,3.46,,,,,,,,
Illinois,9,2019,Beer,886170,8.43,,,,,,,,
Illinois,10,2019,Spirits,852140,8.11,,,,,,,,
Illinois,10,2019,Wine,466298,4.44,,,,,,,,
Illinois,10,2019,Beer,938287,8.93,,,,,,,,
Illinois,11,2019,Spirits,787673,7.49,,,,,,,,
Illinois,11,2019,Wine,435762,4.15,,,,,,,,
Illinois,11,2019,Beer,859161,8.17,,,,,,,,
Illinois,12,2019,Spirits,1107279,10.53,,,,,,,,
Illinois,12,2019,Wine,551701,5.25,,,,,,,,
Illinois,12,2019,Beer,952960,9.07,,,,,,,,
Illinois,1,2020,Spirits,528950,5.03,,,,,,,,
Illinois,1,2020,Wine,303220,2.88,,,,,,,,
Illinois,1,2020,Beer,778366,7.4,,,,,,,,
Illinois,2,2020,Spirits,654331,6.22,,,,,,,,
Illinois,2,2020,Wine,342189,3.26,,,,,,,,
Illinois,2,2020,Beer,653075,6.21,,,,,,,,
Illinois,3,2020,Spirits,755154,7.18,,,,,,,,
Illinois,3,2020,Wine,408585,3.89,,,,,,,,
Illinois,3,2020,Beer,857698,8.16,,,,,,,,
Illinois,4,2020,Spirits,663382,6.31,,,,,,,,
Illinois,4,2020,Wine,393602,3.74,,,,,,,,
Illinois,4,2020,Beer,819741,7.8,,,,,,,,
Illinois,5,2020,Spirits,769949,7.32,,,,,,,,
Illinois,5,2020,Wine,388939,3.7,,,,,,,,
Illinois,5,2020,Beer,991072,9.43,,,,,,,,
Illinois,6,2020,Spirits,878915,8.36,,,,,,,,
Illinois,6,2020,Wine,428974,4.08,,,,,,,,
Illinois,6,2020,Beer,1145954,10.9,,,,,,,,
Kansas,1,2017,Spirits,159884,6.79,,,,,,,,
Kansas,1,2017,Beer,187831,7.97,,,,,,,,
Kansas,2,2017,Spirits,132492,5.62,,,,,,,,
Kansas,2,2017,Beer,174181,7.39,,,,,,,,
Kansas,3,2017,Spirits,141872,6.02,,,,,,,,
Kansas,3,2017,Beer,175160,7.43,,,,,,,,
Kansas,4,2017,Spirits,162154,6.88,,,,,,,,
Kansas,4,2017,Beer,216671,9.2,,,,,,,,
Kansas,5,2017,Spirits,141906,6.02,,,,,,,,
Kansas,5,2017,Beer,190116,8.07,,,,,,,,
Kansas,6,2017,Spirits,155343,6.59,,,,,,,,
Kansas,6,2017,Beer,208317,8.84,,,,,,,,
Kansas,7,2017,Spirits,186782,7.93,,,,,,,,
Kansas,7,2017,Beer,257021,10.91,,,,,,,,
Kansas,8,2017,Spirits,121346,5.15,,,,,,,,
Kansas,8,2017,Beer,211730,8.99,,,,,,,,
Kansas,9,2017,Spirits,159951,6.79,,,,,,,,
Kansas,9,2017,Beer,244159,10.36,,,,,,,,
Kansas,10,2017,Spirits,140614,5.97,,,,,,,,
Kansas,10,2017,Beer,194037,8.24,,,,,,,,
Kansas,11,2017,Spirits,219415,9.31,,,,,,,,
Kansas,11,2017,Beer,166509,7.07,,,,,,,,
Kansas,12,2017,Spirits,169481,7.19,,,,,,,,
Kansas,12,2017,Beer,200457,8.51,,,,,,,,
Kansas,1,2018,Spirits,126814,5.36,,,,,,,,
Kansas,1,2018,Beer,156936,6.64,,,,,,,,
Kansas,2,2018,Spirits,129087,5.46,,,,,,,,
Kansas,2,2018,Beer,176439,7.46,,,,,,,,
Kansas,3,2018,Spirits,133325,5.64,,,,,,,,
Kansas,3,2018,Beer,147313,6.23,,,,,,,,
Kansas,4,2018,Spirits,146159,6.18,,,,,,,,
Kansas,4,2018,Beer,206517,8.73,,,,,,,,
Kansas,5,2018,Spirits,156821,6.63,,,,,,,,
Kansas,5,2018,Beer,190342,8.05,,,,,,,,
Kansas,6,2018,Spirits,168734,7.14,,,,,,,,
Kansas,6,2018,Beer,226461,9.58,,,,,,,,
Kansas,7,2018,Spirits,179989,7.61,,,,,,,,
Kansas,7,2018,Beer,245223,10.37,,,,,,,,
Kansas,8,2018,Spirits,136382,5.77,,,,,,,,
Kansas,8,2018,Beer,229238,9.7,,,,,,,,
Kansas,9,2018,Spirits,156393,6.61,,,,,,,,
Kansas,9,2018,Beer,236687,10.01,,,,,,,,
Kansas,10,2018,Spirits,154929,6.55,,,,,,,,
Kansas,10,2018,Beer,160259,6.78,,,,,,,,
Kansas,11,2018,Spirits,184658,7.81,,,,,,,,
Kansas,11,2018,Beer,191461,8.1,,,,,,,,
Kansas,12,2018,Spirits,202666,8.57,,,,,,,,
Kansas,12,2018,Beer,162409,6.87,,,,,,,,
Kansas,1,2019,Spirits,166160,7.01,,,,,,,,
Kansas,1,2019,Beer,164025,6.92,,,,,,,,
Kansas,2,2019,Spirits,153918,6.49,,,,,,,,
Kansas,2,2019,Beer,181808,7.67,,,,,,,,
Kansas,3,2019,Spirits,142960,6.03,,,,,,,,
Kansas,3,2019,Beer,143606,6.06,,,,,,,,
Kansas,4,2019,Spirits,157033,6.62,,,,,,,,
Kansas,4,2019,Beer,215579,9.09,,,,,,,,
Kansas,5,2019,Spirits,177983,7.51,,,,,,,,
Kansas,5,2019,Beer,210334,8.87,,,,,,,,
Kansas,6,2019,Spirits,183597,7.74,,,,,,,,
Kansas,6,2019,Beer,231590,9.77,,,,,,,,
Kansas,7,2019,Spirits,130942,5.52,,,,,,,,
Kansas,7,2019,Beer,226334,9.54,,,,,,,,
Kansas,8,2019,Spirits,139860,5.9,,,,,,,,
Kansas,8,2019,Beer,223648,9.43,,,,,,,,
Kansas,9,2019,Spirits,149008,6.28,,,,,,,,
Kansas,9,2019,Beer,249469,10.52,,,,,,,,
Kansas,10,2019,Spirits,179878,7.59,,,,,,,,
Kansas,10,2019,Beer,193769,8.17,,,,,,,,
Kansas,11,2019,Spirits,192258,8.11,,,,,,,,
Kansas,11,2019,Beer,201894,8.51,,,,,,,,
Kansas,12,2019,Spirits,168627,7.11,,,,,,,,
Kansas,12,2019,Beer,169854,7.16,,,,,,,,
Kansas,1,2020,Spirits,147040,6.2,,,,,,,,
Kansas,1,2020,Beer,190078,8.02,,,,,,,,
Kansas,2,2020,Spirits,135840,5.73,,,,,,,,
Kansas,2,2020,Beer,206563,8.71,,,,,,,,
Kansas,3,2020,Spirits,172643,7.28,,,,,,,,
Kansas,3,2020,Beer,172777,7.29,,,,,,,,
Kansas,4,2020,Spirits,179460,7.57,,,,,,,,
Kansas,4,2020,Beer,183760,7.75,,,,,,,,
Kansas,5,2020,Spirits,145632,6.14,,,,,,,,
Kansas,5,2020,Beer,215525,9.09,,,,,,,,
Kansas,6,2020,Spirits,173307,7.31,,,,,,,,
Kansas,6,2020,Beer,253615,10.69,,,,,,,,
Kentucky,1,2017,Spirits,320233,8.72,,,,,,,,
Kentucky,1,2017,Wine,95011,2.59,,,,,,,,
Kentucky,1,2017,Beer,268180,7.31,,,,,,,,
Kentucky,2,2017,Spirits,108053,2.94,,,,,,,,
Kentucky,2,2017,Wine,31556,0.86,,,,,,,,
Kentucky,2,2017,Beer,204005,5.56,,,,,,,,
Kentucky,3,2017,Spirits,279932,7.63,,,,,,,,
Kentucky,3,2017,Wine,41329,1.13,,,,,,,,
Kentucky,3,2017,Beer,282885,7.71,,,,,,,,
Kentucky,4,2017,Spirits,259637,7.07,,,,,,,,
Kentucky,4,2017,Wine,67491,1.84,,,,,,,,
Kentucky,4,2017,Beer,301052,8.2,,,,,,,,
Kentucky,5,2017,Spirits,235849,6.43,,,,,,,,
Kentucky,5,2017,Wine,64019,1.74,,,,,,,,
Kentucky,5,2017,Beer,269277,7.34,,,,,,,,
Kentucky,6,2017,Spirits,267204,7.28,,,,,,,,
Kentucky,6,2017,Wine,68487,1.87,,,,,,,,
Kentucky,6,2017,Beer,322695,8.79,,,,,,,,
Kentucky,7,2017,Spirits,283521,7.72,,,,,,,,
Kentucky,7,2017,Wine,69670,1.9,,,,,,,,
Kentucky,7,2017,Beer,349029,9.51,,,,,,,,
Kentucky,8,2017,Spirits,221830,6.04,,,,,,,,
Kentucky,8,2017,Wine,54267,1.48,,,,,,,,
Kentucky,8,2017,Beer,285049,7.77,,,,,,,,
Kentucky,9,2017,Spirits,253002,6.89,,,,,,,,
Kentucky,9,2017,Wine,68244,1.86,,,,,,,,
Kentucky,9,2017,Beer,358923,9.78,,,,,,,,
Kentucky,10,2017,Spirits,243856,6.64,,,,,,,,
Kentucky,10,2017,Wine,60213,1.64,,,,,,,,
Kentucky,10,2017,Beer,280657,7.65,,,,,,,,
Kentucky,11,2017,Spirits,264160,7.2,,,,,,,,
Kentucky,11,2017,Wine,67967,1.85,,,,,,,,
Kentucky,11,2017,Beer,282331,7.69,,,,,,,,
Kentucky,12,2017,Spirits,274670,7.48,,,,,,,,
Kentucky,12,2017,Wine,78083,2.13,,,,,,,,
Kentucky,12,2017,Beer,261359,7.12,,,,,,,,
Kentucky,1,2018,Spirits,314303,8.54,,,,,,,,
Kentucky,1,2018,Wine,95200,2.59,,,,,,,,
Kentucky,1,2018,Beer,234887,6.38,,,,,,,,
Kentucky,2,2018,Spirits,190798,5.18,,,,,,,,
Kentucky,2,2018,Wine,55356,1.5,,,,,,,,
Kentucky,2,2018,Beer,192433,5.23,,,,,,,,
Kentucky,3,2018,Spirits,206118,5.6,,,,,,,,
Kentucky,3,2018,Wine,56260,1.53,,,,,,,,
Kentucky,3,2018,Beer,272417,7.4,,,,,,,,
Kentucky,4,2018,Spirits,270585,7.35,,,,,,,,
Kentucky,4,2018,Wine,64681,1.76,,,,,,,,
Kentucky,4,2018,Beer,294142,7.99,,,,,,,,
Kentucky,5,2018,Spirits,260609,7.08,,,,,,,,
Kentucky,5,2018,Wine,70075,1.9,,,,,,,,
Kentucky,5,2018,Beer,273489,7.43,,,,,,,,
Kentucky,6,2018,Spirits,275082,7.47,,,,,,,,
Kentucky,6,2018,Wine,76669,2.08,,,,,,,,
Kentucky,6,2018,Beer,301800,8.2,,,,,,,,
Kentucky,7,2018,Spirits,299499,8.14,,,,,,,,
Kentucky,7,2018,Wine,65539,1.78,,,,,,,,
Kentucky,7,2018,Beer,322188,8.75,,,,,,,,
Kentucky,8,2018,Spirits,216625,5.88,,,,,,,,
Kentucky,8,2018,Wine,57382,1.56,,,,,,,,
Kentucky,8,2018,Beer,309184,8.4,,,,,,,,
Kentucky,9,2018,Spirits,268281,7.29,,,,,,,,
Kentucky,9,2018,Wine,75624,2.05,,,,,,,,
Kentucky,9,2018,Beer,342696,9.31,,,,,,,,
Kentucky,10,2018,Spirits,236191,6.42,,,,,,,,
Kentucky,10,2018,Wine,59837,1.63,,,,,,,,
Kentucky,10,2018,Beer,256409,6.97,,,,,,,,
Kentucky,11,2018,Spirits,294548,8,,,,,,,,
Kentucky,11,2018,Wine,73424,1.99,,,,,,,,
Kentucky,11,2018,Beer,227750,6.19,,,,,,,,
Kentucky,12,2018,Spirits,152546,4.14,,,,,,,,
Kentucky,12,2018,Wine,43987,1.19,,,,,,,,
Kentucky,12,2018,Beer,400536,10.88,,,,,,,,
Kentucky,1,2019,Spirits,457488,12.39,,,,,,,,
Kentucky,1,2019,Wine,123374,3.34,,,,,,,,
Kentucky,1,2019,Beer,222807,6.04,,,,,,,,
Kentucky,2,2019,Spirits,198360,5.37,,,,,,,,
Kentucky,2,2019,Wine,56040,1.52,,,,,,,,
Kentucky,2,2019,Beer,114295,3.1,,,,,,,,
Kentucky,3,2019,Spirits,216031,5.85,,,,,,,,
Kentucky,3,2019,Wine,60431,1.64,,,,,,,,
Kentucky,3,2019,Beer,243751,6.6,,,,,,,,
Kentucky,4,2019,Spirits,265682,7.2,,,,,,,,
Kentucky,4,2019,Wine,57272,1.55,,,,,,,,
Kentucky,4,2019,Beer,298141,8.08,,,,,,,,
Kentucky,5,2019,Spirits,282910,7.66,,,,,,,,
Kentucky,5,2019,Wine,70605,1.91,,,,,,,,
Kentucky,5,2019,Beer,308090,8.35,,,,,,,,
Kentucky,6,2019,Spirits,270670,7.33,,,,,,,,
Kentucky,6,2019,Wine,67636,1.83,,,,,,,,
Kentucky,6,2019,Beer,238009,6.45,,,,,,,,
Kentucky,7,2019,Spirits,315789,8.55,,,,,,,,
Kentucky,7,2019,Wine,72031,1.95,,,,,,,,
Kentucky,7,2019,Beer,372029,10.08,,,,,,,,
Kentucky,8,2019,Spirits,254144,6.88,,,,,,,,
Kentucky,8,2019,Wine,53377,1.45,,,,,,,,
Kentucky,8,2019,Beer,310418,8.41,,,,,,,,
Kentucky,9,2019,Spirits,141255,3.83,,,,,,,,
Kentucky,9,2019,Wine,42904,1.16,,,,,,,,
Kentucky,9,2019,Beer,218540,5.92,,,,,,,,
Kentucky,10,2019,Spirits,394610,10.69,,,,,,,,
Kentucky,10,2019,Wine,88101,2.39,,,,,,,,
Kentucky,10,2019,Beer,313791,8.5,,,,,,,,
Kentucky,11,2019,Spirits,303697,8.23,,,,,,,,
Kentucky,11,2019,Wine,74892,2.03,,,,,,,,
Kentucky,11,2019,Beer,350040,9.48,,,,,,,,
Kentucky,12,2019,Spirits,274656,7.44,,,,,,,,
Kentucky,12,2019,Wine,72609,1.97,,,,,,,,
Kentucky,12,2019,Beer,259000,7.02,,,,,,,,
Kentucky,1,2020,Spirits,376194,10.19,,,,,,,,
