State,Month,Year,Beverage,Ethanol,PerCapita,,,,,,,,
North Dakota,12,2019,Beer,71188,11.52,,,,,,,,
North Dakota,1,2020,Spirits,52687,8.53,,,,,,,,
North Dakota,1,2020,Wine,11672,1.89,,,,,,,,
North Dakota,1,2020,Beer,72234,11.69,,,,,,,,
North Dakota,2,2020,Spirits,60399,9.78,,,,,,,,
North Dakota,2,2020,Wine,12508,2.02,,,,,,,,
North Dakota,2,2020,Beer,63119,10.22,,,,,,,,
North Dakota,3,2020,Spirits,83385,13.5,,,,,,,,
North Dakota,3,2020,Wine,17478,2.83,,,,,,,,
North Dakota,3,2020,Beer,72420,11.72,,,,,,,,
North Dakota,4,2020,Spirits,65180,10.55,,,,,,,,
North Dakota,4,2020,Wine,17235,2.79,,,,,,,,
North Dakota,4,2020,Beer,74846,12.11,,,,,,,,
North Dakota,5,2020,Spirits,70335,11.38,,,,,,,,
North Dakota,5,2020,Wine,14775,2.39,,,,,,,,
North Dakota,5,2020,Beer,75065,12.15,,,,,,,,
North Dakota,6,2020,Spirits,96115,15.56,,,,,,,,
North Dakota,6,2020,Wine,18461,2.99,,,,,,,,
North Dakota,6,2020,Beer,94113,15.23,,,,,,,,
Oregon,1,2017,Wine,190443,5.49,,,,,,,,
Oregon,1,2017,Beer,273318,7.88,,,,,,,,
Oregon,2,2017,Wine,140055,4.04,,,,,,,,
Oregon,2,2017,Beer,295260,8.51,,,,,,,,
Oregon,3,2017,Wine,165787,4.78,,,,,,,,
Oregon,3,2017,Beer,315050,9.08,,,,,,,,
Oregon,4,2017,Wine,188184,5.43,,,,,,,,
Oregon,4,2017,Beer,402710,11.61,,,,,,,,
Oregon,5,2017,Wine,143717,4.14,,,,,,,,
Oregon,5,2017,Beer,324285,9.35,,,,,,,,
Oregon,6,2017,Wine,163274,4.71,,,,,,,,
Oregon,6,2017,Beer,401254,11.57,,,,,,,,
Oregon,7,2017,Wine,192560,5.55,,,,,,,,
Oregon,7,2017,Beer,439054,12.66,,,,,,,,
Oregon,8,2017,Wine,148148,4.27,,,,,,,,
Oregon,8,2017,Beer,418496,12.07,,,,,,,,
Oregon,9,2017,Wine,193355,5.57,,,,,,,,
Oregon,9,2017,Beer,440503,12.7,,,,,,,,
Oregon,10,2017,Wine,176197,5.08,,,,,,,,
Oregon,10,2017,Beer,372451,10.74,,,,,,,,
Oregon,11,2017,Wine,175320,5.05,,,,,,,,
Oregon,11,2017,Beer,302802,8.73,,,,,,,,
Oregon,12,2017,Wine,181188,5.22,,,,,,,,
Oregon,12,2017,Beer,308905,8.91,,,,,,,,
Oregon,1,2018,Wine,168784,4.81,,,,,,,,
Oregon,1,2018,Beer,268267,7.64,,,,,,,,
Oregon,2,2018,Wine,154155,4.39,,,,,,,,
Oregon,2,2018,Beer,322851,9.2,,,,,,,,
Oregon,3,2018,Wine,127673,3.64,,,,,,,,
Oregon,3,2018,Beer,262640,7.48,,,,,,,,
Oregon,4,2018,Wine,174684,4.98,,,,,,,,
Oregon,4,2018,Beer,302196,8.61,,,,,,,,
Oregon,5,2018,Wine,147592,4.21,,,,,,,,
Oregon,5,2018,Beer,374295,10.67,,,,,,,,
Oregon,6,2018,Wine,158248,4.51,,,,,,,,
Oregon,6,2018,Beer,398961,11.37,,,,,,,,
Oregon,7,2018,Wine,189248,5.39,,,,,,,,
Oregon,7,2018,Beer,475655,13.55,,,,,,,,
Oregon,8,2018,Wine,165248,4.71,,,,,,,,
Oregon,8,2018,Beer,434370,12.38,,,,,,,,
Oregon,9,2018,Wine,218829,6.24,,,,,,,,
Oregon,9,2018,Beer,415349,11.84,,,,,,,,
Oregon,10,2018,Wine,163560,4.66,,,,,,,,
Oregon,10,2018,Beer,360942,10.29,,,,,,,,
Oregon,11,2018,Wine,176499,5.03,,,,,,,,
Oregon,11,2018,Beer,332333,9.47,,,,,,,,
Oregon,12,2018,Wine,186779,5.32,,,,,,,,
Oregon,12,2018,Beer,299804,8.54,,,,,,,,
Oregon,1,2019,Wine,195813,5.52,,,,,,,,
Oregon,1,2019,Beer,306465,8.64,,,,,,,,
Oregon,2,2019,Wine,148140,4.18,,,,,,,,
Oregon,2,2019,Beer,292047,8.23,,,,,,,,
Oregon,3,2019,Wine,103744,2.92,,,,,,,,
Oregon,3,2019,Beer,293098,8.26,,,,,,,,
Oregon,4,2019,Wine,232087,6.54,,,,,,,,
Oregon,4,2019,Beer,329985,9.3,,,,,,,,
Oregon,5,2019,Wine,165450,4.66,,,,,,,,
Oregon,5,2019,Beer,393905,11.1,,,,,,,,
Oregon,6,2019,Wine,105953,2.99,,,,,,,,
Oregon,6,2019,Beer,394097,11.11,,,,,,,,
Oregon,7,2019,Wine,193244,5.45,,,,,,,,
Oregon,7,2019,Beer,403963,11.39,,,,,,,,
Oregon,8,2019,Wine,197369,5.56,,,,,,,,
Oregon,8,2019,Beer,323527,9.12,,,,,,,,
Oregon,9,2019,Wine,180984,5.1,,,,,,,,
Oregon,9,2019,Beer,432152,12.18,,,,,,,,
Oregon,10,2019,Wine,182489,5.14,,,,,,,,
Oregon,10,2019,Beer,337978,9.53,,,,,,,,
Oregon,11,2019,Wine,150200,4.23,,,,,,,,
Oregon,11,2019,Beer,311962,8.79,,,,,,,,
Oregon,12,2019,Wine,174740,4.93,,,,,,,,
Oregon,12,2019,Beer,307802,8.68,,,,,,,,
Oregon,1,2020,Wine,195733,5.52,,,,,,,,
Oregon,1,2020,Beer,272988,7.7,,,,,,,,
Oregon,2,2020,Wine,160589,4.53,,,,,,,,
Oregon,2,2020,Beer,307897,8.68,,,,,,,,
Oregon,3,2020,Wine,122928,3.47,,,,,,,,
Oregon,3,2020,Beer,210071,5.92,,,,,,,,
Oregon,4,2020,Wine,181577,5.12,,,,,,,,
Oregon,4,2020,Beer,317276,8.94,,,,,,,,
Oregon,5,2020,Wine,165181,4.66,,,,,,,,
Oregon,5,2020,Beer,366271,10.32,,,,,,,,
Oregon,6,2020,Wine,155041,4.37,,,,,,,,
Oregon,6,2020,Beer,358648,10.11,,,,,,,,
Texas,1,2017,Spirits,1701992,7.54,,,,,,,,
Texas,1,2017,Wine,776833,3.44,,,,,,,,
Texas,1,2017,Beer,2367432,10.49,,,,,,,,
Texas,2,2017,Spirits,1218903,5.4,,,,,,,,
Texas,2,2017,Wine,690589,3.06,,,,,,,,
Texas,2,2017,Beer,1813147,8.03,,,,,,,,
Texas,3,2017,Spirits,1066977,4.73,,,,,,,,
Texas,3,2017,Wine,600989,2.66,,,,,,,,
Texas,3,2017,Beer,1927873,8.54,,,,,,,,
Texas,4,2017,Spirits,1278104,5.66,,,,,,,,
Texas,4,2017,Wine,642837,2.85,,,,,,,,
Texas,4,2017,Beer,2519299,11.16,,,,,,,,
Texas,5,2017,Spirits,1340708,5.94,,,,,,,,
Texas,5,2017,Wine,589272,2.61,,,,,,,,
Texas,5,2017,Beer,2230238,9.88,,,,,,,,
Texas,6,2017,Spirits,1325485,5.87,,,,,,,,
Texas,6,2017,Wine,646676,2.86,,,,,,,,
Texas,6,2017,Beer,2809416,12.45,,,,,,,,
Texas,7,2017,Spirits,1379418,6.11,,,,,,,,
Texas,7,2017,Wine,658789,2.92,,,,,,,,
Texas,7,2017,Beer,2710401,12.01,,,,,,,,
Texas,8,2017,Spirits,1292062,5.72,,,,,,,,
Texas,8,2017,Wine,646534,2.86,,,,,,,,
Texas,8,2017,Beer,2241990,9.93,,,,,,,,
Texas,9,2017,Spirits,1102812,4.89,,,,,,,,
Texas,9,2017,Wine,612875,2.72,,,,,,,,
Texas,9,2017,Beer,2556785,11.33,,,,,,,,
Texas,10,2017,Spirits,1383565,6.13,,,,,,,,
Texas,10,2017,Wine,613728,2.72,,,,,,,,
Texas,10,2017,Beer,2362853,10.47,,,,,,,,
Texas,11,2017,Spirits,1324361,5.87,,,,,,,,
Texas,11,2017,Wine,732391,3.24,,,,,,,,
Texas,11,2017,Beer,2316102,10.26,,,,,,,,
Texas,12,2017,Spirits,1861099,8.25,,,,,,,,
Texas,12,2017,Wine,731395,3.24,,,,,,,,
Texas,12,2017,Beer,2765874,12.25,,,,,,,,
Texas,1,2018,Spirits,1612663,7.04,,,,,,,,
Texas,1,2018,Wine,751321,3.28,,,,,,,,
Texas,1,2018,Beer,2246276,9.81,,,,,,,,
Texas,2,2018,Spirits,1269036,5.54,,,,,,,,
Texas,2,2018,Wine,589946,2.58,,,,,,,,
Texas,2,2018,Beer,1809564,7.9,,,,,,,,
Texas,3,2018,Spirits,1145236,5,,,,,,,,
Texas,3,2018,Wine,604651,2.64,,,,,,,,
Texas,3,2018,Beer,1849673,8.08,,,,,,,,
Texas,4,2018,Spirits,1414306,6.18,,,,,,,,
Texas,4,2018,Wine,658024,2.87,,,,,,,,
Texas,4,2018,Beer,2498038,10.91,,,,,,,,
Texas,5,2018,Spirits,1260304,5.5,,,,,,,,
Texas,5,2018,Wine,579693,2.53,,,,,,,,
Texas,5,2018,Beer,2228984,9.73,,,,,,,,
Texas,6,2018,Spirits,1409959,6.16,,,,,,,,
Texas,6,2018,Wine,679261,2.97,,,,,,,,
Texas,6,2018,Beer,2843558,12.42,,,,,,,,
Texas,7,2018,Spirits,1317201,5.75,,,,,,,,
Texas,7,2018,Wine,645022,2.82,,,,,,,,
Texas,7,2018,Beer,2574407,11.24,,,,,,,,
Texas,8,2018,Spirits,1399548,6.11,,,,,,,,
Texas,8,2018,Wine,623198,2.72,,,,,,,,
Texas,8,2018,Beer,2417560,10.56,,,,,,,,
Texas,9,2018,Spirits,1240433,5.42,,,,,,,,
Texas,9,2018,Wine,670923,2.93,,,,,,,,
Texas,9,2018,Beer,2697851,11.78,,,,,,,,
Texas,10,2018,Spirits,1170894,5.11,,,,,,,,
Texas,10,2018,Wine,561690,2.45,,,,,,,,
Texas,10,2018,Beer,2107030,9.2,,,,,,,,
Texas,11,2018,Spirits,1451523,6.34,,,,,,,,
Texas,11,2018,Wine,686690,3,,,,,,,,
Texas,11,2018,Beer,2282593,9.97,,,,,,,,
Texas,12,2018,Spirits,1530749,6.68,,,,,,,,
Texas,12,2018,Wine,727084,3.18,,,,,,,,
Texas,12,2018,Beer,2259871,9.87,,,,,,,,
Texas,1,2019,Spirits,1776694,7.64,,,,,,,,
Texas,1,2019,Wine,768781,3.31,,,,,,,,
Texas,1,2019,Beer,2317403,9.96,,,,,,,,
Texas,2,2019,Spirits,1371692,5.9,,,,,,,,
Texas,2,2019,Wine,581968,2.5,,,,,,,,
Texas,2,2019,Beer,1965981,8.45,,,,,,,,
Texas,3,2019,Spirits,1231361,5.29,,,,,,,,
Texas,3,2019,Wine,591739,2.54,,,,,,,,
Texas,3,2019,Beer,1839722,7.91,,,,,,,,
Texas,4,2019,Spirits,1274917,5.48,,,,,,,,
Texas,4,2019,Wine,604070,2.6,,,,,,,,
Texas,4,2019,Beer,2236446,9.62,,,,,,,,
Texas,5,2019,Spirits,1523221,6.55,,,,,,,,
Texas,5,2019,Wine,636862,2.74,,,,,,,,
Texas,5,2019,Beer,2410456,10.36,,,,,,,,
Texas,6,2019,Spirits,1601362,6.89,,,,,,,,
Texas,6,2019,Wine,658975,2.83,,,,,,,,
Texas,6,2019,Beer,2698772,11.6,,,,,,,,
Texas,7,2019,Spirits,1322515,5.69,,,,,,,,
Texas,7,2019,Wine,628923,2.7,,,,,,,,
Texas,7,2019,Beer,2467091,10.61,,,,,,,,
Texas,8,2019,Spirits,1510820,6.5,,,,,,,,
Texas,8,2019,Wine,626910,2.7,,,,,,,,
Texas,8,2019,Beer,2560469,11.01,,,,,,,,
Texas,9,2019,Spirits,1316911,5.66,,,,,,,,
Texas,9,2019,Wine,643566,2.77,,,,,,,,
Texas,9,2019,Beer,2693362,11.58,,,,,,,,
Texas,10,2019,Spirits,1252118,5.38,,,,,,,,
Texas,10,2019,Wine,552957,2.38,,,,,,,,
Texas,10,2019,Beer,2209808,9.5,,,,,,,,
Texas,11,2019,Spirits,1518519,6.53,,,,,,,,
Texas,11,2019,Wine,656519,2.82,,,,,,,,
Texas,11,2019,Beer,2482509,10.67,,,,,,,,
Texas,12,2019,Spirits,1547600,6.65,,,,,,,,
Texas,12,2019,Wine,703307,3.02,,,,,,,,
Texas,12,2019,Beer,2192640,9.43,,,,,,,,
Texas,1,2020,Spirits,1913050,8.23,,,,,,,,
Texas,1,2020,Wine,815334,3.51,,,,,,,,
Texas,1,2020,Beer,2482631,10.67,,,,,,,,
Texas,2,2020,Spirits,1364960,5.87,,,,,,,,
Texas,2,2020,Wine,593730,2.55,,,,,,,,
Texas,2,2020,Beer,2024152,8.7,,,,,,,,
Texas,3,2020,Spirits,1288178,5.54,,,,,,,,
Texas,3,2020,Wine,602944,2.59,,,,,,,,
Texas,3,2020,Beer,1635992,7.03,,,,,,,,
Texas,4,2020,Spirits,1519441,6.53,,,,,,,,
Texas,4,2020,Wine,744306,3.2,,,,,,,,
Texas,4,2020,Beer,2608016,11.21,,,,,,,,
Texas,5,2020,Spirits,1605685,6.9,,,,,,,,
Texas,5,2020,Wine,689362,2.96,,,,,,,,
Texas,5,2020,Beer,2369843,10.19,,,,,,,,
Texas,6,2020,Spirits,1654885,7.12,,,,,,,,
Texas,6,2020,Wine,711876,3.06,,,,,,,,
Texas,6,2020,Beer,2803068,12.05,,,,,,,,
Virginia,1,2017,Spirits,332039,4.73,,,,,,,,
Virginia,1,2017,Wine,242496,3.46,,,,,,,,
Virginia,1,2017,Beer,462252,6.59,,,,,,,,
Virginia,2,2017,Spirits,341320,4.87,,,,,,,,
Virginia,2,2017,Wine,245561,3.5,,,,,,,,
Virginia,2,2017,Beer,461777,6.58,,,,,,,,
Virginia,3,2017,Spirits,387968,5.53,,,,,,,,
Virginia,3,2017,Wine,284476,4.06,,,,,,,,
Virginia,3,2017,Beer,552583,7.88,,,,,,,,
Virginia,4,2017,Spirits,369694,5.27,,,,,,,,
Virginia,4,2017,Wine,264406,3.77,,,,,,,,
Virginia,4,2017,Beer,537029,7.66,,,,,,,,
Virginia,5,2017,Spirits,400681,5.71,,,,,,,,
Virginia,5,2017,Wine,293784,4.19,,,,,,,,
Virginia,5,2017,Beer,657746,9.38,,,,,,,,
Virginia,6,2017,Spirits,397435,5.67,,,,,,,,
Virginia,6,2017,Wine,297084,4.23,,,,,,,,
Virginia,6,2017,Beer,678699,9.67,,,,,,,,
Virginia,7,2017,Spirits,390519,5.57,,,,,,,,
Virginia,7,2017,Wine,259942,3.71,,,,,,,,
Virginia,7,2017,Beer,568574,8.1,,,,,,,,
Virginia,8,2017,Spirits,386402,5.51,,,,,,,,
Virginia,8,2017,Wine,299326,4.27,,,,,,,,
Virginia,8,2017,Beer,657757,9.38,,,,,,,,
Virginia,9,2017,Spirits,389019,5.55,,,,,,,,
Virginia,9,2017,Wine,267396,3.81,,,,,,,,
Virginia,9,2017,Beer,560421,7.99,,,,,,,,
Virginia,10,2017,Spirits,384369,5.48,,,,,,,,
Virginia,10,2017,Wine,309324,4.41,,,,,,,,
Virginia,10,2017,Beer,552361,7.87,,,,,,,,
Virginia,11,2017,Spirits,413728,5.9,,,,,,,,
Virginia,11,2017,Wine,334051,4.76,,,,,,,,
Virginia,11,2017,Beer,545201,7.77,,,,,,,,
Virginia,12,2017,Spirits,524224,7.47,,,,,,,,
Virginia,12,2017,Wine,338920,4.83,,,,,,,,
Virginia,12,2017,Beer,529290,7.54,,,,,,,,
Virginia,1,2018,Spirits,339915,4.82,,,,,,,,
Virginia,1,2018,Wine,255328,3.62,,,,,,,,
Virginia,1,2018,Beer,465210,6.59,,,,,,,,
Virginia,2,2018,Spirits,347350,4.92,,,,,,,,
Virginia,2,2018,Wine,252397,3.58,,,,,,,,
Virginia,2,2018,Beer,443109,6.28,,,,,,,,
Virginia,3,2018,Spirits,412371,5.84,,,,,,,,
Virginia,3,2018,Wine,278359,3.94,,,,,,,,
Virginia,3,2018,Beer,525613,7.45,,,,,,,,
Virginia,4,2018,Spirits,368357,5.22,,,,,,,,
Virginia,4,2018,Wine,273470,3.88,,,,,,,,
Virginia,4,2018,Beer,532145,7.54,,,,,,,,
Virginia,5,2018,Spirits,414123,5.87,,,,,,,,
Virginia,5,2018,Wine,309908,4.39,,,,,,,,
Virginia,5,2018,Beer,671952,9.52,,,,,,,,
Virginia,6,2018,Spirits,411138,5.83,,,,,,,,
Virginia,6,2018,Wine,285127,4.04,,,,,,,,
Virginia,6,2018,Beer,631407,8.95,,,,,,,,
Virginia,7,2018,Spirits,396904,5.62,,,,,,,,
Virginia,7,2018,Wine,278113,3.94,,,,,,,,
Virginia,7,2018,Beer,596582,8.45,,,,,,,,
Virginia,8,2018,Spirits,413930,5.87,,,,,,,,
Virginia,8,2018,Wine,307335,4.36,,,,,,,,
Virginia,8,2018,Beer,660295,9.36,,,,,,,,
Virginia,9,2018,Spirits,450377,6.38,,,,,,,,
Virginia,9,2018,Wine,251071,3.56,,,,,,,,
Virginia,9,2018,Beer,522887,7.41,,,,,,,,
Virginia,10,2018,Spirits,397794,5.64,,,,,,,,
Virginia,10,2018,Wine,302007,4.28,,,,,,,,
Virginia,10,2018,Beer,562327,7.97,,,,,,,,
Virginia,11,2018,Spirits,450377,6.38,,,,,,,,
Virginia,11,2018,Wine,342536,4.85,,,,,,,,
Virginia,11,2018,Beer,542676,7.69,,,,,,,,
Virginia,12,2018,Spirits,538269,7.63,,,,,,,,
Virginia,12,2018,Wine,340924,4.83,,,,,,,,
Virginia,12,2018,Beer,521033,7.38,,,,,,,,
Virginia,1,2019,Spirits,358265,5.05,,,,,,,,
Virginia,1,2019,Wine,270483,3.81,,,,,,,,
Virginia,1,2019,Beer,487984,6.88,,,,,,,,
Virginia,2,2019,Spirits,361980,5.1,,,,,,,,
Virginia,2,2019,Wine,257685,3.63,,,,,,,,
Virginia,2,2019,Beer,434430,6.12,,,,,,,,
Virginia,3,2019,Spirits,413413,5.83,,,,,,,,
Virginia,3,2019,Wine,261211,3.68,,,,,,,,
Virginia,3,2019,Beer,498475,7.03,,,,,,,,
Virginia,4,2019,Spirits,394111,5.55,,,,,,,,
Virginia,4,2019,Wine,293252,4.13,,,,,,,,
Virginia,4,2019,Beer,570960,8.05,,,,,,,,
Virginia,5,2019,Spirits,443046,6.24,,,,,,,,
Virginia,5,2019,Wine,315072,4.44,,,,,,,,
Virginia,5,2019,Beer,670576,9.45,,,,,,,,
Virginia,6,2019,Spirits,419800,5.92,,,,,,,,
Virginia,6,2019,Wine,267297,3.77,,,,,,,,
Virginia,6,2019,Beer,590770,8.33,,,,,,,,
Virginia,7,2019,Spirits,423424,5.97,,,,,,,,
Virginia,7,2019,Wine,281795,3.97,,,,,,,,
Virginia,7,2019,Beer,636358,8.97,,,,,,,,
Virginia,8,2019,Spirits,438959,6.19,,,,,,,,
Virginia,8,2019,Wine,286405,4.04,,,,,,,,
Virginia,8,2019,Beer,644758,9.09,,,,,,,,
Virginia,9,2019,Spirits,392687,5.53,,,,,,,,
Virginia,9,2019,Wine,267308,3.77,,,,,,,,
Virginia,9,2019,Beer,547184,7.71,,,,,,,,
Virginia,10,2019,Spirits,426412,6.01,,,,,,,,
Virginia,10,2019,Wine,316894,4.47,,,,,,,,
Virginia,10,2019,Beer,586718,8.27,,,,,,,,
Virginia,11,2019,Spirits,481326,6.78,,,,,,,,
Virginia,11,2019,Wine,319904,4.51,,,,,,,,
Virginia,11,2019,Beer,518639,7.31,,,,,,,,
Virginia,12,2019,Spirits,549479,7.74,,,,,,,,
Virginia,12,2019,Wine,355691,5.01,,,,,,,,
Virginia,12,2019,Beer,544450,7.67,,,,,,,,
Virginia,1,2020,Spirits,378039,5.33,,,,,,,,
Virginia,1,2020,Wine,263006,3.71,,,,,,,,
Virginia,1,2020,Beer,493631,6.96,,,,,,,,
Virginia,2,2020,Spirits,397254,5.6,,,,,,,,
Virginia,2,2020,Wine,258238,3.64,,,,,,,,
Virginia,2,2020,Beer,424059,5.98,,,,,,,,
Virginia,3,2020,Spirits,496560,7,,,,,,,,
Virginia,3,2020,Wine,321274,4.53,,,,,,,,
Virginia,3,2020,Beer,546917,7.71,,,,,,,,
Virginia,4,2020,Spirits,427915,6.03,,,,,,,,
Virginia,4,2020,Wine,306134,4.31,,,,,,,,
Virginia,4,2020,Beer,551550,7.77,,,,,,,,
Virginia,5,2020,Spirits,490353,6.91,,,,,,,,
Virginia,5,2020,Wine,324662,4.58,,,,,,,,
Virginia,5,2020,Beer,606073,8.54,,,,,,,,
Virginia,6,2020,Spirits,461143,6.5,,,,,,,,
Virginia,6,2020,Wine,319354,4.5,,,,,,,,
Wisconsin,1,2017,Spirits,570352,11.87,,,,,,,,
Wisconsin,1,2017,Wine,164756,3.43,,,,,,,,
Wisconsin,2,2017,Spirits,365380,7.6,,,,,,,,
Wisconsin,2,2017,Wine,129870,2.7,,,,,,,,
Wisconsin,3,2017,Spirits,377881,7.86,,,,,,,,
Wisconsin,3,2017,Wine,131897,2.74,,,,,,,,
Wisconsin,4,2017,Spirits,574748,11.96,,,,,,,,
Wisconsin,4,2017,Wine,168916,3.52,,,,,,,,
Wisconsin,5,2017,Spirits,438642,9.13,,,,,,,,
Wisconsin,5,2017,Wine,139058,2.89,,,,,,,,
Wisconsin,6,2017,Spirits,582305,12.12,,,,,,,,
Wisconsin,6,2017,Wine,167208,3.48,,,,,,,,
Wisconsin,7,2017,Spirits,633166,13.18,,,,,,,,
Wisconsin,7,2017,Wine,174505,3.63,,,,,,,,
Wisconsin,8,2017,Spirits,389960,8.12,,,,,,,,
Wisconsin,8,2017,Wine,139021,2.89,,,,,,,,
Wisconsin,9,2017,Spirits,493997,10.28,,,,,,,,
Wisconsin,9,2017,Wine,171106,3.56,,,,,,,,
Wisconsin,10,2017,Spirits,438771,9.13,,,,,,,,
Wisconsin,10,2017,Wine,173415,3.61,,,,,,,,
Wisconsin,11,2017,Spirits,660604,13.75,,,,,,,,
Wisconsin,11,2017,Wine,179552,3.74,,,,,,,,
Wisconsin,12,2017,Spirits,517552,10.77,,,,,,,,
Wisconsin,12,2017,Wine,195405,4.07,,,,,,,,
Wisconsin,1,2018,Spirits,559264,11.58,,,,,,,,
Wisconsin,1,2018,Wine,160868,3.33,,,,,,,,
Wisconsin,2,2018,Spirits,284305,5.89,,,,,,,,
Wisconsin,2,2018,Wine,140292,2.91,,,,,,,,
Wisconsin,3,2018,Spirits,560851,11.61,,,,,,,,
Wisconsin,3,2018,Wine,133008,2.75,,,,,,,,
Wisconsin,4,2018,Spirits,340431,7.05,,,,,,,,
Wisconsin,4,2018,Wine,159036,3.29,,,,,,,,
Wisconsin,5,2018,Spirits,579947,12.01,,,,,,,,
Wisconsin,5,2018,Wine,159075,3.29,,,,,,,,
Wisconsin,6,2018,Spirits,556155,11.52,,,,,,,,
Wisconsin,6,2018,Wine,174132,3.61,,,,,,,,
Wisconsin,7,2018,Spirits,505476,10.47,,,,,,,,
Wisconsin,7,2018,Wine,159988,3.31,,,,,,,,
Wisconsin,8,2018,Spirits,565035,11.7,,,,,,,,
Wisconsin,8,2018,Wine,152020,3.15,,,,,,,,
Wisconsin,9,2018,Spirits,565569,11.71,,,,,,,,
Wisconsin,9,2018,Wine,157134,3.25,,,,,,,,
Wisconsin,10,2018,Spirits,496812,10.29,,,,,,,,
Wisconsin,10,2018,Wine,142085,2.94,,,,,,,,
Wisconsin,11,2018,Spirits,610052,12.63,,,,,,,,
Wisconsin,11,2018,Wine,183456,3.8,,,,,,,,
Wisconsin,12,2018,Spirits,419857,8.69,,,,,,,,
Wisconsin,12,2018,Wine,168941,3.5,,,,,,,,
Wisconsin,1,2019,Spirits,608262,12.54,,,,,,,,
Wisconsin,1,2019,Wine,161231,3.32,,,,,,,,
Wisconsin,2,2019,Spirits,408271,8.42,,,,,,,,
Wisconsin,2,2019,Wine,153921,3.17,,,,,,,,
Wisconsin,3,2019,Spirits,450865,9.29,,,,,,,,
Wisconsin,3,2019,Wine,116555,2.4,,,,,,,,
Wisconsin,4,2019,Spirits,395346,8.15,,,,,,,,
Wisconsin,4,2019,Wine,150979,3.11,,,,,,,,
Wisconsin,5,2019,Spirits,494061,10.18,,,,,,,,
Wisconsin,5,2019,Wine,123430,2.54,,,,,,,,
Wisconsin,6,2019,Spirits,596975,12.3,,,,,,,,
Wisconsin,6,2019,Wine,165393,3.41,,,,,,,,
Wisconsin,7,2019,Spirits,643755,13.27,,,,,,,,
Wisconsin,7,2019,Wine,168503,3.47,,,,,,,,
Wisconsin,8,2019,Spirits,469790,9.68,,,,,,,,
Wisconsin,8,2019,Wine,174252,3.59,,,,,,,,
Wisconsin,9,2019,Spirits,493355,10.17,,,,,,,,
Wisconsin,9,2019,Wine,152114,3.14,,,,,,,,
Wisconsin,10,2019,Spirits,579318,11.94,,,,,,,,
Wisconsin,10,2019,Wine,172803,3.56,,,,,,,,
Wisconsin,11,2019,Spirits,605955,12.49,,,,,,,,
Wisconsin,11,2019,Wine,188741,3.89,,,,,,,,
Wisconsin,12,2019,Spirits,519293,10.7,,,,,,,,
Wisconsin,12,2019,Wine,160161,3.3,,,,,,,,
Wisconsin,1,2020,Spirits,618717,12.75,,,,,,,,
Wisconsin,1,2020,Wine,167404,3.45,,,,,,,,
Wisconsin,2,2020,Spirits,444990,9.17,,,,,,,,
Wisconsin,2,2020,Wine,131102,2.7,,,,,,,,
Wisconsin,3,2020,Spirits,398608,8.22,,,,,,,,
Wisconsin,3,2020,Wine,125126,2.58,,,,,,,,
Wisconsin,4,2020,Spirits,534098,11.01,,,,,,,,
Wisconsin,4,2020,Wine,177467,3.66,,,,,,,,
Wisconsin,5,2020,Spirits,492915,10.16,,,,,,,,
Wisconsin,5,2020,Wine,131978,2.72,,,,,,,,
Wisconsin,6,2020,Spirits,512313,10.56,,,,,,,,
Wisconsin,6,2020,Wine,168978,3.48,,,,,,,,
