State,Year,Month,Beverage,Ethanol,Population,PerCapita,PerCapita3yr,PctChange
North Dakota,2018,08 Aug,Beer,79867,615077,12.98,,
Oregon,2018,08 Aug,Beer,434370,3509161,12.38,,
Texas,2018,08 Aug,Beer,2417560,22899863,10.56,,
Virginia,2018,08 Aug,Beer,660295,7056421,9.36,,
Alaska,2018,09 Sep,Spirits,55841,590760,9.45,,
Arkansas,2018,09 Sep,Spirits,142126,2465297,5.77,,
Colorado,2018,09 Sep,Spirits,431343,4715895,9.15,,
Connecticut,2018,09 Sep,Spirits,220342,3019150,7.3,,
Florida,2018,09 Sep,Spirits,1227648,17980787,6.83,,
Illinois,2018,09 Sep,Spirits,638557,10533371,6.06,,
Kansas,2018,09 Sep,Spirits,156393,2364319,6.61,,
Kentucky,2018,09 Sep,Spirits,268281,3681254,7.29,,
Louisiana,2018,09 Sep,Spirits,262165,3803169,6.89,,
Massachusetts,2018,09 Sep,Spirits,491021,5844357,8.4,,
Missouri,2018,09 Sep,Spirits,457744,5056750,9.05,,
North Dakota,2018,09 Sep,Spirits,61627,615077,10.02,,
Texas,2018,09 Sep,Spirits,1240433,22899863,5.42,,
Virginia,2018,09 Sep,Spirits,450377,7056421,6.38,,
Wisconsin,2018,09 Sep,Spirits,565569,4829270,11.71,,
Alaska,2018,09 Sep,Wine,24427,590760,4.13,,
Arkansas,2018,09 Sep,Wine,44833,2465297,1.82,,
Colorado,2018,09 Sep,Wine,173930,4715895,3.69,,
Connecticut,2018,09 Sep,Wine,130861,3019150,4.33,,
Florida,2018,09 Sep,Wine,596902,17980787,3.32,,
Illinois,2018,09 Sep,Wine,328185,10533371,3.12,,
Kentucky,2018,09 Sep,Wine,75624,3681254,2.05,,
Louisiana,2018,09 Sep,Wine,89939,3803169,2.36,,
Massachusetts,2018,09 Sep,Wine,299353,5844357,5.12,,
Missouri,2018,09 Sep,Wine,138183,5056750,2.73,,
North Dakota,2018,09 Sep,Wine,13064,615077,2.12,,
Oregon,2018,09 Sep,Wine,218829,3509161,6.24,,
Texas,2018,09 Sep,Wine,670923,22899863,2.93,,
Virginia,2018,09 Sep,Wine,251071,7056421,3.56,,
Wisconsin,2018,09 Sep,Wine,157134,4829270,3.25,,
Alaska,2018,09 Sep,Beer,48957,590760,8.29,,
Arkansas,2018,09 Sep,Beer,215285,2465297,8.73,,
Colorado,2018,09 Sep,Beer,445498,4715895,9.45,,
Connecticut,2018,09 Sep,Beer,191612,3019150,6.35,,
Florida,2018,09 Sep,Beer,1356526,17980787,7.54,,
Illinois,2018,09 Sep,Beer,898731,10533371,8.53,,
Kansas,2018,09 Sep,Beer,236687,2364319,10.01,,
Kentucky,2018,09 Sep,Beer,342696,3681254,9.31,,
Massachusetts,2018,09 Sep,Beer,432541,5844357,7.4,,
Missouri,2018,09 Sep,Beer,463452,5056750,9.17,,
North Dakota,2018,09 Sep,Beer,67776,615077,11.02,,
Oregon,2018,09 Sep,Beer,415349,3509161,11.84,,
Texas,2018,09 Sep,Beer,2697851,22899863,11.78,,
Virginia,2018,09 Sep,Beer,522887,7056421,7.41,,
Alaska,2018,10 Oct,Spirits,62690,590760,10.61,,
Arkansas,2018,10 Oct,Spirits,122497,2465297,4.97,,
Colorado,2018,10 Oct,Spirits,495193,4715895,10.5,,
Connecticut,2018,10 Oct,Spirits,329823,3019150,10.92,,
Florida,2018,10 Oct,Spirits,1668680,17980787,9.28,,
Illinois,2018,10 Oct,Spirits,838175,10533371,7.96,,
Kansas,2018,10 Oct,Spirits,154929,2364319,6.55,,
Kentucky,2018,10 Oct,Spirits,236191,3681254,6.42,,
Louisiana,2018,10 Oct,Spirits,353217,3803169,9.29,,
Massachusetts,2018,10 Oct,Spirits,513324,5844357,8.78,,
Missouri,2018,10 Oct,Spirits,473321,5056750,9.36,,
North Dakota,2018,10 Oct,Spirits,72506,615077,11.79,,
Texas,2018,10 Oct,Spirits,1170894,22899863,5.11,,
Virginia,2018,10 Oct,Spirits,397794,7056421,5.64,,
Wisconsin,2018,10 Oct,Spirits,496812,4829270,10.29,,
Alaska,2018,10 Oct,Wine,26160,590760,4.43,,
Arkansas,2018,10 Oct,Wine,45954,2465297,1.86,,
Colorado,2018,10 Oct,Wine,214525,4715895,4.55,,
Connecticut,2018,10 Oct,Wine,177707,3019150,5.89,,
Florida,2018,10 Oct,Wine,848551,17980787,4.72,,
Illinois,2018,10 Oct,Wine,452557,10533371,4.3,,
Kentucky,2018,10 Oct,Wine,59837,3681254,1.63,,
Louisiana,2018,10 Oct,Wine,116043,3803169,3.05,,
Massachusetts,2018,10 Oct,Wine,319845,5844357,5.47,,
Missouri,2018,10 Oct,Wine,202379,5056750,4.0,,
North Dakota,2018,10 Oct,Wine,18955,615077,3.08,,
Oregon,2018,10 Oct,Wine,163560,3509161,4.66,,
Texas,2018,10 Oct,Wine,561690,22899863,2.45,,
Virginia,2018,10 Oct,Wine,302007,7056421,4.28,,
Wisconsin,2018,10 Oct,Wine,142085,4829270,2.94,,
Alaska,2018,10 Oct,Beer,48883,590760,8.27,,
Arkansas,2018,10 Oct,Beer,180185,2465297,7.31,,
Colorado,2018,10 Oct,Beer,422793,4715895,8.97,,
Connecticut,2018,10 Oct,Beer,190046,3019150,6.29,,
Florida,2018,10 Oct,Beer,1548321,17980787,8.61,,
Illinois,2018,10 Oct,Beer,883372,10533371,8.39,,
Kansas,2018,10 Oct,Beer,160259,2364319,6.78,,
Kentucky,2018,10 Oct,Beer,256409,3681254,6.97,,
Massachusetts,2018,10 Oct,Beer,440929,5844357,7.54,,
Missouri,2018,10 Oct,Beer,464291,5056750,9.18,,
North Dakota,2018,10 Oct,Beer,71795,615077,11.67,,
Oregon,2018,10 Oct,Beer,360942,3509161,10.29,,
Texas,2018,10 Oct,Beer,2107030,22899863,9.2,,
Virginia,2018,10 Oct,Beer,562327,7056421,7.97,,
Alaska,2018,11 Nov,Spirits,63745,590760,10.79,,
Arkansas,2018,11 Nov,Spirits,147314,2465297,5.98,,
Colorado,2018,11 Nov,Spirits,513954,4715895,10.9,,
Connecticut,2018,11 Nov,Spirits,293870,3019150,9.73,,
Florida,2018,11 Nov,Spirits,1672826,17980787,9.3,,
Illinois,2018,11 Nov,Spirits,795840,10533371,7.56,,
Kansas,2018,11 Nov,Spirits,184658,2364319,7.81,,
Kentucky,2018,11 Nov,Spirits,294548,3681254,8.0,,
Louisiana,2018,11 Nov,Spirits,348485,3803169,9.16,,
Massachusetts,2018,11 Nov,Spirits,520530,5844357,8.91,,
Missouri,2018,11 Nov,Spirits,493781,5056750,9.76,,
North Dakota,2018,11 Nov,Spirits,68440,615077,11.13,,
Texas,2018,11 Nov,Spirits,1451523,22899863,6.34,,
Virginia,2018,11 Nov,Spirits,450377,7056421,6.38,,
Wisconsin,2018,11 Nov,Spirits,610052,4829270,12.63,,
Alaska,2018,11 Nov,Wine,27759,590760,4.7,,
Arkansas,2018,11 Nov,Wine,46433,2465297,1.88,,
Colorado,2018,11 Nov,Wine,233078,4715895,4.94,,
Connecticut,2018,11 Nov,Wine,179438,3019150,5.94,,
Florida,2018,11 Nov,Wine,903332,17980787,5.02,,
Illinois,2018,11 Nov,Wine,461662,10533371,4.38,,
Kentucky,2018,11 Nov,Wine,73424,3681254,1.99,,
Louisiana,2018,11 Nov,Wine,123481,3803169,3.25,,
Massachusetts,2018,11 Nov,Wine,357793,5844357,6.12,,
Missouri,2018,11 Nov,Wine,173187,5056750,3.42,,
North Dakota,2018,11 Nov,Wine,23580,615077,3.83,,
Oregon,2018,11 Nov,Wine,176499,3509161,5.03,,
Texas,2018,11 Nov,Wine,686690,22899863,3.0,,
Virginia,2018,11 Nov,Wine,342536,7056421,4.85,,
Wisconsin,2018,11 Nov,Wine,183456,4829270,3.8,,
Alaska,2018,11 Nov,Beer,43811,590760,7.42,,
Arkansas,2018,11 Nov,Beer,197120,2465297,8.0,,
Colorado,2018,11 Nov,Beer,417940,4715895,8.86,,
Connecticut,2018,11 Nov,Beer,182726,3019150,6.05,,
Florida,2018,11 Nov,Beer,1650676,17980787,9.18,,
Illinois,2018,11 Nov,Beer,892216,10533371,8.47,,
Kansas,2018,11 Nov,Beer,191461,2364319,8.1,,
Kentucky,2018,11 Nov,Beer,227750,3681254,6.19,,
Massachusetts,2018,11 Nov,Beer,358489,5844357,6.13,,
Missouri,2018,11 Nov,Beer,418029,5056750,8.27,,
North Dakota,2018,11 Nov,Beer,65959,615077,10.72,,
Oregon,2018,11 Nov,Beer,332333,3509161,9.47,,
Texas,2018,11 Nov,Beer,2282593,22899863,9.97,,
Virginia,2018,11 Nov,Beer,542676,7056421,7.69,,
Alaska,2018,12 Dec,Spirits,68120,590760,11.53,,
Arkansas,2018,12 Dec,Spirits,141773,2465297,5.75,,
Colorado,2018,12 Dec,Spirits,666649,4715895,14.14,,
Connecticut,2018,12 Dec,Spirits,252690,3019150,8.37,,
Florida,2018,12 Dec,Spirits,2232884,17980787,12.42,,
Illinois,2018,12 Dec,Spirits,1091330,10533371,10.36,,
Kansas,2018,12 Dec,Spirits,202666,2364319,8.57,,
Kentucky,2018,12 Dec,Spirits,152546,3681254,4.14,,
Louisiana,2018,12 Dec,Spirits,306103,3803169,8.05,,
Massachusetts,2018,12 Dec,Spirits,706108,5844357,12.08,,
Missouri,2018,12 Dec,Spirits,428880,5056750,8.48,,
North Dakota,2018,12 Dec,Spirits,89422,615077,14.54,,
Texas,2018,12 Dec,Spirits,1530749,22899863,6.68,,
Virginia,2018,12 Dec,Spirits,538269,7056421,7.63,,
Wisconsin,2018,12 Dec,Spirits,419857,4829270,8.69,,
Alaska,2018,12 Dec,Wine,29058,590760,4.92,,
Arkansas,2018,12 Dec,Wine,53967,2465297,2.19,,
Colorado,2018,12 Dec,Wine,256549,4715895,5.44,,
Connecticut,2018,12 Dec,Wine,171703,3019150,5.69,,
Florida,2018,12 Dec,Wine,924553,17980787,5.14,,
Illinois,2018,12 Dec,Wine,515275,10533371,4.89,,
Kentucky,2018,12 Dec,Wine,43987,3681254,1.19,,
Louisiana,2018,12 Dec,Wine,121533,3803169,3.2,,
Massachusetts,2018,12 Dec,Wine,436148,5844357,7.46,,
Missouri,2018,12 Dec,Wine,169058,5056750,3.34,,
North Dakota,2018,12 Dec,Wine,26781,615077,4.35,,
Oregon,2018,12 Dec,Wine,186779,3509161,5.32,,
Texas,2018,12 Dec,Wine,727084,22899863,3.18,,
Virginia,2018,12 Dec,Wine,340924,7056421,4.83,,
Wisconsin,2018,12 Dec,Wine,168941,4829270,3.5,,
Alaska,2018,12 Dec,Beer,43674,590760,7.39,,
Arkansas,2018,12 Dec,Beer,163161,2465297,6.62,,
Colorado,2018,12 Dec,Beer,414575,4715895,8.79,,
Connecticut,2018,12 Dec,Beer,194485,3019150,6.44,,
Florida,2018,12 Dec,Beer,1601217,17980787,8.91,,
Illinois,2018,12 Dec,Beer,932724,10533371,8.85,,
Kansas,2018,12 Dec,Beer,162409,2364319,6.87,,
Kentucky,2018,12 Dec,Beer,400536,3681254,10.88,,
Massachusetts,2018,12 Dec,Beer,373428,5844357,6.39,,
Missouri,2018,12 Dec,Beer,397930,5056750,7.87,,
North Dakota,2018,12 Dec,Beer,67512,615077,10.98,,
Oregon,2018,12 Dec,Beer,299804,3509161,8.54,,
Texas,2018,12 Dec,Beer,2259871,22899863,9.87,,
Virginia,2018,12 Dec,Beer,521033,7056421,7.38,,
Alaska,2019,01 Jan,Spirits,46375,589481,7.87,,
Arkansas,2019,01 Jan,Spirits,143719,2476087,5.8,,
Colorado,2019,01 Jan,Spirits,365585,4789291,7.63,,
Connecticut,2019,01 Jan,Spirits,252690,3019188,8.37,,
Florida,2019,01 Jan,Spirits,1348697,18207522,7.41,,
Illinois,2019,01 Jan,Spirits,461071,10512479,4.39,,
Kansas,2019,01 Jan,Spirits,166160,2371396,7.01,,
Kentucky,2019,01 Jan,Spirits,457488,3691561,12.39,,
Louisiana,2019,01 Jan,Spirits,239780,3799736,6.31,,
Massachusetts,2019,01 Jan,Spirits,294265,5862386,5.02,,
Missouri,2019,01 Jan,Spirits,343266,5077875,6.76,,
North Dakota,2019,01 Jan,Spirits,53309,617880,8.63,,
Texas,2019,01 Jan,Spirits,1776694,23257363,7.64,,
Virginia,2019,01 Jan,Spirits,358265,7094962,5.05,,
Wisconsin,2019,01 Jan,Spirits,608262,4851640,12.54,,
Alaska,2019,01 Jan,Wine,19064,589481,3.23,,
Arkansas,2019,01 Jan,Wine,46574,2476087,1.88,,
Colorado,2019,01 Jan,Wine,163185,4789291,3.41,,
Connecticut,2019,01 Jan,Wine,171703,3019188,5.69,,
Florida,2019,01 Jan,Wine,819403,18207522,4.5,,
Illinois,2019,01 Jan,Wine,272966,10512479,2.6,,
Kentucky,2019,01 Jan,Wine,123374,3691561,3.34,,
Louisiana,2019,01 Jan,Wine,83765,3799736,2.2,,
Massachusetts,2019,01 Jan,Wine,182800,5862386,3.12,,
Missouri,2019,01 Jan,Wine,166624,5077875,3.28,,
North Dakota,2019,01 Jan,Wine,12441,617880,2.01,,
Oregon,2019,01 Jan,Wine,195813,3547474,5.52,,
Texas,2019,01 Jan,Wine,768781,23257363,3.31,,
Virginia,2019,01 Jan,Wine,270483,7094962,3.81,,
Wisconsin,2019,01 Jan,Wine,161231,4851640,3.32,,
Alaska,2019,01 Jan,Beer,39296,589481,6.67,,
Arkansas,2019,01 Jan,Beer,116472,2476087,4.7,,
Colorado,2019,01 Jan,Beer,444159,4789291,9.27,,
Connecticut,2019,01 Jan,Beer,194485,3019188,6.44,,
Florida,2019,01 Jan,Beer,1464090,18207522,8.04,,
Illinois,2019,01 Jan,Beer,704294,10512479,6.7,,
Kansas,2019,01 Jan,Beer,164025,2371396,6.92,,
Kentucky,2019,01 Jan,Beer,222807,3691561,6.04,,
Massachusetts,2019,01 Jan,Beer,385288,5862386,6.57,,
Missouri,2019,01 Jan,Beer,383754,5077875,7.56,,
North Dakota,2019,01 Jan,Beer,71521,617880,11.58,,
Oregon,2019,01 Jan,Beer,306465,3547474,8.64,,
Texas,2019,01 Jan,Beer,2317403,23257363,9.96,,
Virginia,2019,01 Jan,Beer,487984,7094962,6.88,,
Alaska,2019,02 Feb,Spirits,49934,589481,8.47,,
Arkansas,2019,02 Feb,Spirits,121047,2476087,4.89,,
Colorado,2019,02 Feb,Spirits,408740,4789291,8.53,,
Connecticut,2019,02 Feb,Spirits,251946,3019188,8.34,,
Florida,2019,02 Feb,Spirits,1433429,18207522,7.87,,
Illinois,2019,02 Feb,Spirits,634484,10512479,6.04,,
Kansas,2019,02 Feb,Spirits,153918,2371396,6.49,,
Kentucky,2019,02 Feb,Spirits,198360,3691561,5.37,,
Louisiana,2019,02 Feb,Spirits,257729,3799736,6.78,,
Massachusetts,2019,02 Feb,Spirits,350637,5862386,5.98,,
Missouri,2019,02 Feb,Spirits,375449,5077875,7.39,,
North Dakota,2019,02 Feb,Spirits,62715,617880,10.15,,
Texas,2019,02 Feb,Spirits,1371692,23257363,5.9,,
Virginia,2019,02 Feb,Spirits,361980,7094962,5.1,,
Wisconsin,2019,02 Feb,Spirits,408271,4851640,8.42,,
Alaska,2019,02 Feb,Wine,21549,589481,3.66,,
Arkansas,2019,02 Feb,Wine,54572,2476087,2.2,,
Colorado,2019,02 Feb,Wine,194764,4789291,4.07,,
Connecticut,2019,02 Feb,Wine,125064,3019188,4.14,,
Florida,2019,02 Feb,Wine,819451,18207522,4.5,,
Illinois,2019,02 Feb,Wine,355060,10512479,3.38,,
Kentucky,2019,02 Feb,Wine,56040,3691561,1.52,,
Louisiana,2019,02 Feb,Wine,95026,3799736,2.5,,
Massachusetts,2019,02 Feb,Wine,239497,5862386,4.09,,
Missouri,2019,02 Feb,Wine,142300,5077875,2.8,,
North Dakota,2019,02 Feb,Wine,13197,617880,2.14,,
Oregon,2019,02 Feb,Wine,148140,3547474,4.18,,
Texas,2019,02 Feb,Wine,581968,23257363,2.5,,
Virginia,2019,02 Feb,Wine,257685,7094962,3.63,,
Wisconsin,2019,02 Feb,Wine,153921,4851640,3.17,,
Alaska,2019,02 Feb,Beer,35928,589481,6.09,,
Arkansas,2019,02 Feb,Beer,169511,2476087,6.85,,
Colorado,2019,02 Feb,Beer,354141,4789291,7.39,,
Connecticut,2019,02 Feb,Beer,146445,3019188,4.85,,
Florida,2019,02 Feb,Beer,1430314,18207522,7.86,,
Illinois,2019,02 Feb,Beer,731374,10512479,6.96,,
Kansas,2019,02 Feb,Beer,181808,2371396,7.67,,
Kentucky,2019,02 Feb,Beer,114295,3691561,3.1,,
Massachusetts,2019,02 Feb,Beer,340307,5862386,5.8,,
Missouri,2019,02 Feb,Beer,173980,5077875,3.43,,
North Dakota,2019,02 Feb,Beer,56110,617880,9.08,,
Oregon,2019,02 Feb,Beer,292047,3547474,8.23,,
Texas,2019,02 Feb,Beer,1965981,23257363,8.45,,
Virginia,2019,02 Feb,Beer,434430,7094962,6.12,,
Alaska,2019,03 Mar,Spirits,60900,589481,10.33,,
Arkansas,2019,03 Mar,Spirits,142334,2476087,5.75,,
Colorado,2019,03 Mar,Spirits,484692,4789291,10.12,,
Connecticut,2019,03 Mar,Spirits,229812,3019188,7.61,,
Florida,2019,03 Mar,Spirits,1875541,18207522,10.3,,
Illinois,2019,03 Mar,Spirits,715210,10512479,6.8,,
Kansas,2019,03 Mar,Spirits,142960,2371396,6.03,,
Kentucky,2019,03 Mar,Spirits,216031,3691561,5.85,,
Louisiana,2019,03 Mar,Spirits,263867,3799736,6.94,,
Massachusetts,2019,03 Mar,Spirits,451031,5862386,7.69,,
Missouri,2019,03 Mar,Spirits,438535,5077875,8.64,,
North Dakota,2019,03 Mar,Spirits,63494,617880,10.28,,
Texas,2019,03 Mar,Spirits,1231361,23257363,5.29,,
Virginia,2019,03 Mar,Spirits,413413,7094962,5.83,,
Wisconsin,2019,03 Mar,Spirits,450865,4851640,9.29,,
Alaska,2019,03 Mar,Wine,23356,589481,3.96,,
Arkansas,2019,03 Mar,Wine,45884,2476087,1.85,,
Colorado,2019,03 Mar,Wine,188030,4789291,3.93,,
Connecticut,2019,03 Mar,Wine,143239,3019188,4.74,,
Florida,2019,03 Mar,Wine,825764,18207522,4.54,,
Illinois,2019,03 Mar,Wine,353356,10512479,3.36,,
Kentucky,2019,03 Mar,Wine,60431,3691561,1.64,,
Louisiana,2019,03 Mar,Wine,85856,3799736,2.26,,
Massachusetts,2019,03 Mar,Wine,254419,5862386,4.34,,
Missouri,2019,03 Mar,Wine,157173,5077875,3.1,,
North Dakota,2019,03 Mar,Wine,14730,617880,2.38,,
Oregon,2019,03 Mar,Wine,103744,3547474,2.92,,
Texas,2019,03 Mar,Wine,591739,23257363,2.54,,
Virginia,2019,03 Mar,Wine,261211,7094962,3.68,,
Wisconsin,2019,03 Mar,Wine,116555,4851640,2.4,,
Alaska,2019,03 Mar,Beer,44638,589481,7.57,,
Arkansas,2019,03 Mar,Beer,150820,2476087,6.09,,
Colorado,2019,03 Mar,Beer,411489,4789291,8.59,,
Connecticut,2019,03 Mar,Beer,175885,3019188,5.83,,
Florida,2019,03 Mar,Beer,1725195,18207522,9.48,,
Illinois,2019,03 Mar,Beer,831161,10512479,7.91,,
Kansas,2019,03 Mar,Beer,143606,2371396,6.06,,
Kentucky,2019,03 Mar,Beer,243751,3691561,6.6,,
Massachusetts,2019,03 Mar,Beer,413465,5862386,7.05,,
Missouri,2019,03 Mar,Beer,695256,5077875,13.69,,
North Dakota,2019,03 Mar,Beer,74180,617880,12.01,,
Oregon,2019,03 Mar,Beer,293098,3547474,8.26,,
Texas,2019,03 Mar,Beer,1839722,23257363,7.91,,
Virginia,2019,03 Mar,Beer,498475,7094962,7.03,,
Alaska,2019,04 Apr,Spirits,55268,589481,9.38,,
Arkansas,2019,04 Apr,Spirits,160618,2476087,6.49,,
Colorado,2019,04 Apr,Spirits,443880,4789291,9.27,,
Connecticut,2019,04 Apr,Spirits,254701,3019188,8.44,,
Florida,2019,04 Apr,Spirits,1636061,18207522,8.99,,
Illinois,2019,04 Apr,Spirits,725139,10512479,6.9,,
Kansas,2019,04 Apr,Spirits,157033,2371396,6.62,,
Kentucky,2019,04 Apr,Spirits,265682,3691561,7.2,,
Louisiana,2019,04 Apr,Spirits,327974,3799736,8.63,,
Massachusetts,2019,04 Apr,Spirits,444597,5862386,7.58,,
Missouri,2019,04 Apr,Spirits,483353,5077875,9.52,,
North Dakota,2019,04 Apr,Spirits,67105,617880,10.86,,
Texas,2019,04 Apr,Spirits,1274917,23257363,5.48,,
Virginia,2019,04 Apr,Spirits,394111,7094962,5.55,,
Wisconsin,2019,04 Apr,Spirits,395346,4851640,8.15,,
Alaska,2019,04 Apr,Wine,23618,589481,4.01,,
Arkansas,2019,04 Apr,Wine,52904,2476087,2.14,,
Colorado,2019,04 Apr,Wine,183128,4789291,3.82,,
Connecticut,2019,04 Apr,Wine,140983,3019188,4.67,,
Florida,2019,04 Apr,Wine,825742,18207522,4.54,,
Illinois,2019,04 Apr,Wine,388191,10512479,3.69,,
Kentucky,2019,04 Apr,Wine,57272,3691561,1.55,,
Louisiana,2019,04 Apr,Wine,106950,3799736,2.81,,
Massachusetts,2019,04 Apr,Wine,282571,5862386,4.82,,
Missouri,2019,04 Apr,Wine,147693,5077875,2.91,,
North Dakota,2019,04 Apr,Wine,23036,617880,3.73,,
Oregon,2019,04 Apr,Wine,232087,3547474,6.54,,
Texas,2019,04 Apr,Wine,604070,23257363,2.6,,
Virginia,2019,04 Apr,Wine,293252,7094962,4.13,,
Wisconsin,2019,04 Apr,Wine,150979,4851640,3.11,,
Alaska,2019,04 Apr,Beer,51214,589481,8.69,,
Arkansas,2019,04 Apr,Beer,176747,2476087,7.14,,
Colorado,2019,04 Apr,Beer,464585,4789291,9.7,,
Connecticut,2019,04 Apr,Beer,194294,3019188,6.44,,
Florida,2019,04 Apr,Beer,1643040,18207522,9.02,,
Illinois,2019,04 Apr,Beer,919214,10512479,8.74,,
Kansas,2019,04 Apr,Beer,215579,2371396,9.09,,
Kentucky,2019,04 Apr,Beer,298141,3691561,8.08,,
Massachusetts,2019,04 Apr,Beer,478989,5862386,8.17,,
Missouri,2019,04 Apr,Beer,485288,5077875,9.56,,
North Dakota,2019,04 Apr,Beer,84014,617880,13.6,,
Oregon,2019,04 Apr,Beer,329985,3547474,9.3,,
Texas,2019,04 Apr,Beer,2236446,23257363,9.62,,
Virginia,2019,04 Apr,Beer,570960,7094962,8.05,,
Alaska,2019,05 May,Spirits,76844,589481,13.04,,
Arkansas,2019,05 May,Spirits,130988,2476087,5.29,,
Colorado,2019,05 May,Spirits,284741,4789291,5.95,,
Connecticut,2019,05 May,Spirits,280678,3019188,9.3,,
Florida,2019,05 May,Spirits,1633806,18207522,8.97,,
Illinois,2019,05 May,Spirits,829945,10512479,7.89,,
Kansas,2019,05 May,Spirits,177983,2371396,7.51,,
Kentucky,2019,05 May,Spirits,282910,3691561,7.66,,
Louisiana,2019,05 May,Spirits,357857,3799736,9.42,,
Massachusetts,2019,05 May,Spirits,580322,5862386,9.9,,
Missouri,2019,05 May,Spirits,510654,5077875,10.06,,
North Dakota,2019,05 May,Spirits,70153,617880,11.35,,
Texas,2019,05 May,Spirits,1523221,23257363,6.55,,
Virginia,2019,05 May,Spirits,443046,7094962,6.24,,
Wisconsin,2019,05 May,Spirits,494061,4851640,10.18,,
Alaska,2019,05 May,Wine,29427,589481,4.99,,
Arkansas,2019,05 May,Wine,53853,2476087,2.17,,
Colorado,2019,05 May,Wine,146093,4789291,3.05,,
Connecticut,2019,05 May,Wine,150565,3019188,4.99,,
Florida,2019,05 May,Wine,754917,18207522,4.15,,
Illinois,2019,05 May,Wine,421464,10512479,4.01,,
Kentucky,2019,05 May,Wine,70605,3691561,1.91,,
Louisiana,2019,05 May,Wine,112680,3799736,2.97,,
Massachusetts,2019,05 May,Wine,335240,5862386,5.72,,
Missouri,2019,05 May,Wine,176435,5077875,3.47,,
North Dakota,2019,05 May,Wine,14910,617880,2.41,,
Oregon,2019,05 May,Wine,165450,3547474,4.66,,
Texas,2019,05 May,Wine,636862,23257363,2.74,,
Virginia,2019,05 May,Wine,315072,7094962,4.44,,
Wisconsin,2019,05 May,Wine,123430,4851640,2.54,,
Alaska,2019,05 May,Beer,66696,589481,11.31,,
Arkansas,2019,05 May,Beer,175198,2476087,7.08,,
Colorado,2019,05 May,Beer,505670,4789291,10.56,,
Connecticut,2019,05 May,Beer,231191,3019188,7.66,,
Florida,2019,05 May,Beer,1795631,18207522,9.86,,
Illinois,2019,05 May,Beer,1113209,10512479,10.59,,
Kansas,2019,05 May,Beer,210334,2371396,8.87,,
Kentucky,2019,05 May,Beer,308090,3691561,8.35,,
Massachusetts,2019,05 May,Beer,552564,5862386,9.43,,
Missouri,2019,05 May,Beer,532645,5077875,10.49,,
North Dakota,2019,05 May,Beer,90003,617880,14.57,,
Oregon,2019,05 May,Beer,393905,3547474,11.1,,
Texas,2019,05 May,Beer,2410456,23257363,10.36,,
Virginia,2019,05 May,Beer,670576,7094962,9.45,,
Alaska,2019,06 Jun,Spirits,70036,589481,11.88,,
Arkansas,2019,06 Jun,Spirits,168156,2476087,6.79,,
Colorado,2019,06 Jun,Spirits,599731,4789291,12.52,,
Connecticut,2019,06 Jun,Spirits,283207,3019188,9.38,,
Florida,2019,06 Jun,Spirits,1857997,18207522,10.2,,
Illinois,2019,06 Jun,Spirits,963302,10512479,9.16,,
Kansas,2019,06 Jun,Spirits,183597,2371396,7.74,,
Kentucky,2019,06 Jun,Spirits,270670,3691561,7.33,,
Louisiana,2019,06 Jun,Spirits,319012,3799736,8.4,,
Massachusetts,2019,06 Jun,Spirits,706893,5862386,12.06,,
Missouri,2019,06 Jun,Spirits,515320,5077875,10.15,,
North Dakota,2019,06 Jun,Spirits,81812,617880,13.24,,
Texas,2019,06 Jun,Spirits,1601362,23257363,6.89,,
Virginia,2019,06 Jun,Spirits,419800,7094962,5.92,,
Wisconsin,2019,06 Jun,Spirits,596975,4851640,12.3,,
Alaska,2019,06 Jun,Wine,31062,589481,5.27,,
Arkansas,2019,06 Jun,Wine,53494,2476087,2.16,,
Colorado,2019,06 Jun,Wine,198273,4789291,4.14,,
Connecticut,2019,06 Jun,Wine,153029,3019188,5.07,,
Florida,2019,06 Jun,Wine,679827,18207522,3.73,,
Illinois,2019,06 Jun,Wine,430018,10512479,4.09,,
Kentucky,2019,06 Jun,Wine,67636,3691561,1.83,,
Louisiana,2019,06 Jun,Wine,94542,3799736,2.49,,
Massachusetts,2019,06 Jun,Wine,387174,5862386,6.6,,
Missouri,2019,06 Jun,Wine,152925,5077875,3.01,,
North Dakota,2019,06 Jun,Wine,15537,617880,2.51,,
Oregon,2019,06 Jun,Wine,105953,3547474,2.99,,
Texas,2019,06 Jun,Wine,658975,23257363,2.83,,
Virginia,2019,06 Jun,Wine,267297,7094962,3.77,,
Wisconsin,2019,06 Jun,Wine,165393,4851640,3.41,,
Alaska,2019,06 Jun,Beer,67704,589481,11.49,,
Arkansas,2019,06 Jun,Beer,221077,2476087,8.93,,
Colorado,2019,06 Jun,Beer,525699,4789291,10.98,,
Connecticut,2019,06 Jun,Beer,227248,3019188,7.53,,
Florida,2019,06 Jun,Beer,1566999,18207522,8.61,,
Illinois,2019,06 Jun,Beer,1059736,10512479,10.08,,
Kansas,2019,06 Jun,Beer,231590,2371396,9.77,,
Kentucky,2019,06 Jun,Beer,238009,3691561,6.45,,
Massachusetts,2019,06 Jun,Beer,510718,5862386,8.71,,
Missouri,2019,06 Jun,Beer,497443,5077875,9.8,,
North Dakota,2019,06 Jun,Beer,93533,617880,15.14,,
Oregon,2019,06 Jun,Beer,394097,3547474,11.11,,
Texas,2019,06 Jun,Beer,2698772,23257363,11.6,,
