State,Year,Month,Beverage,Ethanol,Population,PerCapita,PerCapita3yr,PctChange
Massachusetts,2017,10 Oct,Beer,418093,5815595,7.19,,
Missouri,2017,10 Oct,Beer,462034,5037634,9.17,,
North Dakota,2017,10 Oct,Beer,70943,613251,11.57,,
Oregon,2017,10 Oct,Beer,372451,3468412,10.74,,
Texas,2017,10 Oct,Beer,2362853,22572383,10.47,,
Virginia,2017,10 Oct,Beer,552361,7015247,7.87,,
Alaska,2017,11 Nov,Spirits,60612,593378,10.21,,
Arkansas,2017,11 Nov,Spirits,154462,2455022,6.29,,
Colorado,2017,11 Nov,Spirits,492659,4634346,10.63,,
Connecticut,2017,11 Nov,Spirits,280664,3015481,9.31,,
Florida,2017,11 Nov,Spirits,1644497,17722275,9.28,,
Illinois,2017,11 Nov,Spirits,831533,10556100,7.88,,
Kansas,2017,11 Nov,Spirits,219415,2356231,9.31,,
Kentucky,2017,11 Nov,Spirits,264160,3670568,7.2,,
Louisiana,2017,11 Nov,Spirits,335973,3807282,8.82,,
Massachusetts,2017,11 Nov,Spirits,489960,5815595,8.42,,
Missouri,2017,11 Nov,Spirits,482525,5037634,9.58,,
North Dakota,2017,11 Nov,Spirits,69989,613251,11.41,,
Texas,2017,11 Nov,Spirits,1324361,22572383,5.87,,
Virginia,2017,11 Nov,Spirits,413728,7015247,5.9,,
Wisconsin,2017,11 Nov,Spirits,660604,4805415,13.75,,
Alaska,2017,11 Nov,Wine,25023,593378,4.22,,
Arkansas,2017,11 Nov,Wine,57449,2455022,2.34,,
Colorado,2017,11 Nov,Wine,225626,4634346,4.87,,
Connecticut,2017,11 Nov,Wine,186162,3015481,6.17,,
Florida,2017,11 Nov,Wine,938838,17722275,5.3,,
Illinois,2017,11 Nov,Wine,478465,10556100,4.53,,
Kentucky,2017,11 Nov,Wine,67967,3670568,1.85,,
Louisiana,2017,11 Nov,Wine,123110,3807282,3.23,,
Massachusetts,2017,11 Nov,Wine,368970,5815595,6.34,,
Missouri,2017,11 Nov,Wine,185597,5037634,3.68,,
North Dakota,2017,11 Nov,Wine,25010,613251,4.08,,
Oregon,2017,11 Nov,Wine,175320,3468412,5.05,,
Texas,2017,11 Nov,Wine,732391,22572383,3.24,,
Virginia,2017,11 Nov,Wine,334051,7015247,4.76,,
Wisconsin,2017,11 Nov,Wine,179552,4805415,3.74,,
Alaska,2017,11 Nov,Beer,44491,593378,7.5,,
Arkansas,2017,11 Nov,Beer,192734,2455022,7.85,,
Colorado,2017,11 Nov,Beer,419155,4634346,9.04,,
Connecticut,2017,11 Nov,Beer,191063,3015481,6.34,,
Florida,2017,11 Nov,Beer,1591777,17722275,8.98,,
Illinois,2017,11 Nov,Beer,904517,10556100,8.57,,
Kansas,2017,11 Nov,Beer,166509,2356231,7.07,,
Kentucky,2017,11 Nov,Beer,282331,3670568,7.69,,
Massachusetts,2017,11 Nov,Beer,422740,5815595,7.27,,
Missouri,2017,11 Nov,Beer,442579,5037634,8.79,,
North Dakota,2017,11 Nov,Beer,72835,613251,11.88,,
Oregon,2017,11 Nov,Beer,302802,3468412,8.73,,
Texas,2017,11 Nov,Beer,2316102,22572383,10.26,,
Virginia,2017,11 Nov,Beer,545201,7015247,7.77,,
Alaska,2017,12 Dec,Spirits,67433,593378,11.36,,
Arkansas,2017,12 Dec,Spirits,153625,2455022,6.26,,
Colorado,2017,12 Dec,Spirits,646135,4634346,13.94,,
Connecticut,2017,12 Dec,Spirits,243436,3015481,8.07,,
Florida,2017,12 Dec,Spirits,2326231,17722275,13.13,,
Illinois,2017,12 Dec,Spirits,1094431,10556100,10.37,,
Kansas,2017,12 Dec,Spirits,169481,2356231,7.19,,
Kentucky,2017,12 Dec,Spirits,274670,3670568,7.48,,
Louisiana,2017,12 Dec,Spirits,400362,3807282,10.52,,
Massachusetts,2017,12 Dec,Spirits,707646,5815595,12.17,,
Missouri,2017,12 Dec,Spirits,468663,5037634,9.3,,
North Dakota,2017,12 Dec,Spirits,81518,613251,13.29,,
Texas,2017,12 Dec,Spirits,1861099,22572383,8.25,,
Virginia,2017,12 Dec,Spirits,524224,7015247,7.47,,
Wisconsin,2017,12 Dec,Spirits,517552,4805415,10.77,,
Alaska,2017,12 Dec,Wine,28685,593378,4.83,,
Arkansas,2017,12 Dec,Wine,58647,2455022,2.39,,
Colorado,2017,12 Dec,Wine,255828,4634346,5.52,,
Connecticut,2017,12 Dec,Wine,175353,3015481,5.82,,
Florida,2017,12 Dec,Wine,904268,17722275,5.1,,
Illinois,2017,12 Dec,Wine,538400,10556100,5.1,,
Kentucky,2017,12 Dec,Wine,78083,3670568,2.13,,
Louisiana,2017,12 Dec,Wine,136057,3807282,3.57,,
Massachusetts,2017,12 Dec,Wine,453625,5815595,7.8,,
Missouri,2017,12 Dec,Wine,175249,5037634,3.48,,
North Dakota,2017,12 Dec,Wine,24817,613251,4.05,,
Oregon,2017,12 Dec,Wine,181188,3468412,5.22,,
Texas,2017,12 Dec,Wine,731395,22572383,3.24,,
Virginia,2017,12 Dec,Wine,338920,7015247,4.83,,
Wisconsin,2017,12 Dec,Wine,195405,4805415,4.07,,
Alaska,2017,12 Dec,Beer,42832,593378,7.22,,
Arkansas,2017,12 Dec,Beer,159974,2455022,6.52,,
Colorado,2017,12 Dec,Beer,402324,4634346,8.68,,
Connecticut,2017,12 Dec,Beer,195039,3015481,6.47,,
Florida,2017,12 Dec,Beer,1631385,17722275,9.21,,
Illinois,2017,12 Dec,Beer,930655,10556100,8.82,,
Kansas,2017,12 Dec,Beer,200457,2356231,8.51,,
Kentucky,2017,12 Dec,Beer,261359,3670568,7.12,,
Massachusetts,2017,12 Dec,Beer,408434,5815595,7.02,,
Missouri,2017,12 Dec,Beer,388067,5037634,7.7,,
North Dakota,2017,12 Dec,Beer,56250,613251,9.17,,
Oregon,2017,12 Dec,Beer,308905,3468412,8.91,,
Texas,2017,12 Dec,Beer,2765874,22572383,12.25,,
Virginia,2017,12 Dec,Beer,529290,7015247,7.54,,
Alaska,2018,01 Jan,Spirits,40474,590760,6.85,,
Arkansas,2018,01 Jan,Spirits,133187,2465297,5.4,,
Colorado,2018,01 Jan,Spirits,336126,4715895,7.13,,
Connecticut,2018,01 Jan,Spirits,185030,3019150,6.13,,
Florida,2018,01 Jan,Spirits,1245453,17980787,6.93,,
Illinois,2018,01 Jan,Spirits,463274,10533371,4.4,,
Kansas,2018,01 Jan,Spirits,126814,2364319,5.36,,
Kentucky,2018,01 Jan,Spirits,314303,3681254,8.54,,
Louisiana,2018,01 Jan,Spirits,290228,3803169,7.63,,
Massachusetts,2018,01 Jan,Spirits,261946,5844357,4.48,,
Missouri,2018,01 Jan,Spirits,279055,5056750,5.52,,
North Dakota,2018,01 Jan,Spirits,54285,615077,8.83,,
Texas,2018,01 Jan,Spirits,1612663,22899863,7.04,,
Virginia,2018,01 Jan,Spirits,339915,7056421,4.82,,
Wisconsin,2018,01 Jan,Spirits,559264,4829270,11.58,,
Alaska,2018,01 Jan,Wine,18400,590760,3.11,,
Arkansas,2018,01 Jan,Wine,59547,2465297,2.42,,
Colorado,2018,01 Jan,Wine,156069,4715895,3.31,,
Connecticut,2018,01 Jan,Wine,113165,3019150,3.75,,
Florida,2018,01 Jan,Wine,785126,17980787,4.37,,
Illinois,2018,01 Jan,Wine,293673,10533371,2.79,,
Kentucky,2018,01 Jan,Wine,95200,3681254,2.59,,
Louisiana,2018,01 Jan,Wine,97638,3803169,2.57,,
Massachusetts,2018,01 Jan,Wine,187796,5844357,3.21,,
Missouri,2018,01 Jan,Wine,142493,5056750,2.82,,
North Dakota,2018,01 Jan,Wine,11893,615077,1.93,,
Oregon,2018,01 Jan,Wine,168784,3509161,4.81,,
Texas,2018,01 Jan,Wine,751321,22899863,3.28,,
Virginia,2018,01 Jan,Wine,255328,7056421,3.62,,
Wisconsin,2018,01 Jan,Wine,160868,4829270,3.33,,
Alaska,2018,01 Jan,Beer,38406,590760,6.5,,
Arkansas,2018,01 Jan,Beer,154479,2465297,6.27,,
Colorado,2018,01 Jan,Beer,369988,4715895,7.85,,
Connecticut,2018,01 Jan,Beer,156397,3019150,5.18,,
Florida,2018,01 Jan,Beer,1388555,17980787,7.72,,
Illinois,2018,01 Jan,Beer,733135,10533371,6.96,,
Kansas,2018,01 Jan,Beer,156936,2364319,6.64,,
Kentucky,2018,01 Jan,Beer,234887,3681254,6.38,,
Massachusetts,2018,01 Jan,Beer,385707,5844357,6.6,,
Missouri,2018,01 Jan,Beer,388586,5056750,7.68,,
North Dakota,2018,01 Jan,Beer,72033,615077,11.71,,
Oregon,2018,01 Jan,Beer,268267,3509161,7.64,,
Texas,2018,01 Jan,Beer,2246276,22899863,9.81,,
Virginia,2018,01 Jan,Beer,465210,7056421,6.59,,
Alaska,2018,02 Feb,Spirits,47469,590760,8.04,,
Arkansas,2018,02 Feb,Spirits,108309,2465297,4.39,,
Colorado,2018,02 Feb,Spirits,388788,4715895,8.24,,
Connecticut,2018,02 Feb,Spirits,239377,3019150,7.93,,
Florida,2018,02 Feb,Spirits,1382215,17980787,7.69,,
Illinois,2018,02 Feb,Spirits,597226,10533371,5.67,,
Kansas,2018,02 Feb,Spirits,129087,2364319,5.46,,
Kentucky,2018,02 Feb,Spirits,190798,3681254,5.18,,
Louisiana,2018,02 Feb,Spirits,290895,3803169,7.65,,
Massachusetts,2018,02 Feb,Spirits,343821,5844357,5.88,,
Missouri,2018,02 Feb,Spirits,372179,5056750,7.36,,
North Dakota,2018,02 Feb,Spirits,59670,615077,9.7,,
Texas,2018,02 Feb,Spirits,1269036,22899863,5.54,,
Virginia,2018,02 Feb,Spirits,347350,7056421,4.92,,
Wisconsin,2018,02 Feb,Spirits,284305,4829270,5.89,,
Alaska,2018,02 Feb,Wine,22273,590760,3.77,,
Arkansas,2018,02 Feb,Wine,52351,2465297,2.12,,
Colorado,2018,02 Feb,Wine,191976,4715895,4.07,,
Connecticut,2018,02 Feb,Wine,140085,3019150,4.64,,
Florida,2018,02 Feb,Wine,802713,17980787,4.46,,
Illinois,2018,02 Feb,Wine,348200,10533371,3.31,,
Kentucky,2018,02 Feb,Wine,55356,3681254,1.5,,
Louisiana,2018,02 Feb,Wine,98888,3803169,2.6,,
Massachusetts,2018,02 Feb,Wine,255068,5844357,4.36,,
Missouri,2018,02 Feb,Wine,137422,5056750,2.72,,
North Dakota,2018,02 Feb,Wine,14127,615077,2.3,,
Oregon,2018,02 Feb,Wine,154155,3509161,4.39,,
Texas,2018,02 Feb,Wine,589946,22899863,2.58,,
Virginia,2018,02 Feb,Wine,252397,7056421,3.58,,
Wisconsin,2018,02 Feb,Wine,140292,4829270,2.91,,
Alaska,2018,02 Feb,Beer,36015,590760,6.1,,
Arkansas,2018,02 Feb,Beer,133500,2465297,5.42,,
Colorado,2018,02 Feb,Beer,343692,4715895,7.29,,
Connecticut,2018,02 Feb,Beer,156486,3019150,5.18,,
Florida,2018,02 Feb,Beer,1442754,17980787,8.02,,
Illinois,2018,02 Feb,Beer,713107,10533371,6.77,,
Kansas,2018,02 Feb,Beer,176439,2364319,7.46,,
Kentucky,2018,02 Feb,Beer,192433,3681254,5.23,,
Massachusetts,2018,02 Feb,Beer,353330,5844357,6.05,,
Missouri,2018,02 Feb,Beer,399632,5056750,7.9,,
North Dakota,2018,02 Feb,Beer,59466,615077,9.67,,
Oregon,2018,02 Feb,Beer,322851,3509161,9.2,,
Texas,2018,02 Feb,Beer,1809564,22899863,7.9,,
Virginia,2018,02 Feb,Beer,443109,7056421,6.28,,
Alaska,2018,03 Mar,Spirits,60204,590760,10.19,,
Arkansas,2018,03 Mar,Spirits,127275,2465297,5.16,,
Colorado,2018,03 Mar,Spirits,463566,4715895,9.83,,
Connecticut,2018,03 Mar,Spirits,238873,3019150,7.91,,
Florida,2018,03 Mar,Spirits,1746057,17980787,9.71,,
Illinois,2018,03 Mar,Spirits,717139,10533371,6.81,,
Kansas,2018,03 Mar,Spirits,133325,2364319,5.64,,
Kentucky,2018,03 Mar,Spirits,206118,3681254,5.6,,
Louisiana,2018,03 Mar,Spirits,298327,3803169,7.84,,
Massachusetts,2018,03 Mar,Spirits,483764,5844357,8.28,,
Missouri,2018,03 Mar,Spirits,435498,5056750,8.61,,
North Dakota,2018,03 Mar,Spirits,59667,615077,9.7,,
Texas,2018,03 Mar,Spirits,1145236,22899863,5.0,,
Virginia,2018,03 Mar,Spirits,412371,7056421,5.84,,
Wisconsin,2018,03 Mar,Spirits,560851,4829270,11.61,,
Alaska,2018,03 Mar,Wine,22483,590760,3.81,,
Arkansas,2018,03 Mar,Wine,35343,2465297,1.43,,
Colorado,2018,03 Mar,Wine,188622,4715895,4.0,,
Connecticut,2018,03 Mar,Wine,151400,3019150,5.01,,
Florida,2018,03 Mar,Wine,860714,17980787,4.79,,
Illinois,2018,03 Mar,Wine,366587,10533371,3.48,,
Kentucky,2018,03 Mar,Wine,56260,3681254,1.53,,
Louisiana,2018,03 Mar,Wine,105515,3803169,2.77,,
Massachusetts,2018,03 Mar,Wine,296494,5844357,5.07,,
Missouri,2018,03 Mar,Wine,158550,5056750,3.14,,
North Dakota,2018,03 Mar,Wine,17172,615077,2.79,,
Oregon,2018,03 Mar,Wine,127673,3509161,3.64,,
Texas,2018,03 Mar,Wine,604651,22899863,2.64,,
Virginia,2018,03 Mar,Wine,278359,7056421,3.94,,
Wisconsin,2018,03 Mar,Wine,133008,4829270,2.75,,
Alaska,2018,03 Mar,Beer,46977,590760,7.95,,
Arkansas,2018,03 Mar,Beer,172212,2465297,6.99,,
Colorado,2018,03 Mar,Beer,408455,4715895,8.66,,
Connecticut,2018,03 Mar,Beer,182357,3019150,6.04,,
Florida,2018,03 Mar,Beer,1798273,17980787,10.0,,
Illinois,2018,03 Mar,Beer,910718,10533371,8.65,,
Kansas,2018,03 Mar,Beer,147313,2364319,6.23,,
Kentucky,2018,03 Mar,Beer,272417,3681254,7.4,,
Massachusetts,2018,03 Mar,Beer,417103,5844357,7.14,,
Missouri,2018,03 Mar,Beer,457427,5056750,9.05,,
North Dakota,2018,03 Mar,Beer,72500,615077,11.79,,
Oregon,2018,03 Mar,Beer,262640,3509161,7.48,,
Texas,2018,03 Mar,Beer,1849673,22899863,8.08,,
Virginia,2018,03 Mar,Beer,525613,7056421,7.45,,
Alaska,2018,04 Apr,Spirits,53604,590760,9.07,,
Arkansas,2018,04 Apr,Spirits,143676,2465297,5.83,,
Colorado,2018,04 Apr,Spirits,404253,4715895,8.57,,
Connecticut,2018,04 Apr,Spirits,237436,3019150,7.86,,
Florida,2018,04 Apr,Spirits,1316347,17980787,7.32,,
Illinois,2018,04 Apr,Spirits,644336,10533371,6.12,,
Kansas,2018,04 Apr,Spirits,146159,2364319,6.18,,
Kentucky,2018,04 Apr,Spirits,270585,3681254,7.35,,
Louisiana,2018,04 Apr,Spirits,313855,3803169,8.25,,
Massachusetts,2018,04 Apr,Spirits,464646,5844357,7.95,,
Missouri,2018,04 Apr,Spirits,449734,5056750,8.89,,
North Dakota,2018,04 Apr,Spirits,61330,615077,9.97,,
Texas,2018,04 Apr,Spirits,1414306,22899863,6.18,,
Virginia,2018,04 Apr,Spirits,368357,7056421,5.22,,
Wisconsin,2018,04 Apr,Spirits,340431,4829270,7.05,,
Alaska,2018,04 Apr,Wine,22259,590760,3.77,,
Arkansas,2018,04 Apr,Wine,50151,2465297,2.03,,
Colorado,2018,04 Apr,Wine,176337,4715895,3.74,,
Connecticut,2018,04 Apr,Wine,135020,3019150,4.47,,
Florida,2018,04 Apr,Wine,756541,17980787,4.21,,
Illinois,2018,04 Apr,Wine,353790,10533371,3.36,,
Kentucky,2018,04 Apr,Wine,64681,3681254,1.76,,
Louisiana,2018,04 Apr,Wine,103693,3803169,2.73,,
Massachusetts,2018,04 Apr,Wine,273846,5844357,4.69,,
Missouri,2018,04 Apr,Wine,148441,5056750,2.94,,
North Dakota,2018,04 Apr,Wine,21347,615077,3.47,,
Oregon,2018,04 Apr,Wine,174684,3509161,4.98,,
Texas,2018,04 Apr,Wine,658024,22899863,2.87,,
Virginia,2018,04 Apr,Wine,273470,7056421,3.88,,
Wisconsin,2018,04 Apr,Wine,159036,4829270,3.29,,
Alaska,2018,04 Apr,Beer,47500,590760,8.04,,
Arkansas,2018,04 Apr,Beer,192526,2465297,7.81,,
Colorado,2018,04 Apr,Beer,417776,4715895,8.86,,
Connecticut,2018,04 Apr,Beer,184006,3019150,6.09,,
Florida,2018,04 Apr,Beer,1538907,17980787,8.56,,
Illinois,2018,04 Apr,Beer,837870,10533371,7.95,,
Kansas,2018,04 Apr,Beer,206517,2364319,8.73,,
Kentucky,2018,04 Apr,Beer,294142,3681254,7.99,,
Massachusetts,2018,04 Apr,Beer,449586,5844357,7.69,,
Missouri,2018,04 Apr,Beer,473101,5056750,9.36,,
North Dakota,2018,04 Apr,Beer,80573,615077,13.1,,
Oregon,2018,04 Apr,Beer,302196,3509161,8.61,,
Texas,2018,04 Apr,Beer,2498038,22899863,10.91,,
Virginia,2018,04 Apr,Beer,532145,7056421,7.54,,
Alaska,2018,05 May,Spirits,70082,590760,11.86,,
Arkansas,2018,05 May,Spirits,141942,2465297,5.76,,
Colorado,2018,05 May,Spirits,526188,4715895,11.16,,
Connecticut,2018,05 May,Spirits,267882,3019150,8.87,,
Florida,2018,05 May,Spirits,1824195,17980787,10.15,,
Illinois,2018,05 May,Spirits,865775,10533371,8.22,,
Kansas,2018,05 May,Spirits,156821,2364319,6.63,,
Kentucky,2018,05 May,Spirits,260609,3681254,7.08,,
Louisiana,2018,05 May,Spirits,356129,3803169,9.36,,
Massachusetts,2018,05 May,Spirits,511271,5844357,8.75,,
Missouri,2018,05 May,Spirits,472771,5056750,9.35,,
North Dakota,2018,05 May,Spirits,73532,615077,11.95,,
Texas,2018,05 May,Spirits,1260304,22899863,5.5,,
Virginia,2018,05 May,Spirits,414123,7056421,5.87,,
Wisconsin,2018,05 May,Spirits,579947,4829270,12.01,,
Alaska,2018,05 May,Wine,29332,590760,4.97,,
Arkansas,2018,05 May,Wine,49846,2465297,2.02,,
Colorado,2018,05 May,Wine,208957,4715895,4.43,,
Connecticut,2018,05 May,Wine,157170,3019150,5.21,,
Florida,2018,05 May,Wine,808772,17980787,4.5,,
Illinois,2018,05 May,Wine,443319,10533371,4.21,,
Kentucky,2018,05 May,Wine,70075,3681254,1.9,,
Louisiana,2018,05 May,Wine,111727,3803169,2.94,,
Massachusetts,2018,05 May,Wine,336487,5844357,5.76,,
Missouri,2018,05 May,Wine,185444,5056750,3.67,,
North Dakota,2018,05 May,Wine,15325,615077,2.49,,
Oregon,2018,05 May,Wine,147592,3509161,4.21,,
Texas,2018,05 May,Wine,579693,22899863,2.53,,
Virginia,2018,05 May,Wine,309908,7056421,4.39,,
Wisconsin,2018,05 May,Wine,159075,4829270,3.29,,
Alaska,2018,05 May,Beer,66201,590760,11.21,,
Arkansas,2018,05 May,Beer,187597,2465297,7.61,,
Colorado,2018,05 May,Beer,512621,4715895,10.87,,
Connecticut,2018,05 May,Beer,238154,3019150,7.89,,
Florida,2018,05 May,Beer,1719218,17980787,9.56,,
Illinois,2018,05 May,Beer,1218440,10533371,11.57,,
Kansas,2018,05 May,Beer,190342,2364319,8.05,,
Kentucky,2018,05 May,Beer,273489,3681254,7.43,,
Massachusetts,2018,05 May,Beer,539107,5844357,9.22,,
Missouri,2018,05 May,Beer,510829,5056750,10.1,,
North Dakota,2018,05 May,Beer,90124,615077,14.65,,
Oregon,2018,05 May,Beer,374295,3509161,10.67,,
Texas,2018,05 May,Beer,2228984,22899863,9.73,,
Virginia,2018,05 May,Beer,671952,7056421,9.52,,
Alaska,2018,06 Jun,Spirits,73290,590760,12.41,,
Arkansas,2018,06 Jun,Spirits,146683,2465297,5.95,,
Colorado,2018,06 Jun,Spirits,593124,4715895,12.58,,
Connecticut,2018,06 Jun,Spirits,298380,3019150,9.88,,
Florida,2018,06 Jun,Spirits,1872797,17980787,10.42,,
Illinois,2018,06 Jun,Spirits,945653,10533371,8.98,,
Kansas,2018,06 Jun,Spirits,168734,2364319,7.14,,
Kentucky,2018,06 Jun,Spirits,275082,3681254,7.47,,
Louisiana,2018,06 Jun,Spirits,335988,3803169,8.83,,
Massachusetts,2018,06 Jun,Spirits,775356,5844357,13.27,,
Missouri,2018,06 Jun,Spirits,454407,5056750,8.99,,
North Dakota,2018,06 Jun,Spirits,81424,615077,13.24,,
Texas,2018,06 Jun,Spirits,1409959,22899863,6.16,,
Virginia,2018,06 Jun,Spirits,411138,7056421,5.83,,
Wisconsin,2018,06 Jun,Spirits,556155,4829270,11.52,,
Alaska,2018,06 Jun,Wine,30818,590760,5.22,,
Arkansas,2018,06 Jun,Wine,49811,2465297,2.02,,
Colorado,2018,06 Jun,Wine,212610,4715895,4.51,,
Connecticut,2018,06 Jun,Wine,158062,3019150,5.24,,
Florida,2018,06 Jun,Wine,682137,17980787,3.79,,
Illinois,2018,06 Jun,Wine,427060,10533371,4.05,,
Kentucky,2018,06 Jun,Wine,76669,3681254,2.08,,
Louisiana,2018,06 Jun,Wine,99802,3803169,2.62,,
Massachusetts,2018,06 Jun,Wine,411362,5844357,7.04,,
Missouri,2018,06 Jun,Wine,158957,5056750,3.14,,
North Dakota,2018,06 Jun,Wine,14930,615077,2.43,,
Oregon,2018,06 Jun,Wine,158248,3509161,4.51,,
Texas,2018,06 Jun,Wine,679261,22899863,2.97,,
Virginia,2018,06 Jun,Wine,285127,7056421,4.04,,
Wisconsin,2018,06 Jun,Wine,174132,4829270,3.61,,
Alaska,2018,06 Jun,Beer,68876,590760,11.66,,
Arkansas,2018,06 Jun,Beer,196146,2465297,7.96,,
Colorado,2018,06 Jun,Beer,546352,4715895,11.59,,
Connecticut,2018,06 Jun,Beer,248665,3019150,8.24,,
Florida,2018,06 Jun,Beer,1633520,17980787,9.08,,
Illinois,2018,06 Jun,Beer,1139716,10533371,10.82,,
Kansas,2018,06 Jun,Beer,226461,2364319,9.58,,
Kentucky,2018,06 Jun,Beer,301800,3681254,8.2,,
Massachusetts,2018,06 Jun,Beer,517534,5844357,8.86,,
Missouri,2018,06 Jun,Beer,558323,5056750,11.04,,
North Dakota,2018,06 Jun,Beer,111698,615077,18.16,,
Oregon,2018,06 Jun,Beer,398961,3509161,11.37,,
Texas,2018,06 Jun,Beer,2843558,22899863,12.42,,
Virginia,2018,06 Jun,Beer,631407,7056421,8.95,,
Alaska,2018,07 Jul,Spirits,72932,590760,12.35,,
Arkansas,2018,07 Jul,Spirits,131967,2465297,5.35,,
Colorado,2018,07 Jul,Spirits,444594,4715895,9.43,,
Connecticut,2018,07 Jul,Spirits,263800,3019150,8.74,,
Florida,2018,07 Jul,Spirits,1225551,17980787,6.82,,
Illinois,2018,07 Jul,Spirits,634204,10533371,6.02,,
Kansas,2018,07 Jul,Spirits,179989,2364319,7.61,,
Kentucky,2018,07 Jul,Spirits,299499,3681254,8.14,,
Louisiana,2018,07 Jul,Spirits,294178,3803169,7.74,,
Massachusetts,2018,07 Jul,Spirits,367680,5844357,6.29,,
Missouri,2018,07 Jul,Spirits,383758,5056750,7.59,,
North Dakota,2018,07 Jul,Spirits,65932,615077,10.72,,
Texas,2018,07 Jul,Spirits,1317201,22899863,5.75,,
Virginia,2018,07 Jul,Spirits,396904,7056421,5.62,,
Wisconsin,2018,07 Jul,Spirits,505476,4829270,10.47,,
Alaska,2018,07 Jul,Wine,28536,590760,4.83,,
Arkansas,2018,07 Jul,Wine,52807,2465297,2.14,,
Colorado,2018,07 Jul,Wine,187976,4715895,3.99,,
Connecticut,2018,07 Jul,Wine,147097,3019150,4.87,,
Florida,2018,07 Jul,Wine,657749,17980787,3.66,,
Illinois,2018,07 Jul,Wine,359585,10533371,3.41,,
Kentucky,2018,07 Jul,Wine,65539,3681254,1.78,,
Louisiana,2018,07 Jul,Wine,96918,3803169,2.55,,
Massachusetts,2018,07 Jul,Wine,240917,5844357,4.12,,
Missouri,2018,07 Jul,Wine,127233,5056750,2.52,,
North Dakota,2018,07 Jul,Wine,15568,615077,2.53,,
Oregon,2018,07 Jul,Wine,189248,3509161,5.39,,
Texas,2018,07 Jul,Wine,645022,22899863,2.82,,
Virginia,2018,07 Jul,Wine,278113,7056421,3.94,,
Wisconsin,2018,07 Jul,Wine,159988,4829270,3.31,,
Alaska,2018,07 Jul,Beer,70397,590760,11.92,,
Arkansas,2018,07 Jul,Beer,202915,2465297,8.23,,
Colorado,2018,07 Jul,Beer,508523,4715895,10.78,,
Connecticut,2018,07 Jul,Beer,231096,3019150,7.65,,
Florida,2018,07 Jul,Beer,1513410,17980787,8.42,,
Illinois,2018,07 Jul,Beer,1030855,10533371,9.79,,
Kansas,2018,07 Jul,Beer,245223,2364319,10.37,,
Kentucky,2018,07 Jul,Beer,322188,3681254,8.75,,
Massachusetts,2018,07 Jul,Beer,510276,5844357,8.73,,
Missouri,2018,07 Jul,Beer,529865,5056750,10.48,,
North Dakota,2018,07 Jul,Beer,86265,615077,14.03,,
Oregon,2018,07 Jul,Beer,475655,3509161,13.55,,
Texas,2018,07 Jul,Beer,2574407,22899863,11.24,,
Virginia,2018,07 Jul,Beer,596582,7056421,8.45,,
Alaska,2018,08 Aug,Spirits,73554,590760,12.45,,
Arkansas,2018,08 Aug,Spirits,103846,2465297,4.21,,
Colorado,2018,08 Aug,Spirits,520124,4715895,11.03,,
Connecticut,2018,08 Aug,Spirits,226343,3019150,7.5,,
Florida,2018,08 Aug,Spirits,1396521,17980787,7.77,,
Illinois,2018,08 Aug,Spirits,761748,10533371,7.23,,
Kansas,2018,08 Aug,Spirits,136382,2364319,5.77,,
Kentucky,2018,08 Aug,Spirits,216625,3681254,5.88,,
Louisiana,2018,08 Aug,Spirits,317019,3803169,8.34,,
Massachusetts,2018,08 Aug,Spirits,449660,5844357,7.69,,
Missouri,2018,08 Aug,Spirits,477761,5056750,9.45,,
North Dakota,2018,08 Aug,Spirits,70299,615077,11.43,,
Texas,2018,08 Aug,Spirits,1399548,22899863,6.11,,
Virginia,2018,08 Aug,Spirits,413930,7056421,5.87,,
Wisconsin,2018,08 Aug,Spirits,565035,4829270,11.7,,
Alaska,2018,08 Aug,Wine,33011,590760,5.59,,
Arkansas,2018,08 Aug,Wine,38313,2465297,1.55,,
Colorado,2018,08 Aug,Wine,234915,4715895,4.98,,
Connecticut,2018,08 Aug,Wine,136854,3019150,4.53,,
Florida,2018,08 Aug,Wine,747160,17980787,4.16,,
Illinois,2018,08 Aug,Wine,420716,10533371,3.99,,
Kentucky,2018,08 Aug,Wine,57382,3681254,1.56,,
Louisiana,2018,08 Aug,Wine,110062,3803169,2.89,,
Massachusetts,2018,08 Aug,Wine,307647,5844357,5.26,,
Missouri,2018,08 Aug,Wine,181100,5056750,3.58,,
North Dakota,2018,08 Aug,Wine,15005,615077,2.44,,
Oregon,2018,08 Aug,Wine,165248,3509161,4.71,,
Texas,2018,08 Aug,Wine,623198,22899863,2.72,,
Virginia,2018,08 Aug,Wine,307335,7056421,4.36,,
Wisconsin,2018,08 Aug,Wine,152020,4829270,3.15,,
Alaska,2018,08 Aug,Beer,71110,590760,12.04,,
Arkansas,2018,08 Aug,Beer,224585,2465297,9.11,,
Colorado,2018,08 Aug,Beer,558900,4715895,11.85,,
Connecticut,2018,08 Aug,Beer,251881,3019150,8.34,,
Florida,2018,08 Aug,Beer,1714860,17980787,9.54,,
Illinois,2018,08 Aug,Beer,1211993,10533371,11.51,,
Kansas,2018,08 Aug,Beer,229238,2364319,9.7,,
Kentucky,2018,08 Aug,Beer,309184,3681254,8.4,,
Massachusetts,2018,08 Aug,Beer,564273,5844357,9.66,,
Missouri,2018,08 Aug,Beer,535268,5056750,10.59,,
